,r2s,RMSEs,features,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,variance_maintained
0,-0.06630714052733055,0.9973807244671061,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
1,-0.06303583508980393,1.176396321647355,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
2,0.0517414393393697,0.9984990887807444,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
3,-0.02274552381477002,0.8155425500328575,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
4,-0.02648355146121051,1.224549566641221,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
5,-0.010125339675643774,0.981005869919436,2,3,0.0015,0.0,10,0.005,0.0,245,100,0.6666666666666666,0.05
6,-0.1060784414185938,0.8934199968682289,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
7,-1.5497107954561877,1.473191175184546,2,1,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
8,-0.1808872888195694,1.0331592822377946,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
9,-0.0024885808510293206,0.7757015832979954,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
10,0.19173282648420298,0.8683549463585493,6,3,0.0015,0.01,10,0.005,0.0,23,100,0.6666666666666666,0.1
11,0.2915886578070671,0.9603343391248893,6,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
12,0.10369076556875945,0.9707630159403172,6,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.1
13,0.24639054084388068,0.7000611895029407,6,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.1
14,0.2719075877604433,1.0313204376186063,6,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
15,0.30673558669784806,0.8127059267027404,6,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
16,0.23805848631023252,0.741521116703203,6,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
17,-0.00875578108612074,0.9266306593861984,6,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
18,-0.11743829734678513,1.0050202995218922,6,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.1
19,-0.05004940969817029,0.7938890800706073,6,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.1
20,0.014820513361349263,0.9586884434619943,19,3,0.0015,0.0,10,0.005,0.0,9,100,0.6666666666666666,0.2
21,0.16413809527002077,1.0431505024233163,19,3,0.0015,0.0,10,0.005,0.0,27,100,0.6666666666666666,0.2
22,-0.18996683023263117,1.1185405028805722,19,3,0.0015,0.01,10,0.005,0.0,11,100,0.6666666666666666,0.2
23,-0.17363275811403267,0.8736328232609911,19,3,0.0015,0.0,10,0.005,0.0,23,100,0.6666666666666666,0.2
24,0.19754106520129566,1.0827090830054829,19,3,0.0015,0.0,10,0.005,0.0,8,100,0.6666666666666666,0.2
25,0.16333390962759065,0.8928120782782508,19,3,0.0015,0.01,10,0.005,0.0,10,100,0.6666666666666666,0.2
26,0.21020318678196281,0.7549538314378786,19,3,0.0015,0.1,10,0.005,0.0,11,100,0.6666666666666666,0.2
