,r2s,RMSEs,features,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,variance_maintained
0,-0.009182060886338883,0.9898876669606338,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
1,-0.0066423975515774725,1.2903172277364003,2,3,0.0015,0.01,10,0.005,0.0,245,100,0.6666666666666666,0.05
2,0.007441415395161521,0.9442959544980434,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
3,0.02150344094610257,0.6767754303093363,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
4,-0.0019975395286158104,0.9849918006623599,2,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.05
5,-0.021460688001744277,0.8934580997830838,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
6,-0.00037535435649971305,1.3365276843974754,2,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.05
7,-0.9605322648670598,1.0410339600014926,2,3,0.0015,0.01,10,0.05,0.1,10,100,0.6666666666666666,0.05
8,-0.168670035924968,1.1467794497900627,2,3,0.0015,0.01,10,0.005,0.0,245,100,0.6666666666666666,0.05
9,-0.5735438140135436,0.8893647778005054,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
10,0.12945219293636778,0.919385109039592,4,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
11,-0.04347743320266151,1.3137127576964256,4,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
12,0.02800567836342982,0.934462586569352,4,3,0.0015,0.01,10,0.005,0.0,245,100,0.6666666666666666,0.1
13,-0.00984424982617882,0.6875307560997553,4,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
14,-0.12179826722719733,1.0422134420064395,4,3,0.0015,0.0,10,0.05,0.0,99,100,0.6666666666666666,0.1
15,0.0012048947637673946,0.8834898501161823,4,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
16,0.05820382639757282,1.296805751401663,4,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
17,-0.2613819338714045,0.8350283170842707,4,3,0.0015,0.1,10,0.005,0.0,200,100,0.6666666666666666,0.1
18,0.03993400269379088,1.0394042578157674,4,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
19,-0.09664052977853888,0.7424593008095416,4,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
20,0.02487791425732877,0.9730398995835734,11,3,0.0015,0.01,10,0.005,0.0,7,100,0.6666666666666666,0.2
21,0.025429095423013304,1.2695961816904353,11,3,0.0015,0.01,10,0.005,0.0,54,100,0.6666666666666666,0.2
22,0.040592052900949804,0.9283926850600155,11,3,0.0015,0.1,10,0.005,0.0,27,100,0.6666666666666666,0.2
23,0.13125304896239753,0.6376928961102414,11,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
24,-0.3129619386169773,1.127522860753789,11,3,0.0015,0.01,10,0.05,0.0,216,100,0.6666666666666666,0.2
25,-0.3438216976082429,1.024788365896847,11,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.2
26,0.3826122812155074,1.0499665421570255,11,3,0.0015,0.01,10,0.05,0.0,152,100,0.6666666666666666,0.2
27,-0.6231068857936182,0.9472213103804563,11,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.2
28,0.10382542090659386,1.0042232164713165,11,3,0.0015,0.1,10,0.05,0.0,142,100,0.6666666666666666,0.2
29,-0.2268874184530394,0.7853131363565964,11,3,0.0015,0.1,10,0.05,0.0,66,100,0.6666666666666666,0.2
30,-0.015987278829259655,0.9932196143405153,21,3,0.0015,0.0,10,0.005,0.0,9,100,0.6666666666666666,0.3
31,0.0783235543883789,1.2346621405606313,21,3,0.0015,0.1,10,0.05,0.1,7,100,0.6666666666666666,0.3
32,-0.09948465447969457,0.9938586920225974,21,3,0.0015,0.1,10,0.005,0.0,8,100,0.6666666666666666,0.3
33,-0.1117069505062589,0.7213733479878666,21,3,0.0015,0.0,10,0.005,0.0,7,100,0.6666666666666666,0.3
34,-0.31906560172897724,1.13014062132621,21,3,0.0015,0.1,10,0.05,0.1,7,100,0.6666666666666666,0.3
35,0.07626870051229673,0.8496424284095875,21,3,0.0015,0.01,10,0.005,0.0,7,100,0.6666666666666666,0.3
36,0.42200699042103573,1.0159159062092373,21,3,0.0015,0.01,10,0.005,0.0,11,100,0.6666666666666666,0.3
37,-0.10542410612194097,0.7817040563962451,21,3,0.0015,0.1,10,0.05,0.0,51,100,0.6666666666666666,0.3
38,0.04424922276955345,1.0370657157378804,21,3,0.0015,0.0,10,0.05,0.0,65,100,0.6666666666666666,0.3
39,-0.97163754972231,0.9955292990251169,21,3,0.0015,0.01,10,0.05,0.0,16,100,0.6666666666666666,0.3
40,0.20031467884020837,0.8811720526552294,34,3,0.0015,0.1,10,0.05,0.0,7,100,0.6666666666666666,0.4
41,0.19888026437420347,1.1510855502818291,34,3,0.0015,0.0,10,0.05,0.0,7,100,0.6666666666666666,0.4
42,0.0722074417170322,0.9129678759344404,34,3,0.0015,0.1,10,0.05,0.0,10,100,0.6666666666666666,0.4
43,-0.19046915455374025,0.7464900199198585,34,3,0.0015,0.01,10,0.005,0.1,7,100,0.6666666666666666,0.4
44,-0.019634494555629045,0.9936227978284822,34,3,0.0015,0.1,10,0.05,0.0,10,100,0.6666666666666666,0.4
45,-0.25325327862573754,0.9896526378216042,34,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
46,0.21088283232511018,1.1870450819959468,34,3,0.0015,0.01,10,0.05,0.0,7,100,0.6666666666666666,0.4
47,-0.6326824679245817,0.9500112859994438,34,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
48,-0.020946994187721613,1.0718537820136598,34,3,0.0015,0.1,10,0.05,0.0,10,100,0.6666666666666666,0.4
49,-0.6575695835710658,0.9128015947738333,34,3,0.0015,0.0,10,0.05,0.0,7,100,0.6666666666666666,0.4
50,0.11655673340836448,0.9261695211759189,49,3,0.0015,0.0,10,0.005,0.0,7,100,0.6666666666666666,0.5
51,0.2934714103836539,1.0809951786178005,49,3,0.0015,0.0,10,0.005,0.0,7,100,0.6666666666666666,0.5
52,0.10037002730286848,0.8990048036065362,49,3,0.0015,0.01,10,0.05,0.0,7,100,0.6666666666666666,0.5
53,-0.24597971032127508,0.7636958268086836,49,3,0.0015,0.0,10,0.05,0.0,9,100,0.6666666666666666,0.5
54,-0.13149749940455568,1.0467093099976676,49,3,0.0015,0.0,10,0.005,0.0,8,100,0.6666666666666666,0.5
55,-0.08603244775345553,0.9212654035997068,49,3,0.0015,0.0,10,0.005,0.1,7,100,0.6666666666666666,0.5
