,r2s,RMSEs,features,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,variance_maintained
0,0.24415415607892954,0.8653047441622056,2,1,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
1,0.14488535928894453,0.8407029254307428,2,1,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
2,-0.002119623769180956,0.9756427684747319,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
3,-0.0006172223431331059,0.9969584409150296,2,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.05
4,-0.017259849944216255,0.9993747678874028,2,1,0.0015,0.0,10,0.005,0.0,239,100,0.6666666666666666,0.05
5,0.13005442887034002,0.8155869363449199,2,1,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
6,0.37889405724145797,0.8734206094664495,2,1,0.0015,0.0,10,0.005,0.0,245,100,0.6666666666666666,0.05
7,-0.015171658021715828,1.0634949570723733,2,3,0.0015,0.0,10,0.005,0.0,245,100,0.6666666666666666,0.05
8,0.08051627352182722,1.0471464434836915,2,1,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
9,0.19896438222019752,0.8229048358551311,2,1,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
10,0.5451702796340392,0.671238545763216,5,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
11,0.3989166081315817,0.7048517003804535,5,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
12,0.43976206310458577,0.7294865745409708,5,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
13,0.5067686304757324,0.6999522484106715,5,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.1
14,0.48242510618394807,0.7128514366544485,5,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
15,0.39181635388859504,0.681932814409862,5,3,0.0015,0.1,10,0.005,0.0,245,100,0.6666666666666666,0.1
16,0.4935247215489207,0.7887143074081202,5,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
17,0.4731988791782198,0.7661063071967807,5,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
18,0.4705386424645056,0.7946072675256773,5,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
19,0.4095207997655156,0.7065225096071402,5,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
20,0.7125118480288926,0.533657289030181,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
21,0.5235398481784825,0.6275432751153699,20,3,0.0015,0.1,10,0.05,0.0,238,100,0.6666666666666666,0.2
22,0.5815643577756906,0.6304423537401597,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
23,0.599689136936814,0.6305822702059332,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
24,0.620200727552051,0.6106459661923223,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
25,0.5515763681045727,0.5855560412823704,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
26,0.633599301397483,0.6708396746743133,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
27,0.6289464373479174,0.6429600595821339,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
28,0.6085837845742164,0.6832109293041392,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
29,0.6180392282331802,0.5682416751496758,20,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
30,0.7127243168409191,0.5334600522281435,56,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.3
31,0.5437768423993495,0.6140716540959996,56,3,0.0015,0.1,10,0.005,0.0,11,100,0.6666666666666666,0.3
32,0.6625716006951293,0.5661374212976719,56,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.3
33,0.613424785732311,0.6196694283772073,56,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.3
34,0.6817735596711803,0.558959779295615,56,3,0.0015,0.1,10,0.005,0.0,11,100,0.6666666666666666,0.3
35,0.6874685745467348,0.4888448750638584,56,3,0.0015,0.1,10,0.005,0.0,9,100,0.6666666666666666,0.3
36,0.6584210205603718,0.647718291177296,56,3,0.0015,0.1,10,0.005,0.0,10,100,0.6666666666666666,0.3
37,0.6541649500370623,0.6207263702447311,56,3,0.0015,0.1,10,0.005,0.0,9,100,0.6666666666666666,0.3
38,0.6268156184568634,0.667109504345642,56,3,0.0015,0.1,10,0.005,0.0,8,100,0.6666666666666666,0.3
39,0.5116587165836088,0.6425181806991593,56,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.3
40,0.7083258687041483,0.5375284145319609,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
41,0.5834135663403484,0.5867903309249505,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
42,0.6682292043330029,0.561371194081009,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
43,0.6625060033381753,0.5789967073316418,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
44,0.6590026126871025,0.5786126897753766,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
45,0.6413509121904571,0.5236716768455091,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
46,0.6804502231364669,0.6264838104145602,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
47,0.6688139693127583,0.6074376374180467,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
48,0.6474405677269532,0.64841278211797,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
49,0.6024636629793693,0.5797117682565202,116,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.4
50,0.6810331495465364,0.5621150913563084,200,3,0.0015,0.1,10,0.005,0.1,7,100,0.6666666666666666,0.5
51,0.5509988676816914,0.60919187962974,200,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.5
52,0.6565520641339353,0.5711648882974574,200,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.5
53,0.6603764205133457,0.5808205656535393,200,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.5
54,0.5809480509441123,0.6414257059213948,200,3,0.0015,0.1,10,0.005,0.1,7,100,0.6666666666666666,0.5
55,0.6856295461670892,0.49028102021035974,200,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.5
56,0.6404386484091802,0.6645491322755335,200,3,0.0015,0.1,10,0.05,0.0,18,100,0.6666666666666666,0.5
57,0.6667512395949236,0.6093263564698331,200,3,0.0015,0.01,10,0.005,0.0,7,100,0.6666666666666666,0.5
58,0.6593287661930495,0.6373868952743129,200,3,0.0015,0.1,10,0.005,0.0,7,100,0.6666666666666666,0.5
