,r2s,RMSEs,features,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,variance_maintained
0,-0.054248439766672485,1.050789819754494,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
1,-0.1358211431007763,1.1700875251436749,2,3,0.0015,0.01,10,0.005,0.0,245,100,0.6666666666666666,0.05
2,-2.2948412893519787e-05,0.9102895647191832,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
3,-0.03474272898267561,0.9321930486487919,2,3,0.0015,0.0,10,0.005,0.0,245,100,0.6666666666666666,0.05
4,-0.17602401049688998,1.029595573333866,2,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.05
5,-0.2371733645343841,0.9719300573258655,2,3,0.0015,0.0,10,0.005,0.0,245,100,0.6666666666666666,0.05
6,-0.0884481503655068,1.0102980083421453,2,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.05
7,0.032182496139374184,1.0225980503139185,2,3,0.0015,0.01,10,0.005,0.0,245,100,0.6666666666666666,0.05
8,0.005699028494552172,1.101413783659498,2,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.05
9,-0.012640516039319483,0.7720842309690172,2,3,0.0015,0.1,10,0.005,0.0,245,100,0.6666666666666666,0.05
10,0.2839568680359167,0.8659921691712026,3,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.1
11,-0.021116265026847714,1.1094327240688342,3,3,0.0015,0.1,10,0.005,0.0,233,100,0.6666666666666666,0.1
12,0.298402367070131,0.7624627630424121,3,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.1
13,-0.29563583393496673,1.0431124859392493,3,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
14,0.4318051832073314,0.7156607614400232,3,3,0.0015,0.01,10,0.005,0.0,245,100,0.6666666666666666,0.1
15,0.032253253450015285,0.8596082844645683,3,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
16,-0.034374195503866334,0.9848825955398209,3,3,0.0015,0.0,10,0.05,0.0,245,100,0.6666666666666666,0.1
17,0.2688588216036555,0.8888098242334882,3,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
18,0.18520889711186161,0.9970448953083717,3,3,0.0015,0.01,10,0.05,0.0,245,100,0.6666666666666666,0.1
19,0.014497091861519595,0.7616684873041744,3,3,0.0015,0.01,10,0.005,0.0,245,100,0.6666666666666666,0.1
20,0.003878719089762561,1.0214108863410027,12,3,0.0015,0.0,10,0.005,0.0,76,100,0.6666666666666666,0.2
21,-0.20963369125875841,1.2075088210570604,12,3,0.0015,0.1,10,0.005,0.0,51,100,0.6666666666666666,0.2
22,0.4135306930872449,0.6971034387137205,12,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
23,-0.26318201238330663,1.0299653981745576,12,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
24,0.39253248342921876,0.739980204939805,12,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
25,0.21766354074499472,0.7728879164260393,12,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
26,0.540820604970222,0.6562008970702314,12,3,0.0015,0.01,10,0.005,0.0,23,100,0.6666666666666666,0.2
27,0.2733126467716206,0.8860985485737467,12,3,0.0015,0.1,10,0.05,0.0,245,100,0.6666666666666666,0.2
28,0.31798649882356844,0.9121957853365358,12,3,0.0015,0.1,10,0.005,0.0,27,100,0.6666666666666666,0.2
29,0.1691505973177454,0.699355812405717,12,3,0.0015,0.01,10,0.005,0.0,34,100,0.6666666666666666,0.2
30,0.20295474619176468,0.9136626322723588,27,3,0.0015,0.1,10,0.005,0.0,10,100,0.6666666666666666,0.3
31,-0.16080993207637517,1.1828888345708533,27,3,0.0015,0.0,10,0.005,0.0,10,100,0.6666666666666666,0.3
