accession_id,replicate_id,Trichome perimeter,Metals in stomata,Metal ring in trichomes,Trichome length,Leaf epidermis autofluorescence,Trichome autofluorescence,Trichome stem length,Metal surrounding trichomes,Number of trichome branches,Metal gradient in trichomes,Shaveproof trichomes,Autofluorescence color,Trichome circularity,Trichome area,Metal in trichome base,Callose content in trichomes,Trichome solidity,Trichome density
6944,82447,1958.193,0.0,2.0,2246.456,2.0,2.0,0.21,0.0,3.0,2.0,0.0,0.0,0.07596,22324.44,2.0,32.741,0.27628,2.5
6945,82448,2286.027,0.0,2.0,2482.673,0.0,3.0,0.26,0.0,2.0,0.5,1.0,0.0,0.0662,27487.14,0.0,198.389,0.22028,2.0
6951,82449,1666.555,0.0,2.0,2327.835,2.0,2.0,0.18,0.0,3.0,2.0,0.0,0.0,0.0998,19548.88,0.0,98.859,0.31224,2.0
6956,82450,1856.638,0.0,2.0,2335.696,2.0,1.0,0.29,0.0,2.0,1.5,0.0,0.0,0.0808,20652.4,0.0,2.672,0.2694,3.0
6957,82451,2060.396,0.0,2.0,2193.773,2.0,3.0,0.23,0.0,2.5,1.0,1.0,0.0,0.07084,23516.39,0.0,83.935,0.23548,2.5
6958,82452,1442.565,0.0,0.0,1803.542,4.0,0.5,0.18,0.0,2.5,0.0,0.0,0.0,0.09052,13321.05,0.0,17.224,0.28824,1.0
6959,82453,1505.044,0.0,1.0,2168.134,4.0,0.5,0.2,0.0,3.0,0.0,0.0,0.0,0.08512,14629.3,1.0,3.471,0.30912,3.0
6960,82454,1614.101,0.0,0.0,2332.106,4.0,0.5,0.17,0.0,3.0,0.0,0.0,0.0,0.0686,13695.83,0.0,42.481,0.23684,0.5
6963,82455,2364.414,0.0,0.0,4112.219,2.0,0.5,0.18,0.0,3.0,0.0,0.0,0.0,0.069,31400.08,0.0,1.254,0.29076,4.0
6966,82456,,0.0,0.0,,4.0,0.5,0.22,0.0,3.0,0.0,0.0,0.0,,,0.0,,,3.0
6967,82457,1507.995,0.0,0.0,1968.795,4.0,0.5,0.16,0.0,3.0,0.0,0.0,0.0,0.10236,15653.86,2.0,13.968,0.33936,1.0
6968,82458,1755.585,0.0,0.0,2002.982,0.0,0.5,0.22,2.0,3.0,0.0,0.0,0.0,0.08088,19155.27,2.0,2.669,0.28816,3.0
6969,82459,2147.986,0.0,0.0,3277.545,0.0,0.5,0.24,2.0,3.0,0.0,0.0,0.0,0.07524,25625.63,2.0,0.4,0.281,4.0
6971,82460,2370.45,0.0,1.0,4429.725,2.0,1.0,0.26,1.0,2.5,0.0,0.0,0.0,0.0734,31424.47,2.0,1.353,0.2908,2.5
6973,82461,2142.962,0.0,0.0,2878.21,2.0,0.5,0.22,0.0,3.0,0.0,0.0,0.0,0.0648,23291.09,2.0,0.596,0.25792,3.0
6974,82462,,0.0,0.0,,0.0,0.5,0.28,0.0,3.0,1.0,0.0,0.0,,,2.0,,,2.5
6975,82463,1628.118,0.0,0.0,2865.572,4.0,0.5,0.12,0.0,3.0,1.0,0.0,0.0,0.08716,18316.82,2.0,1.512,0.3208,1.0
6976,82464,1426.523,0.0,0.0,1383.807,2.0,1.0,0.22,0.0,3.0,0.0,0.0,0.0,0.09248,14358.21,0.0,7.169,0.32092,2.0
6979,82465,1641.736,0.0,0.0,2682.2,4.0,1.0,0.14,0.0,3.0,0.0,0.0,0.0,0.08028,16883.61,2.0,24.877,0.31084,2.0
6981,82466,1630.456,0.0,2.0,2214.419,4.0,1.0,0.18,0.0,3.0,1.0,0.0,0.0,0.087,17089.73,2.0,46.591,0.2994,1.0
6982,82467,1926.032,0.0,2.0,2997.444,4.0,1.0,0.17,0.0,3.0,1.0,0.0,0.0,0.07488,20773.78,0.0,6.289,0.289,1.5
6984,82468,1927.742,0.0,1.0,2776.107,4.0,2.0,0.18,0.0,3.0,0.0,0.0,0.0,0.07688,22498.77,1.0,8.026,0.2888,1.0
6987,82469,1841.805,0.0,1.0,2332.06,4.0,0.5,0.19,2.0,3.0,0.0,1.0,0.0,0.1082,27915.9,2.0,184.478,0.32328,1.0
6989,82470,1858.504,0.0,2.0,1952.395,2.0,0.5,0.28,0.0,2.5,0.0,1.0,0.0,0.07384,19910.83,0.0,37.827,0.27388,2.0
6990,82471,2031.706,0.0,2.0,2109.866,0.0,0.5,0.32,0.0,2.0,3.0,0.0,0.0,0.06368,20088.51,2.0,2.514,0.2932,3.0
6992,82472,1517.917,0.0,0.0,2092.1,4.0,1.0,0.19,0.0,3.0,2.0,0.0,0.0,0.08768,15555.6,2.0,22.828,0.29624,2.0
7000,82473,1285.433,0.0,2.0,1527.893,4.0,0.5,0.2,0.0,3.0,1.5,0.0,0.0,0.10265,12487.86,0.0,17.456,0.33282,3.0
7002,82474,1929.593,0.0,2.0,2914.897,4.0,1.0,0.33,0.0,2.0,1.5,0.0,0.0,0.07532,20205.38,0.0,2.98,0.28496,3.0
7013,82475,1456.809,0.0,1.0,1815.886,4.0,0.5,0.19,0.0,3.0,0.0,0.0,0.0,0.10792,17770.39,2.0,9.864,0.33162,1.0
7028,82476,1182.668,0.0,2.0,1339.839,4.0,0.5,0.16,0.0,3.0,1.0,1.0,0.0,0.10188,10656.47,0.0,97.684,0.32184,1.0
7062,82477,1508.182,0.0,2.0,1918.138,2.0,2.0,0.15,0.0,3.0,1.0,0.0,0.0,0.09148,16147.24,1.0,37.689,0.31084,2.0
7071,82478,1570.979,0.0,2.0,1747.328,4.0,0.5,0.2,0.0,3.0,1.0,0.0,0.0,0.12204,21454.9,0.0,52.467,0.38816,2.0
7081,82479,1813.351,0.0,0.0,2304.199,2.0,2.0,0.18,2.0,3.0,0.0,0.0,0.0,0.07852,19825.52,2.0,3.552,0.29336,3.0
7092,82480,2463.355,0.0,0.0,3790.712,0.0,2.0,0.2,0.0,3.0,0.0,0.0,0.0,0.05496,27033.64,0.0,0.748,0.24068,2.0
7094,82481,1802.4,0.0,0.0,2617.432,2.0,0.5,0.21,0.0,3.0,0.0,0.0,0.0,0.06996,17992.33,0.0,2.495,0.26996,2.0
7102,82482,1907.045,0.0,0.0,2417.754,2.0,0.5,0.29,0.0,2.0,0.0,1.0,0.0,0.10168,28761.97,1.0,20.67,0.30284,3.0
7109,82483,1766.935,0.0,0.0,2047.15,4.0,2.0,0.17,0.0,3.0,0.0,1.0,0.0,0.0838,20633.21,0.0,69.657,0.28148,3.0
7126,82484,1668.373,0.0,0.0,1856.729,0.0,1.0,0.22,0.0,2.5,0.0,1.0,0.0,0.11908,26421.88,0.0,3.553,0.33188,2.5
7143,82485,1724.887,2.0,0.0,1850.697,4.0,2.0,0.17,1.0,3.0,0.0,1.0,0.0,0.0942,21791.29,2.0,60.358,0.28664,1.5
7147,82486,1822.184,0.0,2.0,1732.804,2.0,0.5,0.19,0.0,3.0,1.0,1.0,0.0,0.0602,14830.44,0.0,38.014,0.2108,2.0
7163,82487,1590.927,0.0,1.0,1803.727,4.0,0.5,0.17,0.0,3.0,1.0,1.0,0.0,0.09288,17856.85,2.0,12.308,0.2942,1.0
7164,82488,1651.428,0.0,2.0,1852.986,2.0,2.0,0.23,0.0,3.0,1.5,1.0,0.0,0.10256,21570.04,0.0,2.76,0.3166,4.0
7169,82489,2039.037,0.0,0.0,1864.69,0.0,1.0,0.29,0.0,3.0,3.0,1.0,0.0,0.06844,20748.23,0.0,25.218,0.29344,3.0
7181,82490,1732.081,0.0,2.0,2287.511,4.0,1.0,0.23,0.0,2.5,1.5,0.0,0.0,0.09312,21589.34,1.0,32.665,0.29116,2.5
7186,82491,1356.572,0.0,0.0,1625.473,3.0,0.5,0.17,1.0,3.0,0.0,0.0,0.0,0.112,16485.43,2.0,65.67,0.3719,1.5
7192,82492,1735.807,0.0,2.0,2057.251,2.0,2.0,0.18,0.0,3.0,2.0,0.0,0.0,0.06592,14804.55,0.0,51.013,0.25144,3.0
7231,82493,1978.789,0.0,2.0,2243.233,0.0,1.0,0.16,0.0,3.0,1.0,0.0,0.0,0.06596,19481.61,0.0,74.069,0.22068,1.5
7244,82494,1745.528,0.0,2.0,2246.492,4.0,1.0,0.18,0.0,3.0,1.5,0.0,0.0,0.08348,18763.5,1.0,41.801,0.28544,2.0
7255,82495,1755.177,0.0,2.0,2043.982,4.0,2.0,0.18,0.0,3.0,1.0,0.0,0.0,0.0614,14697.5,0.0,16.167,0.22108,3.0
7258,82496,1744.445,0.0,2.0,2132.74,4.0,1.0,0.18,0.0,2.5,1.0,0.0,0.0,0.0986,20376.35,0.0,57.456,0.33916,1.0
7268,82497,1000.841,0.0,2.0,1175.612,2.0,0.5,0.24,0.0,2.5,1.0,0.0,0.0,0.11216,7911.55,0.0,85.122,0.40028,1.0
7276,82498,1517.386,0.0,2.0,1656.438,2.0,1.0,0.21,0.0,3.0,1.5,0.0,0.0,0.09356,16873.44,0.0,50.031,0.29836,2.0
7282,82499,1757.126,0.0,2.0,1886.214,0.0,1.0,0.22,0.0,3.0,1.0,0.0,0.0,0.06904,16472.77,2.0,64.81,0.26052,1.0
7287,82500,1282.494,0.0,0.0,1277.924,2.0,1.0,0.2,0.0,2.0,3.0,0.0,0.0,0.0996,11355.62,2.0,16.58,0.34256,3.0
7296,82501,1639.149,0.0,2.0,2265.82,4.0,3.0,0.17,0.0,2.5,1.0,0.0,0.0,0.08548,16905.34,0.0,32.84,0.27196,3.0
7316,82502,1747.78,0.0,2.0,2130.379,0.0,1.0,0.24,0.0,3.0,0.5,0.0,0.0,0.0826,19059.43,1.0,39.189,0.28428,2.0
7320,82503,1903.903,0.0,2.0,2500.086,4.0,2.0,0.2,0.0,3.0,0.5,0.0,0.0,0.08288,23527.84,0.0,30.379,0.2894,3.0
7323,82504,1814.584,0.0,2.0,3124.34,2.0,3.0,0.19,0.0,3.0,1.5,0.0,0.0,0.07092,18181.22,0.0,2.063,0.27048,4.0
7337,82505,1621.274,0.0,2.0,1817.838,4.0,3.0,0.18,0.0,3.0,0.5,0.0,0.0,0.07476,15039.91,0.0,33.958,0.27928,2.0
7343,82506,2259.109,0.0,2.0,3471.69,2.0,1.5,0.26,0.0,3.0,1.0,0.0,0.0,0.06516,25610.26,2.0,5.439,0.2548,2.5
7353,82507,2327.548,0.0,2.0,4014.25,4.0,3.0,0.24,0.0,3.0,1.0,0.0,0.0,0.06248,25878.56,2.0,3.293,0.25952,2.0
7372,82508,1809.851,0.0,2.0,2058.133,2.0,0.5,0.21,0.0,3.0,1.0,0.0,0.0,0.07528,18298.79,0.0,1.398,0.24108,2.0
7378,82509,2071.431,0.0,2.0,3062.578,2.0,2.0,0.19,0.0,2.5,0.5,0.0,0.0,0.06544,21755.23,0.0,3.52,0.25708,3.0
7382,82510,2045.858,0.0,2.0,2948.533,4.0,0.5,0.2,0.0,3.0,1.0,0.0,0.0,0.0668,21486.46,0.0,25.155,0.2574,0.5
7384,82511,2527.993,0.0,2.0,3988.107,2.0,2.0,0.25,0.0,2.5,0.5,1.0,0.0,0.06308,31848.15,0.0,4.643,0.25232,3.0
7413,82512,,0.0,0.0,,5.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0
7424,82513,1525.526,0.0,2.0,1812.433,4.0,2.0,0.17,0.0,2.0,0.5,1.0,0.0,0.0978,16903.49,0.0,174.535,0.31148,1.0
7460,82514,1440.209,0.0,2.0,2041.785,4.0,2.0,0.19,0.0,3.0,0.5,0.0,1.0,0.0984,16362.14,2.0,45.042,0.31208,2.0
7461,82515,1945.709,0.0,2.0,2640.278,2.0,3.0,0.14,0.0,3.0,0.5,0.0,0.0,0.06656,19519.41,0.0,25.789,0.25932,2.0
7477,82516,1535.025,0.0,1.0,1779.049,4.0,2.0,0.17,1.0,3.0,0.0,0.0,0.0,0.08556,15991.53,1.0,13.61,0.31208,2.0
7514,82517,2343.19,0.0,2.0,3803.467,2.0,1.0,0.24,0.0,3.0,1.0,0.0,0.0,0.06692,29274.43,2.0,0.574,0.2738,3.0
7515,82518,1610.843,0.0,2.0,2284.297,2.0,3.0,0.18,0.0,3.0,1.0,0.0,0.0,0.10364,20672.98,0.0,19.264,0.37024,3.0
7516,82519,1934.3,0.0,2.0,3264.609,2.0,3.0,0.25,0.0,2.0,1.0,0.0,0.0,0.07824,21354.67,2.0,30.015,0.27084,3.0
7517,82520,1921.297,0.0,0.0,2991.292,2.0,2.0,0.27,2.0,2.0,0.0,0.0,0.0,0.07368,21182.43,2.0,10.106,0.28724,3.0
7520,82521,2067.327,0.0,2.0,2697.43,2.0,1.0,0.16,0.0,3.0,0.5,1.0,0.0,0.07948,24826.14,0.0,72.709,0.25952,1.0
7521,82522,2394.149,0.0,2.0,3653.393,2.0,1.0,0.24,0.0,3.0,0.0,0.0,0.0,0.05644,27013.99,0.0,6.937,0.25216,3.0
7523,82523,1620.992,0.0,2.0,1956.836,0.0,1.5,0.26,0.0,2.0,0.0,1.0,0.0,0.0906,18795.87,0.0,60.467,0.27676,2.5
7525,82524,1724.535,0.0,2.0,2510.097,2.0,2.0,0.2,0.0,2.5,0.5,0.0,0.0,0.0804,18934.93,0.0,6.917,0.3128,2.0
8222,82525,2049.587,0.0,1.0,2996.584,3.0,2.0,0.26,0.0,2.5,0.5,0.0,0.0,0.07804,24631.93,1.0,2.564,0.301,3.0
8227,82526,1668.889,0.0,2.0,1840.462,2.0,1.5,0.19,0.0,2.0,1.0,0.0,0.0,0.07252,16585.83,0.0,39.498,0.26576,3.0
8230,82527,1951.003,0.0,2.0,3525.186,3.0,2.0,0.3,0.0,3.0,2.0,0.0,0.0,0.07952,23072.49,2.0,7.308,0.29932,3.0
8231,82528,2243.659,0.0,2.0,3573.974,3.0,2.0,0.31,0.0,3.0,1.0,0.0,0.0,0.0668,25049.02,0.0,1.143,0.28748,4.0
8233,82529,1593.663,0.0,0.0,2098.92,2.0,3.0,0.2,0.0,2.5,0.0,0.0,0.0,0.0944,17919.27,2.0,3.792,0.338,3.0
8235,82530,2559.416,0.0,0.0,4856.352,0.0,2.0,0.24,1.0,3.0,0.0,0.0,0.0,0.06728,33451.98,2.0,14.763,0.30344,2.0
8236,82531,2062.535,0.0,2.0,3002.184,2.0,3.0,0.16,0.0,3.0,1.0,0.0,0.0,0.07056,23704.94,0.0,8.311,0.30332,2.0
8240,82532,2303.863,0.0,0.0,4066.627,2.0,2.0,0.28,1.0,3.0,0.0,0.0,0.0,0.06176,23401.14,2.0,52.827,0.26128,2.0
8241,82533,2021.054,0.0,2.0,2635.334,2.0,3.0,0.25,0.0,2.0,1.0,0.0,0.0,0.06712,21009.72,2.0,12.73,0.2398,1.0
8243,82534,,0.0,0.0,,4.0,0.0,,0.0,2.0,0.0,0.0,0.0,,,0.0,,,0.0
8247,82535,2553.74,0.0,2.0,4654.158,4.0,3.0,0.3,0.0,2.5,1.0,0.0,0.0,0.07136,35091.77,0.0,4.625,0.29588,3.0
8249,82536,2055.631,0.0,2.0,2776.279,2.0,2.0,0.33,0.0,2.0,1.0,0.0,0.0,0.06496,21907.01,0.0,24.343,0.2324,3.0
8256,82537,1685.023,0.0,2.0,2254.609,4.0,1.0,0.21,0.0,3.0,1.0,0.0,0.0,0.0848,17662.87,0.0,23.808,0.3086,1.0
8259,82538,1958.573,0.0,2.0,2136.468,2.0,1.0,0.23,0.0,2.5,1.0,1.0,0.0,0.0818,24374.38,0.0,21.544,0.2502,3.0
8283,82539,2360.59,0.0,2.0,3200.588,4.0,2.0,0.26,0.0,2.5,1.0,0.0,0.0,0.08944,26423.62,0.0,11.772,0.26836,3.0
8284,82540,1651.36,0.0,2.0,2256.61,2.0,2.0,0.22,0.0,2.5,0.5,0.0,0.0,0.08324,17172.73,0.0,30.496,0.2744,2.0
8285,82541,1838.654,3.0,2.0,2338.566,2.0,2.0,0.2,0.0,3.0,1.0,0.0,0.0,0.0732,19864.36,0.0,29.15,0.27296,2.0
8290,82542,1892.814,0.0,2.0,2036.613,1.0,0.5,0.17,0.0,3.0,1.0,0.0,0.0,0.0706,19339.42,0.0,61.854,0.27556,1.0
8297,82543,1844.29,0.0,2.0,2418.881,2.0,3.0,0.22,0.0,2.5,2.0,0.0,,0.073,19368.2,0.0,30.11,0.26292,2.0
8306,82544,1930.818,0.0,2.0,3517.507,2.0,3.0,0.27,0.0,2.5,1.0,0.0,0.0,0.08956,25997.63,0.0,13.115,0.31012,3.0
8307,82545,2027.586,0.0,0.0,3030.086,4.0,1.0,0.27,0.0,3.0,0.0,0.0,0.0,0.07028,21469.69,0.0,9.031,0.25816,3.0
8311,82546,1929.78,0.0,1.0,2822.254,0.0,0.5,0.2,0.0,2.5,0.0,0.0,0.0,0.07116,20230.81,1.0,11.875,0.27244,2.0
8312,82547,2025.536,0.0,0.0,3047.423,2.0,2.0,0.2,0.0,3.0,0.0,0.0,0.0,0.06664,21126.71,0.0,27.026,0.27036,2.5
8334,82548,1956.835,0.0,0.0,2383.62,2.0,2.0,0.27,0.0,3.0,0.0,1.0,0.0,0.0942,25554.07,0.0,4.805,0.32124,2.0
8335,82549,1901.376,0.0,0.0,2819.494,2.0,2.0,0.29,0.0,2.5,0.0,0.0,0.0,0.0732,20564.89,0.0,9.497,0.31032,3.0
8343,82550,2057.713,0.0,0.0,2660.632,2.0,2.0,0.23,0.0,3.0,0.0,0.0,0.0,0.0682,22242.94,1.0,4.808,0.2626,3.0
8351,82551,1551.907,0.0,0.0,1547.24,0.0,1.0,0.23,0.0,3.0,0.0,1.0,0.0,0.10284,19192.03,1.0,6.066,0.27896,4.0
8354,82552,1825.339,0.0,0.0,2835.229,0.0,0.5,0.17,0.0,3.0,0.0,0.0,0.0,0.0766,20275.2,0.0,5.68,0.2862,1.5
8365,82553,1312.138,0.0,0.0,1653.141,4.0,1.0,0.19,0.0,2.5,0.0,0.0,0.0,0.09492,11325.33,0.0,49.482,0.3418,1.0
8366,82554,1609.599,0.0,0.0,1981.505,4.0,2.0,0.27,0.0,3.0,0.0,0.0,0.0,0.07804,15909.8,0.0,43.796,0.28124,3.0
8369,82555,2202.534,0.0,0.0,4383.872,4.0,2.0,0.26,0.0,2.5,0.0,0.0,0.0,0.07428,27677.18,1.0,9.678,0.30772,4.0
8386,82556,2131.932,0.0,0.0,3047.422,4.0,2.0,0.2,0.0,2.5,0.0,0.0,0.0,0.07816,25360.1,2.0,27.275,0.28232,2.0
8420,82557,2334.442,0.0,0.0,3478.308,2.0,3.0,0.2,2.0,3.0,0.0,0.0,0.0,0.06504,27923.3,2.0,2.187,0.26684,2.0
8424,82558,1539.173,1.0,0.0,2210.277,2.0,1.0,0.21,0.0,3.0,0.0,0.0,0.0,0.08416,15037.94,0.0,21.236,0.31856,2.5
9057,82559,1806.993,0.0,0.0,2363.031,0.0,3.0,0.24,0.0,3.0,0.0,0.0,0.0,0.0704,17461.84,0.0,9.806,0.27944,2.0
9058,82560,2213.388,0.0,0.0,3588.628,2.0,3.0,0.36,2.0,2.5,0.0,0.0,0.0,0.074,27987.8,2.0,8.633,0.30308,3.0
9104,82561,2290.375,0.0,0.0,3406.618,0.0,2.0,0.23,0.0,2.0,0.0,0.0,0.0,0.0884,34344.41,0.0,4.996,0.30868,1.5
9323,82562,2389.345,0.0,0.0,4392.399,2.0,2.0,0.2,0.0,3.0,0.0,0.0,0.0,0.06288,28987.62,2.0,2.802,0.30636,2.0
9332,82563,1806.502,0.0,0.0,2633.04,0.0,2.0,0.24,0.0,2.5,2.0,0.0,0.0,0.08004,21063.13,2.0,33.888,0.28572,2.0
9336,82564,2491.356,0.0,0.0,2624.016,0.0,0.5,0.26,0.0,3.0,0.0,1.0,0.0,0.05832,28545.11,2.0,31.582,0.18652,3.0
9339,82565,1975.704,0.0,0.0,3255.36,0.0,1.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0802,24043.64,0.0,11.05,0.29608,2.0
9343,82566,2248.369,0.0,2.0,2569.899,0.0,3.0,0.21,0.0,3.0,1.0,1.0,0.0,0.08108,31394.53,2.0,24.74,0.25072,3.0
9352,82567,2336.607,0.0,0.0,3633.822,0.0,3.0,0.23,0.0,3.0,0.0,0.0,0.0,0.07355,27516.35,0.0,5.2,0.28027,2.0
9353,82568,2437.414,,,4192.287,0.0,3.0,0.29,,3.0,,0.0,0.0,0.0654,29400.43,,6.411,0.26008,2.5
9363,82569,1957.722,0.0,0.0,2743.883,0.0,3.0,0.26,0.0,2.0,0.0,0.0,0.0,0.08092,23479.98,0.0,13.319,0.26744,2.0
9369,82570,1849.478,0.0,0.0,2690.713,2.0,2.0,0.26,0.0,2.5,0.0,0.0,0.0,0.09084,23505.41,0.0,21.784,0.29244,2.5
9371,82571,2003.5,0.0,0.0,3686.153,2.0,3.0,0.28,0.0,3.0,1.0,0.0,0.0,0.07876,25550.26,1.0,9.107,0.29832,3.0
9380,82572,2237.741,0.0,0.0,3719.176,4.0,3.0,0.22,1.0,3.0,0.0,0.0,0.0,0.07344,26373.1,2.0,4.325,0.29436,3.0
9381,82573,1924.926,0.0,0.0,2869.615,2.0,2.0,0.24,0.0,3.0,0.0,0.0,0.0,0.0808,23651.41,2.0,13.378,0.29392,2.0
9382,82574,1157.795,0.0,0.0,1722.744,2.0,2.0,0.24,0.0,3.0,0.0,0.0,0.0,0.0913,9119.97,2.0,8.474,0.302,2.5
9383,82575,2508.07,0.0,0.0,2756.829,2.0,3.0,0.28,0.0,3.0,0.0,1.0,0.0,0.06204,30337.83,2.0,33.888,0.21292,3.0
9386,82576,1470.583,0.0,0.0,1715.835,0.0,2.0,0.21,0.0,2.5,0.0,0.0,0.0,0.0902,14663.4,2.0,7.953,0.2724,3.0
9388,82577,1982.684,0.0,2.0,2734.607,2.0,3.0,0.16,0.0,2.5,1.0,0.0,0.0,0.08116,24742.21,0.0,34.781,0.27388,2.5
9390,82578,1733.205,0.0,0.0,2042.432,2.0,0.5,0.2,1.0,3.0,0.0,0.0,0.0,0.08968,21035.27,2.0,18.952,0.27608,1.0
9391,82579,1780.368,0.0,0.0,1464.223,2.0,2.0,0.17,0.0,3.0,0.0,0.0,0.0,0.07596,18244.45,0.0,5.335,0.24416,2.5
9392,82580,1408.807,0.0,0.0,1495.405,2.0,1.0,0.41,2.0,3.0,0.0,0.0,0.0,0.0818,12215.22,2.0,6.804,0.27072,1.0
9399,82581,1209.405,0.0,0.0,1293.64,0.0,2.0,0.23,0.0,2.5,0.0,1.0,0.0,0.12064,13520.23,0.0,0.997,0.4266,4.0
9402,82582,1785.166,0.0,0.0,3152.498,2.0,2.0,0.22,0.0,3.0,0.0,0.0,0.0,0.10544,19907.82,0.0,2.758,0.31104,3.0
9404,82583,2023.24,0.0,0.0,2615.164,0.0,3.0,0.28,0.0,2.5,0.0,0.0,0.0,0.07212,22420.74,0.0,4.057,0.27892,2.5
9405,82584,2089.455,0.0,0.0,3175.251,0.0,2.0,0.29,0.0,2.5,0.0,0.0,0.0,0.07828,26221.89,2.0,3.884,0.2874,4.0
9407,82585,2150.433,0.0,0.0,2114.303,2.0,1.0,0.25,0.0,3.0,0.0,1.0,0.0,0.07268,26175.65,0.0,7.306,0.22088,3.0
9408,82586,2356.068,0.0,0.0,3847.962,2.0,2.0,0.21,0.0,3.0,0.0,0.0,0.0,0.08528,36406.49,0.0,8.566,0.31992,2.5
9409,82587,2129.378,0.0,0.0,3454.668,0.0,3.0,0.21,0.0,3.0,0.0,0.0,0.0,0.07736,27362.87,0.0,10.564,0.28684,3.0
9412,82588,1876.629,0.0,0.0,2410.45,0.0,2.0,0.16,0.0,2.5,0.0,0.0,0.0,0.07584,20157.06,0.0,7.634,0.26148,2.5
9413,82589,2269.827,0.0,2.0,2802.07,0.0,0.5,0.17,0.0,3.0,1.0,0.0,0.0,0.06144,24656.32,2.0,2.56,0.239,2.5
9416,82590,2070.931,0.0,1.0,2428.445,0.0,2.0,0.25,0.0,3.0,0.0,1.0,0.0,0.08316,26726.84,2.0,12.983,0.27004,3.0
9421,82591,2069.463,0.0,0.0,2383.964,0.0,0.5,0.28,0.0,3.0,0.0,1.0,0.0,0.09404,29427.95,0.0,1.725,0.27672,2.0
9427,82592,1840.967,0.0,0.0,2130.773,0.0,1.0,0.23,0.0,3.0,0.0,1.0,0.0,0.0758,20067.0,0.0,119.337,0.2276,2.0
9433,82593,2551.615,0.0,0.0,4050.465,0.0,3.0,0.34,0.0,2.5,0.0,0.0,0.0,0.0784,38896.39,0.0,0.656,0.31388,2.0
9436,82594,2024.199,0.0,0.0,2306.895,0.0,0.5,0.19,0.0,3.0,0.0,1.0,0.0,0.08192,25953.47,0.0,16.039,0.25788,2.5
9450,82595,2201.31,0.0,0.0,2662.368,0.0,0.5,0.19,0.0,3.0,0.0,1.0,0.0,0.07572,28863.12,0.0,32.301,0.26412,2.5
9451,82596,1812.73,0.0,0.0,1992.561,0.0,2.0,0.27,0.0,3.0,0.0,1.0,0.0,0.09252,22895.85,0.0,22.837,0.27792,3.0
9452,82597,1937.21,0.0,2.0,2974.778,0.0,1.0,0.23,0.0,3.0,2.0,0.0,0.0,0.06708,19716.5,0.0,7.229,0.24408,3.0
9453,82598,1867.382,0.0,0.0,2467.248,2.0,3.0,0.23,0.0,2.5,3.0,0.0,0.0,0.07624,20248.26,2.0,20.951,0.244,4.0
9455,82599,2302.661,0.0,0.0,2679.687,0.0,3.0,0.24,0.0,3.0,0.0,1.0,0.0,0.06376,25991.27,0.0,17.477,0.2014,3.0
9471,82600,1777.194,0.0,0.0,2335.171,2.0,2.0,0.26,0.0,3.0,0.0,1.0,0.0,0.12988,31964.9,0.0,69.261,0.37236,3.0
9476,82601,2050.787,0.0,0.0,3279.663,2.0,3.0,0.26,0.0,2.0,0.0,0.0,0.0,0.08128,25348.19,0.0,0.379,0.3188,3.0
