species,phenotype_id,name,doi,study,scoring,source,type,growth_conditions,integration_date,number_replicates,to_term,to_name,to_definition,to_comment,to_source_acronym,to_source_name,to_source_url,eo_term,eo_name,eo_definition,eo_comment,eo_source_acronym,eo_source_name,eo_source_url,uo_term,uo_name,uo_definition,uo_comment,uo_source_acronym,uo_source_name,uo_source_url,num_values
Arabidopsis thaliana (NCBI: 3702),142,Mature cell length,10.21958/phenotype:142,Mejion,The cell length of fully elongated cells (mature-cell length) was measured in the cortex tissue layer,,,,2016-07-04T11:35:18.755000Z,0,TO:0002687,cell elongation trait,"""An assay to determine the variation in the length of the plant cell due to cell growth and elongation."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,,,,,,,,UO:0000017,micrometer,"""A length unit which is equal to one millionth of a meter or 10^[-6] m."" [NIST:NIST]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),143,Meristem zone length,10.21958/phenotype:143,Mejion,The size of the meristem was measured from the quiescent center to the onset of the rapid longitudinal cell expansion in the cortex tissue (meristem zone length),,,,2016-07-04T11:35:18.764000Z,0,TO:0002687,cell elongation trait,"""An assay to determine the variation in the length of the plant cell due to cell growth and elongation."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,,,,,,,,UO:0000017,micrometer,"""A length unit which is equal to one millionth of a meter or 10^[-6] m."" [NIST:NIST]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
