,Unnamed: 0,accession_id,phenotype_value
0,0,1,98.86297165656224
1,1,2,447.91140544876345
2,2,4,-97.7868528341658
3,3,6,10.171076450340902
4,4,7,-130.63748471562369
5,5,8,-95.30010227735346
6,6,9,-52.56730568405472
7,7,12,-82.08159537528395
8,8,23,3.986923618025125
9,9,32,-11.859766795817066
10,10,45,-101.64820397170882
11,11,51,-78.12304607079022
12,12,60,-69.099794062542
13,13,62,39.62206123695388
14,14,66,-134.34072970228132
15,15,69,-105.95081941903466
16,16,74,-106.21997332239305
17,17,79,-114.0215763660726
18,18,80,-26.087000637076795
19,19,81,-66.36870724788045
20,20,83,-34.54090779629209
21,21,84,57.94605606583988
22,22,85,239.8652992470556
23,23,86,-60.63577354593296
24,24,87,44.01020695795592
25,25,88,-166.1558155186173
26,26,89,-62.2082067699232
27,27,91,-97.19788523576692
28,28,94,104.97571357338572
29,29,96,-175.60008276702007
30,30,104,-77.13312093834398
31,31,106,12.39704333786914
32,32,116,-60.53987810793234
33,33,121,-179.62970460715758
34,34,122,-110.20512578710589
35,35,126,-161.06092599277687
36,36,137,-110.84843230942208
37,37,146,-85.56310592250485
38,38,148,49.16883932572095
39,39,149,-96.18258946864744
40,40,151,-59.49820870966711
41,41,153,-52.53427182890329
42,42,157,-109.79650780138334
43,43,159,-63.97303917074888
44,44,160,34.90894124805824
45,45,163,-81.20024785240622
46,46,165,-115.15072426307457
47,47,166,-129.95021669718807
48,48,167,-152.21710422102214
49,49,169,-34.29757675853002
50,50,170,163.85242281545268
51,51,173,-55.91276723857158
52,52,174,-126.865340654975
53,53,175,-57.70609633951268
54,54,178,-128.74245286718627
55,55,179,-86.30819588982258
56,56,183,-163.0218563132272
57,57,184,48.09379671636087
58,58,185,-123.64474431366708
59,59,187,-43.3886974789003
60,60,188,-19.618101044938697
61,61,190,-129.26065146439498
62,62,191,-84.98532318880824
63,63,194,-177.2546050209136
64,64,196,-65.31657951060836
65,65,198,-125.31638239612325
66,66,200,-19.50680316129387
67,67,202,-64.69367649122056
68,68,203,-23.68969921054984
69,69,204,-73.66947311942309
70,70,205,-37.268511143985705
71,71,206,-82.55084285661513
72,72,207,-31.755119866202108
73,73,208,-111.43957139293936
74,74,210,-153.79102088241746
75,75,212,-76.61565207678723
76,76,213,-118.2454540256822
77,77,214,-48.15184543324583
78,78,215,-82.98562291465088
79,79,216,-87.16339982189349
80,80,217,-117.82464027372544
81,81,219,-46.4217838430625
82,82,222,-126.31484114439796
83,83,223,-135.9070342701591
84,84,224,-110.17947080588068
85,85,230,-88.43939430008143
86,86,231,-89.9861996299968
87,87,236,-128.8518885397836
88,88,252,-91.45755323620912
89,89,262,51.86400622403347
90,90,263,-53.4727705742269
91,91,267,-23.72738123629872
92,92,269,0.3765828186781871
93,93,273,-89.42457687952096
94,94,282,-109.21131893805398
95,95,287,-82.84261216303081
96,96,288,-63.62246268394554
97,97,295,-56.936083178811046
98,98,296,-47.09656057552625
99,99,314,-97.1959383751332
100,100,318,-29.96674844699204
101,101,320,-56.34533812578976
102,102,321,-65.5921695771128
103,103,323,-86.03942871146369
104,104,326,-22.24651313289509
105,105,327,-162.1405755404457
106,106,328,-121.2874750389626
107,107,332,-95.94692993059986
108,108,334,-127.00038449630244
109,109,338,-76.13572477434289
110,110,339,-38.9323744501472
111,111,340,-85.79149423245157
112,112,341,-80.11066042990201
113,113,346,-1.3577270424828431
114,114,347,-55.37378427280182
115,115,348,-131.77781815155186
116,116,349,-72.99483843696716
117,117,355,-82.08225494914937
118,118,357,-31.538223426881128
119,119,359,-77.78370152986645
120,120,361,-60.77491854989683
121,121,363,-45.77048530478803
122,122,364,-122.53808970450672
123,123,366,-10.35833561867726
124,124,367,-2.0756808027724243
125,125,368,-88.10230290427566
126,126,369,-126.025512440315
127,127,371,11.355589855348615
128,128,372,-146.27406745247404
129,129,374,-211.56455067438628
130,130,375,-125.98424584110562
131,131,377,-52.79099871868596
132,132,378,-57.442602627053525
133,133,379,-42.01832324403378
134,134,380,-82.3137745323925
135,135,383,-8.507414118114426
136,136,385,-43.39654450937765
137,137,386,-107.24969007191976
138,138,387,-194.54261517484983
139,139,389,-142.49530243292637
140,140,390,-11.657679865993533
141,141,391,-102.47685316477272
142,142,392,-70.1212464550301
143,143,393,-68.84624696674597
144,144,396,-128.38018825425945
145,145,397,13.15104073562162
146,146,466,-2.563203317454243
147,147,992,-78.2716048756487
148,148,996,-80.45607595533734
149,149,998,-116.2410635690827
150,150,1026,-68.96264737657464
151,151,1061,61.87511798474159
152,152,1062,-176.88442654866265
153,153,1063,-97.29263655595872
154,154,1064,-95.13237831538456
155,155,1068,-128.81875902376908
156,156,1070,-23.18929446984762
157,157,1072,18.65111757293496
158,158,1073,99.24497245266748
159,159,1075,-81.38417708105344
160,160,1158,-28.522920196842566
161,161,1163,-11.681082105220751
162,162,1166,-37.54732624534408
163,163,1169,-56.909023869810255
164,164,1247,4.705871489821624
165,165,1254,-30.903267997890858
166,166,1256,7.3210339465811645
167,167,1257,-87.61913707030963
168,168,1312,-34.94126605418362
169,169,1313,-24.276654760140318
170,170,1317,18.26362491822803
171,171,1318,13.024324936681538
172,172,1360,-61.76387666143252
173,173,1362,126.05165393467762
174,174,1363,-58.37113047804316
175,175,1366,183.56738171181811
176,176,1374,48.64248869019165
177,177,1391,280.9198265880747
178,178,1404,-13.689653017691626
179,179,1435,-135.71647336174996
180,180,1552,-100.3457076109962
181,181,1585,-8.695526215322548
182,182,4632,-213.2592894146872
183,183,4675,-112.31495975329648
184,184,4757,-96.51903522675916
185,185,4820,45.54847293583623
186,186,4827,-160.32175768733464
187,187,4879,-143.07172688604678
188,188,4927,10.630960480601738
189,189,4935,-108.66410667536002
190,190,5106,-5.400125241223343
191,191,5141,114.0046453605937
192,192,5145,33.449680921984495
193,193,5146,-73.94014384190183
194,194,5175,-28.766800739779494
195,195,5282,72.14116324220872
196,196,5292,-58.67254671022823
197,197,5310,-102.5253461182468
198,198,5322,-109.35624987212653
199,199,5335,-110.23638313603368
200,200,5337,-125.11152373572774
201,201,5350,-90.18254942188555
202,202,5364,-38.46001393826696
203,203,5373,-85.96377436996443
204,204,5377,-118.58148382900832
205,205,5394,-23.34856034640137
206,206,5398,108.78680934041144
207,207,5444,-106.2901797929282
208,208,5450,-18.001591223415065
209,209,5466,-141.16193780386837
210,210,5536,84.3206350904544
211,211,5582,-91.36446968725129
212,212,5645,41.87140287029782
213,213,5678,-114.36558252677048
214,214,5708,431.3252563675111
215,215,5709,123.50559820365416
216,216,5710,27.634812915260984
217,217,5711,160.21088256389444
218,218,5713,67.48728427159828
219,219,5715,-233.94967695031517
220,220,5716,-71.80200331902911
221,221,5717,-82.62315990412594
222,222,5720,-42.28995193968756
223,223,5721,-143.68711781152354
224,224,5722,-99.44760306503989
225,225,5723,-156.267613349668
226,226,5724,-166.53206774244725
227,227,5733,-7.471686068200831
228,228,5735,-125.92240364457834
229,229,5737,99.10817296530809
230,230,5738,22.241542870599737
231,231,5741,-9.180826535682405
232,232,5742,-76.67580834962746
233,233,5744,-86.69984236595666
234,234,5746,-139.20735075601644
235,235,5749,-76.66865365010975
236,236,5751,-41.80628635298952
237,237,5756,-109.70832748732924
238,238,5759,-113.36470322417766
239,239,5762,-74.51394848889883
240,240,5767,-127.91325018441914
241,241,5769,-158.22750553744058
242,242,5770,-110.49781425745226
243,243,5772,-146.13878069830577
244,244,5774,-49.74612336768227
245,245,5777,-8.109542495633669
