,Unnamed: 0,accession_id,phenotype_value
0,0,1,-8.184836774122735
1,1,2,-12.81269728278675
2,2,4,-10.783206541692524
3,3,6,-12.816660434112396
4,4,7,-12.816660434112396
5,5,8,-12.818642009775216
6,6,9,20.183071747243307
7,7,12,-10.789876311535764
8,8,23,-10.798213523839808
9,9,32,-14.47906715986528
10,10,45,-12.854310371706024
11,11,51,-10.821557718291132
12,12,60,-8.222817962043619
13,13,62,-14.512578793639198
14,14,66,-16.99184932198588
15,15,69,-15.867380452352888
16,16,74,-10.841567027820838
17,17,79,-14.53045166498529
18,18,80,-10.846569355203265
19,19,81,-12.88997873363683
20,20,83,-8.236744397614611
21,21,84,-14.537153991740071
22,22,85,-12.893941884962478
23,23,86,-10.85157168258569
24,24,87,-12.8959234606253
25,25,88,-14.541622209576596
26,26,89,-10.853239125046498
27,27,91,-14.543856318494852
28,28,94,-10.858241452428924
29,29,96,-15.901562061096278
30,30,104,-15.91132823502296
31,31,106,-8.251936872782965
32,32,116,-8.25826707076978
33,33,121,-14.577367952268776
34,34,122,-12.931591822556108
35,35,126,-15.938185213321342
36,36,137,-12.945462852195869
37,37,146,-8.277257664730223
38,38,148,-10.903262398870766
39,39,149,-10.903262398870766
40,40,151,-12.959333881835628
41,41,153,-10.90659728379238
42,42,157,-10.909932168714
43,43,159,-10.911599611174807
44,44,160,-8.286119941911764
45,45,163,-12.971223335812562
46,46,165,-15.984574539473089
47,47,166,-14.628752457388783
48,48,167,-14.628752457388783
49,49,169,-8.291184100301214
50,50,170,-8.292450139898577
51,51,173,-8.293716179495942
52,52,174,-12.983112789789498
53,53,175,-10.92493915086128
54,54,178,-16.001665343844792
55,55,179,-8.297514298288029
56,56,183,-16.00654843080813
57,57,184,-10.933276363165325
58,58,185,-14.648859437653137
59,59,187,-12.995002243766436
60,60,188,-12.996983819429254
61,61,190,-1.6978904360855271
62,62,191,-12.998965395092078
63,63,194,-16.02119769169816
64,64,196,-13.004910122080544
65,65,198,-14.664498200080969
66,66,200,-10.946615902851793
67,67,202,-13.010854849069014
68,68,203,-8.312706773456382
69,69,204,-8.313972813053747
70,70,205,-10.94995078777341
71,71,206,-10.95161823023422
72,72,207,-10.95161823023422
73,73,208,-16.038288496069857
74,74,210,-14.677902853590536
75,75,212,-13.020762727383127
76,76,213,-10.956620557616644
77,77,214,-8.32030301104056
78,78,215,-8.32030301104056
79,79,216,-10.959955442538265
80,80,217,-10.959955442538265
81,81,219,-10.961622884999072
82,82,222,-13.03067060569724
83,83,223,-13.03067060569724
84,84,224,-10.966625212381498
85,85,230,-8.330431327819465
86,86,231,-8.330431327819465
87,87,236,-6.870791487671515
88,88,252,-8.344357763390455
89,89,262,-8.35068796137727
90,90,263,-8.35068796137727
91,91,267,-11.001641504058483
92,92,269,-8.354486080169359
93,93,273,-11.006643831440911
94,94,282,-11.014981043744957
95,95,287,-8.365880436545625
96,96,288,-8.367146476142986
97,97,295,-8.370944594935077
98,98,296,-8.372210634532438
99,99,314,-11.041660123117897
100,100,318,-11.044995008039512
101,101,320,-8.387403109700795
102,102,321,-8.387403109700795
103,103,323,-11.048329892961132
104,104,326,-8.391201228492882
105,105,327,-13.133712540164016
106,106,328,-11.053332220343558
107,107,332,-11.056667105265172
108,108,334,-14.816417606522736
109,109,338,-8.39879746607706
110,110,339,-8.39879746607706
111,111,340,-8.400063505674423
112,112,341,-8.400063505674423
113,113,346,-5.883392087438732
114,114,347,-8.403861624466513
115,115,348,-14.83205636895056
116,116,349,-8.405127664063874
117,117,355,-16.216521170231832
118,118,357,-13.16343617510636
119,119,359,-8.411457862050689
120,120,361,-8.41272390164805
121,121,363,-8.413989941245415
122,122,364,-13.17136247775765
123,123,366,-8.416522020440139
124,124,367,-13.173344053420474
125,125,368,-11.086681069559736
126,126,369,-11.086681069559736
127,127,371,-8.419054099634865
128,128,372,-14.858865675969694
129,129,374,-16.240936605048542
130,130,375,-11.09168339694216
131,131,377,-14.863333893806216
132,132,378,-13.18523350739741
133,133,379,-13.18523350739741
134,134,380,-11.096685724324589
135,135,383,-13.189196658723056
136,136,385,-8.427916376816407
137,137,386,-13.193159810048698
138,138,387,-16.255585865938567
139,139,389,-14.876738547315783
140,140,390,-14.878972656234046
141,141,391,-11.105022936628629
142,142,392,-8.432980535205859
143,143,393,-8.432980535205859
144,144,396,-11.110025264011057
145,145,397,-8.435512614400583
146,146,466,178.25389421879032
147,147,992,-8.81279241441472
148,148,996,-8.815324493609447
149,149,998,-7.041114728681944
150,150,1026,-11.635269639165836
151,151,1061,-13.860950808419934
152,152,1062,164.86751065198348
153,153,1063,-11.665283603460397
154,154,1064,-13.86491395974558
155,155,1068,-13.868877111071225
156,156,1070,-8.862167958711874
157,157,1072,-11.673620815764442
158,158,1073,-8.863433998309239
159,159,1075,-11.67528825822525
160,160,1158,34.06589736211248
161,161,1163,243.91485278628812
162,162,1166,249.6191930999374
163,163,1169,-7.849417672860918
164,164,1247,-10.434589813468245
165,165,1254,-2.438502219912903
166,166,1256,-15.846341817841184
167,167,1257,-7.6118368668698
168,168,1312,1.60890003170858
169,169,1313,3.291592389564422
170,170,1317,-2.421565695608324
171,171,1318,-7.44984016897767
172,172,1360,121.57293173480984
173,173,1362,70.66861257441984
174,174,1363,-11.25997208284024
175,175,1366,-14.164131884831798
176,176,1374,1.4348555920669226
177,177,1391,-12.838910352748243
178,178,1404,-4.398214605473023
179,179,1435,-14.231505457367774
180,180,1552,85.25879915632508
181,181,1585,30.26576076856541
182,182,4632,-21.43898267752604
183,183,4675,-17.441658031140474
184,184,4757,-11.195478936651662
185,185,4820,-14.798407987320171
186,186,4827,-18.905902746561043
187,187,4879,-14.84676381868363
188,188,4927,-14.886782437743042
189,189,4935,-11.30815646081696
190,190,5106,-15.036852259215838
191,191,5141,35.53946482096615
192,192,5145,-15.068533665971204
193,193,5146,-11.442356658137424
194,194,5175,-15.093545302883337
195,195,5282,-18.04405703263857
196,196,5292,-11.534777548744913
197,197,5310,-15.206931390218337
198,198,5322,-11.553768142705357
199,199,5335,-11.561364380289533
200,200,5337,-15.228608142208854
201,201,5350,-15.240280239434512
202,202,5364,-18.12530163481429
203,203,5373,-13.165777806051272
204,204,5377,-15.261956991425029
205,205,5394,-11.59934556821042
206,206,5398,-11.601877647405146
207,207,5444,-15.318650035092528
208,208,5450,-15.323652362474956
209,209,5466,-20.549141090781177
210,210,5536,-11.689234379623183
211,211,5582,-11.71835329036253
212,212,5645,-18.402722227609456
213,213,5678,-11.77912319103595
214,214,5708,-15.538752439919293
215,215,5709,-15.538752439919293
216,216,5710,-15.540419882380098
217,217,5711,-15.540419882380098
218,218,5713,-11.800645864191118
219,219,5715,-22.75985770111004
220,220,5716,-15.545422209762528
221,221,5717,-11.803177943385844
222,222,5720,-9.104689468908637
223,223,5721,-18.47802210279672
224,224,5722,-11.806976062177933
225,225,5723,-18.480003678459543
226,226,5724,-18.48198525412237
227,227,5733,-11.813306260164744
228,228,5735,-15.560429191909805
229,229,5737,-11.815838339359471
230,230,5738,-15.563764076831426
231,231,5741,-11.818370418554196
232,232,5742,-18.28802546730491
233,233,5744,-11.820902497748923
234,234,5746,-18.50378258641341
235,235,5749,-11.82343457694365
236,236,5751,-15.57376873159628
237,237,5756,-9.9045099686071
238,238,5759,-2.1900645826028176
239,239,5762,-11.832296854125188
240,240,5767,-18.52359834304164
241,241,5769,-15.58877571374356
242,242,5770,-11.83736101251464
243,243,5772,-18.52954307003011
244,244,5774,-15.593778041125988
245,245,5777,-17.518046657596138
246,246,5780,-15.59878036850841
247,247,5781,-15.59878036850841
248,248,5782,-11.844957250098815
249,249,5784,-3.331681360402026
250,250,5787,-15.603782695890834
251,251,5788,-18.545395675332696
252,252,5789,-11.848755368890908
253,253,5792,-18.54935882665833
254,254,5793,-22.8550778968952
255,255,5795,-15.610452465734074
256,256,5798,-11.855085566877724
257,257,5799,-22.862402527340212
258,258,5802,-18.55926670497245
