,Unnamed: 0,accession_id,phenotype_value
0,0,1,-7.013278088124384
1,1,2,33.18313647891552
2,2,4,-10.755298270933508
3,3,6,-9.09242251101086
4,4,7,-22.429299575232044
5,5,8,-14.602343351245793
6,6,9,-22.444427065000507
7,7,12,-20.83857124403286
8,8,23,-20.90870244158636
9,9,32,-23.74451714982914
10,10,45,-20.96802716114528
11,11,51,-21.10506979473612
12,12,60,-18.48400553645604
13,13,62,-22.367194214977783
14,14,66,-24.3462178393646
15,15,69,-24.84925575174576
16,16,74,-21.27338466886449
17,17,79,-24.10965015377861
18,18,80,18.520062681307955
19,19,81,-16.6740094278718
20,20,83,6.65792777938668
21,21,84,-14.00012758166467
22,22,85,-21.00578411895492
23,23,86,-21.35754210592868
24,24,87,-16.910712993318505
25,25,88,-24.189026893767632
26,26,89,-21.37156834543938
27,27,91,-7.2723662855583555
28,28,94,-21.413647063971467
29,29,96,442.45973833170746
30,30,104,-21.556398469669222
31,31,106,-18.76560876864795
32,32,116,-18.82682686260271
33,33,121,-24.443032461732493
34,34,122,18.94218581888364
35,35,126,-25.32533135425018
36,36,137,-23.412586410182037
37,37,146,2.176979185396302
38,38,148,-21.792355530760304
39,39,149,-21.792355530760304
40,40,151,-23.518478838561258
41,41,153,-21.820408009781705
42,42,157,-21.84846048880309
43,43,159,-21.862486728313797
44,44,160,-19.096186476003677
45,45,163,-23.609243777172036
46,46,165,-25.637242955891047
47,47,166,-24.80816546568196
48,48,167,-20.98742049984467
49,49,169,-19.14516095116748
50,50,170,9.708029900106135
51,51,173,-19.169648188749377
52,52,174,-23.7000087157828
53,53,175,-21.97469664439938
54,54,178,-5.3342202611587375
55,55,179,-19.206379045122247
56,56,183,-20.61917699757549
57,57,184,-8.594936977440206
58,58,185,-24.9510435976622
59,59,187,-15.208544615567575
60,60,188,53.39581447148469
61,61,190,-22.086906560484955
62,62,191,-23.82102863393048
63,63,194,-25.883488957186422
64,64,196,-20.44818554973499
65,65,198,-25.0621710336468
66,66,200,-22.15703775803845
67,67,202,-23.91179357254126
68,68,203,-19.35330247061368
69,69,204,-19.365546089404624
70,70,205,0.7043152506252803
71,71,206,-8.81997794137214
72,72,207,-22.19911647657054
73,73,208,-21.109451549211563
74,74,210,-25.157423121633627
75,75,212,-23.98743102138357
76,76,213,-22.24119519510264
77,77,214,-19.4267641833594
78,78,215,-19.4267641833594
79,79,216,-22.269247674124028
80,80,217,-22.269247674124028
81,81,219,-22.283273913634726
82,82,222,-24.063068470225858
83,83,223,-24.063068470225858
84,84,224,-22.325352632166823
85,85,230,-19.52471313368701
86,86,231,-19.52471313368701
87,87,236,-22.40951006923101
88,88,252,-19.659392940387484
89,89,262,-19.72061103434225
90,90,263,-19.72061103434225
91,91,267,-3.898790416194857
92,92,269,-19.757341890715107
93,93,273,-16.389382774719813
94,94,282,-22.732113577977053
95,95,287,-19.86753445983368
96,96,288,-19.87977807862464
97,97,295,-19.91650893499749
98,98,296,-19.92875255378845
99,99,314,-22.956533410148225
100,100,318,-22.98458588916961
101,101,320,-20.075675979279872
102,102,321,-20.075675979279872
103,103,323,-23.012638368191013
104,104,326,-20.11240683565274
105,105,327,-24.84969793818586
106,106,328,-23.054717086723112
107,107,332,-23.0827695657445
108,108,334,-26.14169469749747
109,109,338,-20.18586854839846
110,110,339,-20.18586854839846
111,111,340,-20.1981121671894
112,112,341,-20.1981121671894
113,113,346,-20.56700060048394
114,114,347,-20.234843023562256
115,115,348,-26.25282213348208
116,116,349,-20.247086642353207
117,117,355,-27.19680096409523
118,118,357,-22.877679871672814
119,119,359,-20.30830473630797
120,120,361,-20.320548355098925
121,121,363,-20.332791973889883
122,122,364,-25.137120243786622
123,123,366,-20.357279211471788
124,124,367,-22.027137859975536
125,125,368,-23.33524187693706
126,126,369,-18.2655115084294
127,127,371,-3.9569500166987006
128,128,372,-26.443326309455728
129,129,374,-27.36096496495883
130,130,375,-23.37732059546916
131,131,377,-26.475077005451343
132,132,378,-18.309096917721018
133,133,379,-25.243012672165847
134,134,380,-23.419399314001247
135,135,383,-25.27326765170277
136,136,385,-20.46747178059036
137,137,386,-25.303522631239712
138,138,387,-27.459463365476974
139,139,389,-26.57032909343815
140,140,390,-21.47045915803127
141,141,391,-23.489530511554737
142,142,392,-20.516446255754165
143,143,393,-20.516446255754165
144,144,396,-23.531609230086826
145,145,397,-20.540933493336077
146,146,466,-24.022527612961248
147,147,992,-24.18953189303994
148,148,996,-24.21401913062185
149,149,998,-27.753507322806847
150,150,1026,391.7259489175093
151,151,1061,-30.40148668321118
152,152,1062,-31.920321368697945
153,153,1063,-28.202346987149163
154,154,1064,-30.431741662748088
155,155,1068,-30.461996642285012
156,156,1070,-11.9495916300513
157,157,1072,-28.27247818470266
158,158,1073,-24.67927664467805
159,159,1075,-28.28650442421336
160,160,1158,-25.205752252689017
161,161,1163,-25.23023949027092
162,162,1166,-25.25472672785282
163,163,1169,-28.945737681216144
164,164,1247,-31.80834323167805
165,165,1254,-31.86885319075192
166,166,1256,-33.46023012448492
167,167,1257,-31.883980680520377
168,168,1312,-29.95562692598638
169,169,1313,-32.30755039403728
170,170,1317,-32.33780537357422
171,171,1318,-35.10950580572069
172,172,1360,-35.45425020753424
173,173,1362,-34.30162356836852
174,174,1363,-32.68573763824883
175,175,1366,-32.715992617785744
176,176,1374,-26.52806308211189
177,177,1391,-34.52387844033773
178,178,1404,-34.63500587632237
179,179,1435,-33.23032726991343
180,180,1552,-35.80978162815986
181,181,1585,-20.286229435293112
182,182,4632,-62.31148074881894
183,183,4675,-57.73686069482076
184,184,4757,-47.23202245761273
185,185,4820,-54.55765102775018
186,186,4827,-55.64449976413927
187,187,4879,-54.96441197356041
188,188,4927,-46.20913550048335
189,189,4935,-48.3217045300075
190,190,5106,-56.563403277779976
191,191,5141,-64.29015593621946
192,192,5145,-56.82990182848322
193,193,5146,-49.61952812184848
194,194,5175,-57.04029542114368
195,195,5282,-38.328439184289074
196,196,5292,-50.51331229358802
197,197,5310,-57.99407970787114
198,198,5322,-50.69696657545231
199,199,5335,-50.77042828819802
200,200,5337,-58.17642082151022
201,201,5350,-58.274604498085054
202,202,5364,-54.78421888891607
203,203,5373,-58.42889313270275
204,204,5377,-58.45694561172413
205,205,5394,-51.13773685192661
206,206,5398,-51.162224089508506
207,207,5444,-58.93383775508783
208,208,5450,-58.97591647361997
209,209,5466,-66.87783765986138
210,210,5536,28.562835003790024
211,211,5582,-52.28863701827613
212,212,5645,-40.52725208098622
213,213,5678,-52.87633072024188
214,214,5708,-60.785301370499965
215,215,5709,-57.52152471410958
216,216,5710,-60.79932761001064
217,217,5711,-47.08854921856745
218,218,5713,-34.54050477149561
219,219,5715,-71.19275319553961
220,220,5716,-60.84140632854279
221,221,5717,-53.10895947726998
222,222,5720,-60.869458807564165
223,223,5721,-65.64853784372605
224,224,5722,-53.14569033364281
225,225,5723,-65.66366533349446
226,226,5724,-65.67879282326297
227,227,5733,-38.24934369454471
228,228,5735,-60.96764248413902
229,229,5737,-53.2313956651795
230,230,5738,-60.99569496316042
231,231,5741,-53.2558829027614
232,232,5742,-69.06863568355837
233,233,5744,-53.2803701403433
234,234,5746,-63.280042228089584
235,235,5749,-53.30485737792521
236,236,5751,-61.07985240022464
237,237,5756,-53.35383185308901
238,238,5759,-61.13595735826741
239,239,5762,-53.39056270946189
240,240,5767,-65.99647010840064
241,241,5769,-61.20608855582091
242,242,5770,-53.4395371846257
243,243,5772,-66.04185257770602
244,244,5774,-57.049722114443966
245,245,5777,-66.07210755724297
246,246,5780,-56.62033421122769
247,247,5781,-61.29024599288509
248,248,5782,-53.51299889737141
249,249,5784,-66.13261751631683
250,250,5787,-61.33232471141719
251,251,5788,-63.730810998112304
252,252,5789,-53.54972975374427
