accession_id,replicate_id,root length day004,root length day005,root length day006,root length day007,root length day001,root length day002,root length day003,root length day007 minusZn,root length day006 minusZn,root length day004 minusZn,root length day002 minusZn,root length day001 minusZn,root length day003 minusZn,root length day005 minusZn
7372,25842,641.4085455,772.5313333,942.5049167,1075.074333,177.2945,348.3511818,504.0618,968.6743333333,821.26,527.1543636364,266.6593636364,115.2909,398.4043333333,654.1486363636
7378,25843,323.131,344.0045,409.36075,496.26475,114.4597778,195.161,251.0184444,415.604125,368.8082,236.1137777778,160.857625,76.3144,187.9177272727,287.147125
7382,25844,747.1318182,941.4328182,1128.3005,1287.3096,255.5585455,439.3664545,608.8005,858.9761428571,729.528,529.660625,316.9396666667,146.9295,456.7121111111,602.3626666667
7384,25845,542.3297143,730.4873333,841.3565,910.7607778,142.1477143,303.0737143,426.29075,627.696625,578.4728571429,362.08775,151.7335555556,70.8326666667,235.1731111111,436.3882222222
7404,25846,596.7973636,761.8169,952.8901818,1090.559636,160.664625,322.6933636,448.3056,673.6833333333,562.0933333333,348.4185714286,187.042625,62.523,254.3223333333,465.65725
7418,25847,506.6313333,626.0687778,798.6995,899.7985714,128.9215,286.4781667,396.5288333,756.8238,666.9492,407.2747777778,176.497,97.379,268.151,540.8823333333
7424,25848,400.2094,535.8996667,676.5081111,819.9943333,108.6866667,184.1091667,306.031,634.3394,489.4856666667,298.5562857143,161.132,104.2646666667,242.702625,385.5444
7438,25849,423.43625,546.894625,687.8385,822.5472857,93.095,197.0557,327.0746667,555.4848,430.5482857143,264.898,129.9024,67.0416666667,230.9404,310.6944
7477,25850,480.1422727,616.4895455,797.8993636,952.287,53.89225,152.6692,285.9995,600.3677,539.6143333333,274.039,90.8415,54.042,158.7178888889,396.5151428571
7514,25851,567.8259,728.3731111,842.6418,1023.0794,112.7227,263.118,413.8085,947.475125,777.34625,475.1545714286,228.5904444444,116.86175,352.707625,604.1075714286
7515,25852,541.818,706.6225455,910.0579,1107.484556,88.34625,221.1168,366.6188,839.9265,658.051,427.0485,172.7807142857,86.5415,300.6004444444,555.995
7516,25853,516.5477143,755.2055,923.888875,1085.7395,107.984,192.1418571,337.1357778,614.7508,580.781375,350.632,129.4718888889,68.86975,218.8387272727,431.1354
7519,25854,468.548,640.3293333,697.775875,716.5773333,128.073,236.922,367.19825,642.5591111111,592.1978888889,356.960625,160.1617777778,69.952,274.699125,484.91725
7520,25855,527.6709091,649.4850909,791.838125,882.646125,131.2730909,284.0956364,414.4879091,763.5376363636,629.9823636364,402.0077,216.5042222222,103.0541,323.1002222222,496.6453636364
7521,25856,436.0414,480.4846667,609.1351429,675.496625,104.237,156.5008571,295.145,688.967875,607.1801428571,351.7668571429,162.16775,94.7126,265.9021666667,457.557
7522,25857,441.2315833,626.9201818,771.8372,852.4799,85.213,155.740125,271.0681667,656.6949,527.7478888889,262.6052857143,112.663,,131.8908333333,354.8732857143
7523,25858,491.2361111,588.113,720.816,778.7143333,126.74225,269.42125,288.6754,463.1058888889,430.441625,238.4841111111,125.5458,61.9846666667,181.582,373.0681428571
7524,25859,810.1696667,1031.342833,1314.1682,1567.021667,224.175,428.738,620.055,1063.3383333333,830.331125,485.9615,204.9525,89.2871666667,357.0962857143,655.104125
7525,25860,769.5415,909.6509091,1148.958667,1381.642444,175.007,359.0219091,540.2011818,640.6305714286,580.11,319.6605,141.546,54.3036666667,223.801625,419.945
8214,25861,395.242375,574.2047143,731.8112857,882.653125,86.09233333,192.7335,306.1585,991.71875,771.886375,503.0605555556,252.8522,107.2466666667,357.4763333333,655.4622857143
8233,25862,593.29225,713.9495,827.4482,949.0700909,131.1825,289.9947778,442.33325,606.2308333333,496.9635,342.8465,159.701,61.1386,236.2308571429,416.4858333333
8236,25863,559.8003333,730.1704,796.9472857,1017.596,128.4863333,237.89925,385.3128333,804.5292857143,690.4697777778,402.2022222222,228.6997142857,115.19275,294.111,514.5338
8240,25864,542.5525,678.218375,812.3861111,921.1815714,107.919625,237.2342222,346.5675,736.981,718.0836,361.4887142857,128.3757142857,60.2385,276.2764,552.432
8241,25865,483.7705,643.3216667,777.5868889,927.5974,138.1467143,243.9448889,358.3461818,509.096,496.5266666667,311.6548333333,167.4214285714,94.2584,289.3012,406.1606666667
8243,25866,646.8713636,834.5423,1092.3175,1317.807091,94.84409091,275.7303,451.0623636,722.9798888889,636.2937777778,400.5813333333,139.3205714286,65.8495,247.6006,469.6778181818
8245,25867,464.3700833,628.1916364,835.5639167,1027.997111,74.26228571,175.9390909,310.8031818,744.6095,590.7481666667,340.851,163.3773636364,70.1671111111,240.0348333333,461.9179166667
8249,25868,612.3614,744.777,855.5892222,1020.316727,129.6661,270.281,424.5455556,558.08375,506.895,321.9068888889,150.2562222222,97.6098,222.5503333333,397.796
8256,25869,343.6245,642.3386667,601.7383333,766.111,127.0815,229.299,341.2,734.6895,519.289,371.5252,240.60275,135.9071111111,304.1205,525.003
8258,25870,569.9864444,729.955125,938.7,1078.125,168.7313636,313.784,435.1476364,842.5077777778,709.9651111111,475.249125,241.5655555556,110.506,359.3047777778,602.671
8259,25871,621.123625,733.83175,954.0419,1078.719625,175.7723636,321.1316364,472.4818,837.609,684.5636363636,477.9527777778,248.1750909091,121.2851818182,369.5415555556,598.8378888889
8265,25872,297.804,420.40225,471.7205,689.38925,104.5073333,188.193,153.755,607.7298888889,554.6694285714,420.70675,172.2945,102.5905,218.84975,413.73925
8270,25873,564.5231,685.9912857,844.6661111,949.992,182.2700909,325.1958571,474.6847778,787.911125,575.458,504.09525,266.0167272727,132.8834166667,369.0110909091,595.6098
8271,25874,800.97025,926.8551429,1150.326875,1411.0245,125.71975,364.9633333,597.7499,1124.461,673.60575,635.797875,332.0328,139.61825,495.362,810.528
8284,25875,631.2031429,808.7411429,948.0438,1093.7838,145.4351818,280.327,461.8376667,1473.829,1265.0655,1138.164,373.697,187.9035,,
8285,25876,640.981125,871.648,1068.2022,1264.142667,156.3589,328.8243333,504.6024286,1314.6695,1065.4855,549.4815,231.782,119.113,392.179,760.198
8290,25877,545.348,723.641,896.4097143,1025.276111,180.2543,330.6885,428.8883333,893.9477272727,751.1948181818,497.1072,293.964,152.5301,366.5771818182,645.7067272727
8296,25878,557.0706667,760.7717778,969.359625,1101.597125,156.089875,296.712625,424.7699,1119.0389166667,993.7298888889,587.3544545455,289.0797777778,130.2152222222,426.0964,747.1978333333
8297,25879,476.86925,593.299,603.9866667,683.2886667,53.605,212.07575,326.8218,620.8853333333,399.8335,290.3915,119.03875,61.21325,216.1578888889,371.4766
8300,25880,576.4748,716.9565,929.4968,1077.170333,138.6658889,230.1825,348.745,1004.6087777778,796.39625,518.3495,247.8504,133.9386666667,383.77075,706.308
8306,25881,486.2805,605.8908571,800.7868,892.45,106.4186,225.215875,347.7228333,535.898875,427.973875,331.3775,171.4373333333,102.75175,253.6314444444,416.24925
8310,25882,627.4814286,901.731,1200.677375,1355.084571,194.3802857,354.517,442.3186667,980.1417777778,825.5876666667,529.202,235.2388571429,135.9347,396.6055555556,679.3215555556
8311,25883,492.2823333,644.5943333,672.0256,843.4094,115.4941429,261.7445714,337.735375,853.552625,705.5642222222,470.87575,237.145625,117.7173333333,337.1318888889,562.6421428571
8312,25884,572.1441667,711.3791667,902.6271429,1082.887571,136.1215455,299.8386667,437.5086667,783.6227142857,632.2205714286,378.1031428571,208.5923,126.5488571429,285.1335555556,544.737
8313,25885,558.1304286,649.010375,882.879625,1041.461667,153.0624444,324.4076667,444.66,724.920875,628.9498,397.2802857143,203.5722,106.0061428571,286.7563333333,587.3763333333
8314,25886,581.5667778,746.294,934.967,1087.0418,118.068,285.1474,416.383375,711.5106666667,624.7805,414.0106,218.1932,118.6471428571,318.43725,498.492
8323,25887,517.2001429,710.6053333,856.6445714,973.4731429,106.4122,154.1321429,292.5115,808.8806666667,670.887,413.4298888889,178.3522222222,97.439,283.54675,538.4926666667
8325,25888,527.5855455,634.3136,798.7714444,849.932,110.0395,274.6570909,389.78925,887.9262857143,720.6698571429,422.3335,212.9824285714,70.294,309.62925,583.519
8329,25889,397.965,512.3006667,655.6693333,821.569625,147.1266667,201.811,268.5654444,765.1786,659.0316,419.9752,212.7696,121.98675,305.1026,553.1818
8334,25890,394.6235,528.191,533.6263333,627.76175,114.7548,199.4751429,324.3956667,718.2856,640.8614444444,389.4586666667,181.8664444444,108.0998571429,289.611,510.4866666667
8337,25891,388.5735,457.8544,595.6808,695.9824,122.7195,210.2116667,334.567,785.2484285714,680.3834,427.4252857143,211.595375,,315.185,557.6277142857
8343,25892,406.88225,518.784,677.0135714,698.7424286,90.4498,204.718875,323.0755714,624.98175,517.6471428571,292.0875555556,134.8715,,233.2103333333,412.865
8348,25893,595.77,712.595,863.6505833,989.0858333,161.2976364,323.775,454.6038889,837.1768888889,722.8530909091,467.5239090909,257.2390909091,,358.7210909091,606.8609090909
8353,25894,319.51,379.883,525.9523333,669.233,,135.8406667,163.888,619.52425,496.3051666667,264.8602,143.6596,66.0986666667,192.545,374.0603333333
8354,25895,495.6566,629.3438182,754.343875,859.6095455,118.0201818,251.5504,379.8719091,644.73625,604.3982857143,381.2015714286,170.7731111111,,243.3799090909,454.9441428571
8365,25896,614.2882727,811.0900909,1026.224,1228.557,132.5054444,291.8848,449.2691818,977.8601111111,734.4758,456.993875,170.443625,111.4642,308.4705,602.8507777778
8366,25897,603.3673636,819.0015556,1007.903556,1148.844,96.2428,261.5149167,433.2393333,947.5565714286,695.264125,433.5445454545,188.7574545455,82.6275714286,305.8880833333,560.9035454545
8369,25898,497.1395,659.877,851.4045714,931.4286667,87.89366667,144.8652727,307.6895,641.8526666667,585.9778,326.1873333333,107.1223333333,,193.1744,388.0463333333
8374,25899,611.8032,899.3355,1129.010857,1333.171333,172.8091667,383.0163333,480.8183636,1098.7547142857,874.686,510.2212857143,270.7018,107.897,371.4356666667,678.8722857143
8378,25900,475.6088,642.6075556,864.3838571,1028.599857,107.0367778,199.4207,353.6149091,798.7416,658.6291428571,422.461,209.7453333333,107.020125,317.44875,556.958
8387,25901,594.9289,771.3265455,992.7993,1205.632273,142.598,290.1480909,438.0855455,957.5511,771.7064444444,424.3212222222,166.614,98.778,290.9862222222,574.678875
8388,25902,551.9654,706.4186,952.9642222,1137.7014,137.1575556,279.4294,397.9835,824.09025,697.6291,388.9153333333,207.1947777778,95.9298888889,265.273,522.0002857143
8395,25903,486.4782,619.7294545,793.1221,977.7424444,94.3689,215.4561818,335.5347,945.7273636364,781.426,486.4395,236.0210833333,108.9965454545,361.627,622.3205
8420,25904,414.9827143,599.6144,798.853,930.2992727,127.018,274.2473333,325.0263,565.97725,476.4897,349.2645,182.41,97.7785,279.8471666667,434.186
8430,25905,443.5129091,608.3364545,808.6602727,941.7314286,99.41275,201.280125,314.0915,722.2523333333,604.7938888889,375.7568571429,114.8878571429,70.57,248.2247142857,512.688375
9104,25906,588.1241667,704.3055,775.863375,852.60475,207.9347778,324.3725714,450.7121667,440.6447142857,348.591625,249.4636,138.2421666667,73.2673333333,188.1486666667,321.845
9165,25907,705.8687778,902.921,1083.119545,1278.201364,180.9315,328.9768,509.5320833,1017.56975,816.808,456.702,271.868,129.144,393.7822857143,698.5345
9302,25908,459.596,496.8271667,654.3616,793.382,83.5875,194.987,341.448,926.6472727273,793.6194444444,507.7631111111,238.0766363636,118.3925,365.3629090909,643.8958
9308,25909,417.9616667,553.7795556,704.714375,820.859375,111.2843333,167.5405714,295.9551429,583.696375,473.751,274.193,134.53,83.577,180.1543333333,365.8448
100000,25910,714.1058333,884.3613333,1079.9179,1273.349625,161.784,348.652,548.4539167,924.5646,798.375,441.0781111111,237.4760833333,111.849,346.7601818182,646.5074545455
