,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Random_Forest,SNPs,-,3,334224,0.10418457827415617,0.8029337663454044,0.8099970057878482,0.43348066800882673,0.8023126658872028,0.4051441308489484,0.08521587900419404,0.11420268008264757
1,Random_Forest,SNPs,-,5,334224,0.042794348150349285,0.8398263330154404,0.8267044732098161,0.41466233962944826,0.8151374919618898,0.4612650970082987,0.060015459503835494,0.0851578087745748
2,Random_Forest,SNPs,-,10,334224,0.1765266542710763,0.7905987545874712,0.884238389141889,0.33821280648985846,0.8158513735293783,0.5113707188760339,0.04399599506719324,0.06708662455680471
3,Random_Forest,SNPs,-,50,334224,0.37231770670120184,0.6928772123179174,0.9207992886315981,0.27988941807434387,0.5001893777549516,0.4173771232450536,0.02315504202063548,0.034584131747233814
4,Random_Forest,SNPs,-,100,334224,0.37676189242798486,0.6952968526202742,0.9236767644636719,0.27543751781739056,0.476371364538003,0.476600750481407,0.011135249102290702,0.02099289086347042
