,r2s,RMSEs,r2s_train,RMSEs_train,max_features,n_estimators,n_jobs,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,-0.1731882356740524,1.355839424185284,0.7987835010268178,0.43269184363404045,0.1,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
1,-0.07038296173295921,1.1692907033700695,0.7513729938983633,0.4900995841215678,0.1,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
2,-0.11163319823864626,1.1485825917746464,0.688305678510603,0.5511786825534435,0.7,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
3,0.09677045882381619,0.8183925421337089,0.7188560866666962,0.5376235848167518,0.5,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
4,0.07155203611031524,1.07127734468177,0.7316945480600847,0.5108583151217991,0.7,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
5,0.4510580930279515,0.7375721734681848,0.6904087040201858,0.5566411236840277,0.5,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
6,0.06881441367662944,0.7594044656871761,0.7060991271510579,0.552837438836543,0.1,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
7,-0.670498163215131,1.087389771970695,0.6764236713090666,0.5750398687416567,0.5,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
8,-0.6428583001055277,1.074397610851247,0.6946553363772536,0.5586751819546303,0.1,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
9,-0.6320120956744264,0.9899371090242204,0.7071501376875183,0.5515024700831282,0.7,3,-1,Random_Forest,SNPs,-,3,318434,-0.16123779530020305,1.0212083737147002,0.7163749784707647,0.5317148093547589,0.7369589989313093,0.38704109400691955,0.07150208587290667,0.08379260348995539
