,r2s,RMSEs,r2s_train,RMSEs_train,max_features,n_estimators,n_jobs,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.10436128117425014,0.9685249280773587,0.7015824101455548,0.5434299410306452,0.1,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
1,-0.6022202242701231,1.389710949986082,0.73207492422028,0.5070800636776337,0.7,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
2,0.06108386315470771,0.8820393948395355,0.7132936446053668,0.5405891156427147,0.7,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
3,-0.0886355761073474,0.9561607888959843,0.7424068314956513,0.5110897571506245,0.7,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
4,0.139147713989914,0.8808924564066176,0.7953588810007997,0.4516488311739635,0.1,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
5,-0.16885577165950982,0.944713660365065,0.7204227703580812,0.5310075154888766,0.1,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
6,-0.007935283733525145,0.9722141734878521,0.738623404263191,0.5111210568559097,0.5,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
7,0.2517887158433366,0.8991255749118193,0.7000860101133084,0.543522721442812,0.1,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
8,0.3039308673200548,0.9215475798990304,0.7376450451771543,0.5059320512235277,0.7,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
9,-0.23215114532994785,0.8516654419681469,0.7592146204876336,0.5015115220229023,0.1,3,-1,Random_Forest,SNPs,-,3,291903,-0.023948555961819006,0.9666594948837491,0.7340708541867021,0.514693257570961,0.5214466357580856,0.30218683392516,0.055911880662786816,0.05427980693951864
0,0.10493748383202561,0.9682133312181228,0.7380753498787741,0.5091192753003027,0.1,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
1,-0.2983906495841764,1.2510252184974686,0.809199647307103,0.4279169029228042,0.7,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
2,0.0178659400544956,0.9021109766402399,0.768916093215269,0.4853259215650258,0.7,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
3,-0.1639251532422843,0.9886719100822664,0.805268310700508,0.44437367423362323,0.1,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
4,0.13339144374311207,0.8838326860144591,0.8304656369433954,0.41108658927191416,0.7,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
5,0.0103561505430666,0.8692790184956299,0.8361797734909544,0.40647471038845584,0.5,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
6,0.4600647848218419,0.7115680682095769,0.8089038870256038,0.4370351330921874,0.5,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
7,0.3715382212503906,0.8240387967193912,0.7948594717213273,0.449515919331334,0.5,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
8,0.09668036674043623,1.0498138548816658,0.8164676226581992,0.4231593125797069,0.1,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
9,0.2547792612007531,0.662337735507668,0.8284292128980089,0.4233382698300313,0.7,5,-1,Random_Forest,SNPs,-,5,291903,0.0987297849359661,0.9110891596266488,0.8036765005839143,0.44173457085153855,0.44867599338742514,0.33051088743573714,0.059163045845021994,0.06397148225055452
0,0.10230447529533515,0.969636383709711,0.8451151894202009,0.39150360733946593,0.5,10,-1,Random_Forest,SNPs,-,10,291903,0.18274043599578335,0.8659674420519181,0.8527690145983222,0.38343891191537127,0.4378114704821616,0.3070566405106374,0.017479453351375306,0.028115821249590014
