,r2s,RMSEs,r2s_train,RMSEs_train,max_features,n_estimators,n_jobs,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.2706797079825476,1.0876765578227738,0.8296152516111466,0.3862081204045696,0.1,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
1,0.009809264035074428,0.8405663882473686,0.7691264674606175,0.4869648047532692,0.7,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
2,0.19160926670480494,0.8088315852123413,0.7852320823347196,0.46703745344431463,0.7,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
3,0.3764500950884341,0.8175192995058252,0.8733811075565838,0.3544237045112537,0.1,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
4,0.22425060043380496,0.9267881191772738,0.8373840890092802,0.4003303045444454,0.1,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
5,-1.696800520943874,0.9672820405607959,0.8441974888219088,0.40689692025923846,0.7,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
6,-3.8550305413625567,0.6436415337264518,0.7887664353698336,0.47760228114499437,0.1,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
7,0.29781124914194756,0.9830402213056622,0.8347572627305606,0.3961938458101248,0.7,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
8,-0.06525756030472807,1.104230638667408,0.8542081923032543,0.3783366085111683,0.5,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
9,0.6533040824435727,0.534555323095873,0.8714333544851335,0.3618626306159515,0.1,3,-1,Random_Forest,SNPs,-,3,331112,-0.35931743567809726,0.8714131707321774,0.8288101731683039,0.41158566739993296,2.715159280886617,0.3571393382157923,0.07114843903323972,0.09465461705015756
0,0.6248286922325226,0.7801092517400406,0.836725832937407,0.37806352632129275,0.7,5,-1,Random_Forest,SNPs,-,5,331112,-0.2882316893324495,0.759500141736393,0.8406058310327048,0.3976863473256066,3.844286954712113,0.2873126510868356,0.048024048586474424,0.06187054296268768
1,-0.0889817703023228,0.8815011745053801,0.8304058899485265,0.41736486151712093,0.1,5,-1,Random_Forest,SNPs,-,5,331112,-0.2882316893324495,0.759500141736393,0.8406058310327048,0.3976863473256066,3.844286954712113,0.2873126510868356,0.048024048586474424,0.06187054296268768
