,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,3,0.0035797924156308336,0.96883893421393,0.07551926549148189,0.9612027952785919,0.2654555690291777,0.1906998504478112,0.02184742422835473,0.02125099790209377
1,Simple Regression,PCA_SNPS,0.05,3,0.003749648274624551,0.9681370617928736,0.07593934893039278,0.9609848510258885,0.2870324842966953,0.19062227749085028,0.021536173514253316,0.021170889904387282
2,Lasso,PCA_SNPS,0.05,3,0.0033071788113782975,0.9684340954853974,0.07592203376583205,0.960993758198527,0.28502381092783075,0.19099523734534274,0.021560566940087227,0.021165405935751114
3,ElasticNet,PCA_SNPS,0.05,3,-0.011070631733010362,0.9790616130875703,0.04804600716226133,0.9753416897892268,0.18627842111094842,0.21702609841798792,0.037607469601669594,0.02471128962512245
4,rf,PCA_SNPS,0.05,3,-0.0661412445699632,0.9971571899637905,0.8623121284226727,0.37093266214232523,0.4273373534372044,0.20233915353620271,0.006020507842195076,0.010428717884006346
5,Ridge,PCA_SNPS,0.1,8,0.09643747452040101,0.9111034730483849,0.19853418995376593,0.8948775161638736,0.4912435669127012,0.15968453380296574,0.03667166804502703,0.01750703960910978
6,Simple Regression,PCA_SNPS,0.1,8,0.09476892282887274,0.9104457584187216,0.1994354547407465,0.8943760238165903,0.5189216741649244,0.16088913976777255,0.03628133445856926,0.017422027352479753
7,Lasso,PCA_SNPS,0.1,8,0.0933613166082945,0.9119323933866867,0.19874308136029473,0.8947586549683593,0.5052787899554064,0.15692390638617482,0.03721836376207967,0.017735158085898168
8,ElasticNet,PCA_SNPS,0.1,8,0.05787260916032812,0.9378069685870318,0.1583529888830732,0.9168399524419836,0.34371202694164427,0.15400187873547988,0.07861476101308597,0.03935392216278496
9,rf,PCA_SNPS,0.1,8,0.009987426842223045,0.956308812423043,0.8735652061672872,0.3554045054470186,0.4972789548671411,0.19348744851642183,0.007716435741484747,0.008496873367676986
