,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,2,0.16731370132411555,0.8899844242045439,0.19103853195701925,0.8992193964375806,0.14899924813306706,0.29470373777623365,0.011065114543134092,0.03217348283033506
1,Lasso,PCA_SNPS,0.05,2,0.16698608822710143,0.8900652046558206,0.19106160366166838,0.8992065450362356,0.1509108329783265,0.29419840569572564,0.011069995901547999,0.03217067465568288
2,ElasticNet,PCA_SNPS,0.05,2,0.15413678874969333,0.8992681985848774,0.17092680943482552,0.9103406320560021,0.08758859846462483,0.3087079570749907,0.024727010413476858,0.038030186464401296
3,Ridge,PCA_SNPS,0.1,4,0.42556214706225115,0.7356477576531438,0.4501931264118667,0.7412617749077136,0.20765115044916227,0.25006819273221076,0.02247480703045336,0.0269905265640149
4,Lasso,PCA_SNPS,0.1,4,0.42510930076799786,0.7358891555232827,0.45020229973963144,0.7412555281467131,0.20917099473989934,0.2504333946450902,0.02248064916376076,0.026988860479458938
5,ElasticNet,PCA_SNPS,0.1,4,0.39117948529805235,0.7602644802758763,0.4128813160433697,0.765940879471884,0.1430007413843683,0.25376801924300674,0.04427206010320993,0.03930301873550059
6,Ridge,PCA_SNPS,0.2,16,0.4598456278446625,0.7146589292688115,0.5017488422139597,0.70564162106255,0.18140296374312392,0.24865127191338102,0.021242962765268682,0.02524134673146825
7,Lasso,PCA_SNPS,0.2,16,0.45810096740649886,0.7153299217132987,0.5014956603481573,0.7058342754320459,0.1883984088590313,0.247798107754542,0.02100000576427129,0.026648870956803194
8,ElasticNet,PCA_SNPS,0.2,16,0.39587032600540406,0.7562148834850949,0.4297166576185944,0.7542294698666565,0.18125609443080545,0.25175659468734685,0.12215443780541332,0.09124504703700248
9,Ridge,PCA_SNPS,0.3,40,0.43108410822203247,0.7333649595001362,0.5355911155806459,0.681211766078781,0.1934819913942082,0.2515120974586457,0.02468016263519416,0.023823539776596004
10,Lasso,PCA_SNPS,0.3,40,0.43363920384760196,0.7301952782896811,0.5282130634627168,0.6865454222625111,0.21600353700911318,0.24787839495983538,0.03518348359604201,0.030145080783175425
11,ElasticNet,PCA_SNPS,0.3,40,0.40098945888414883,0.752464695898399,0.4625888762769306,0.7324707800642373,0.1495174504518859,0.23534300044317844,0.0924811463429948,0.07462476054476705
12,Ridge,PCA_SNPS,0.4,76,0.4316431619421192,0.7348835395260849,0.5605296903577363,0.6626949515496763,0.18267354654463697,0.2645312625263719,0.025652861115235338,0.028623462695118878
13,Lasso,PCA_SNPS,0.4,76,0.43996686375087884,0.7285706559832361,0.5344388052850559,0.6819190380094245,0.19525978619899528,0.26489936326345853,0.045208633665470586,0.03590340198529513
14,ElasticNet,PCA_SNPS,0.4,76,0.3990931774449293,0.7566946729257541,0.43865569025349144,0.7487542499103781,0.15221257385966733,0.27308674348835243,0.05033224876350014,0.031852222998046416
15,Ridge,PCA_SNPS,0.5,124,0.4244667888769268,0.7382161436930893,0.5852686660065908,0.6437577843154509,0.17082096356774618,0.2454313432684083,0.025188247348659216,0.02734935343387757
16,Lasso,PCA_SNPS,0.5,124,0.43536966717570896,0.7303257721367903,0.5433609582072405,0.6751370370815062,0.21015374447167598,0.256848512539496,0.06327411124951042,0.04824800836559579
17,ElasticNet,PCA_SNPS,0.5,124,0.4074169938870905,0.7490126181701136,0.46107790563910406,0.7336430551690518,0.17721736075143057,0.26032424065813003,0.07003049094058701,0.05732243605931176
18,Ridge,PCA_SNPS,0.7,248,0.39769671464318646,0.7536195497588682,0.6004791247224821,0.6315576411931759,0.17893485253793304,0.2313809346729233,0.04788319924758221,0.03664837208684575
19,Lasso,PCA_SNPS,0.7,248,0.44113136390958346,0.7272411935195652,0.5378105327882221,0.6793613238030187,0.1926459042873785,0.2558476345832421,0.053923499799081405,0.04245786774209692
20,ElasticNet,PCA_SNPS,0.7,248,0.39330610237375213,0.7603732262496834,0.4369796044080799,0.7497187967322231,0.13777415541579638,0.26827784083185036,0.06330810303941489,0.037412938425014634
21,Ridge,PCA_SNPS,0.9,417,0.3999132248837357,0.75443282052943,0.6456100371307465,0.5947293398755703,0.1455767087482731,0.24545971729681218,0.05708523984373298,0.05316275855592237
22,Lasso,PCA_SNPS,0.9,417,0.44478032636185244,0.7249627106401237,0.5305483116556868,0.6847499745879164,0.18973358117670083,0.2559515752049005,0.04550973129258508,0.03543228937153195
23,ElasticNet,PCA_SNPS,0.9,417,0.379977368040988,0.7676126661644274,0.4202423987945398,0.7608567150408698,0.1425367083167899,0.26140066114043997,0.08536782880462462,0.06558349820386698
24,Ridge,PCA_SNPS,1.0,595,0.4090695558366243,0.7467623797271333,0.7478147606048605,0.5008622687516617,0.17378158569957414,0.23331940658558797,0.0669490353479656,0.06552468858207748
25,Lasso,PCA_SNPS,1.0,595,0.44655794745273564,0.7240086284909786,0.5275873471502383,0.6869685892592697,0.18426056023188805,0.255658845582669,0.04129465071801545,0.034937484023289486
26,ElasticNet,PCA_SNPS,1.0,595,0.23634402610918942,0.8507401449190363,0.3525880100229363,0.8025209153713935,0.2803289696538421,0.33061891504936486,0.18142614585158803,0.11209519271572937
