,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,2,0.14873281191901122,0.883859934861982,0.21267651634347343,0.8868594727876307,0.34191114305701914,0.40846498379240076,0.03275675392632213,0.045865348228314805
1,Lasso,PCA_SNPS,0.05,2,0.15329925749963685,0.8811747443695244,0.20909083529960176,0.8888800946294962,0.3253104015280058,0.39875068263527885,0.03310377193406885,0.046325092712403246
2,ElasticNet,PCA_SNPS,0.05,2,0.05236654769661127,0.9267252998691973,0.1341125354720953,0.9298550207727592,0.2695010434698879,0.33300817488491913,0.11326260155972978,0.08493062557711567
3,Ridge,PCA_SNPS,0.1,4,0.3120075621792743,0.7754931157378216,0.4092699984064847,0.7679433064029657,0.5067422721013927,0.3786637667174707,0.0537360053805274,0.042479064382216956
4,Lasso,PCA_SNPS,0.1,4,0.314648940265481,0.7738808185661341,0.4032860704883541,0.7718662011773614,0.49451581492320584,0.37952870334848926,0.051882211119561365,0.04386296534476776
5,ElasticNet,PCA_SNPS,0.1,4,0.25545960374811605,0.8146989993105023,0.34454663880145026,0.8088122038507618,0.38744323825713956,0.3372335769284266,0.07322951278910324,0.05244258742543219
6,Ridge,PCA_SNPS,0.2,11,0.49419972602775347,0.6717702717891517,0.5784732536135015,0.6488408983337488,0.2582605146955219,0.2905604503910275,0.026330456567386144,0.033444737533659515
7,Lasso,PCA_SNPS,0.2,11,0.49386778499443534,0.6712098991880288,0.5801045998396851,0.6475498447884003,0.27556428589438914,0.3006306272882362,0.024795734687375046,0.02904307636797878
8,ElasticNet,PCA_SNPS,0.2,11,0.4090750839337723,0.7280345463186666,0.4897576916373068,0.7133342565479867,0.25344027251984674,0.2712317641067422,0.11323960628083411,0.09701364441816505
9,Ridge,PCA_SNPS,0.3,20,0.5124070897620259,0.6553660919300741,0.6638664616026406,0.579122764113817,0.3303484226497149,0.3053332653279398,0.03882308474516034,0.03380866111823822
10,Lasso,PCA_SNPS,0.3,20,0.4966798599577605,0.6663776510182094,0.6568542067045569,0.5851603883310562,0.3387980775370665,0.31900152116248126,0.03688306157890976,0.03087266270661009
11,ElasticNet,PCA_SNPS,0.3,20,0.40573853967733214,0.7275088665424505,0.5114802289367031,0.6970629874763167,0.3094213024330493,0.30554929389684166,0.147097145678562,0.11325966990583694
12,Ridge,PCA_SNPS,0.4,32,0.45334120289399443,0.6785834711910363,0.7229162479056348,0.5255947988879798,0.5342868201092279,0.31382911705410194,0.04552342422225175,0.04497178445264596
13,Lasso,PCA_SNPS,0.4,32,0.436779850670097,0.6887110286810063,0.6962198182271363,0.5500229266211627,0.5594965928397182,0.3364757093922063,0.054648325768827916,0.036419735114923704
14,ElasticNet,PCA_SNPS,0.4,32,0.3511489363826325,0.7547152511934234,0.5404001431107032,0.6751692516738316,0.4705329245761629,0.33467969691875005,0.14108309089364202,0.09556682805418112
15,Ridge,PCA_SNPS,0.5,45,0.43884838978303564,0.6990252285112641,0.7409538705127967,0.5080573934719127,0.4016592558681735,0.3042308328265555,0.059383138246371994,0.06751269975965837
16,Lasso,PCA_SNPS,0.5,45,0.38866171065884814,0.7223514113189001,0.7028728651567395,0.5433665406707577,0.543197646437574,0.34802158841093184,0.09457287152337086,0.09283740165511226
17,ElasticNet,PCA_SNPS,0.5,45,0.2931219214275186,0.7922789538522687,0.466822964257888,0.72415108478201,0.5007897846530219,0.4093232603421096,0.24528443711190695,0.14475090831247567
18,Ridge,PCA_SNPS,0.7,75,0.6075256849399918,0.5877284798527189,0.9202864994938432,0.2815994706908818,0.32979853559977984,0.3118342044493383,0.023794594058782766,0.04750696371009543
19,Lasso,PCA_SNPS,0.7,75,0.4932561714402613,0.653543619333627,0.8422535905759154,0.384919878971754,0.5319993256928937,0.34361057210466545,0.1677558108427781,0.2026114911685876
20,ElasticNet,PCA_SNPS,0.7,75,0.3861960755433237,0.730985384780136,0.6639740582106317,0.5632863550326833,0.48132019579811025,0.2982745906159099,0.32491589726714853,0.2905609556080748
21,Ridge,PCA_SNPS,0.9,108,0.48494140971571886,0.675958011889448,0.935717041639702,0.24992511577424836,0.38406840938096565,0.3598938679560291,0.041580295683431856,0.08423711419309522
22,Lasso,PCA_SNPS,0.9,108,0.44248708239265383,0.6880875390936353,0.7620988900575109,0.4808868559597432,0.5376390889507924,0.3507839018724188,0.14580308862916222,0.1441481681696141
23,ElasticNet,PCA_SNPS,0.9,108,0.3644198371376316,0.7493244538611047,0.5478179592784014,0.6698868390284136,0.4260237265944008,0.3164613463228811,0.14321860704260272,0.11276472575219393
24,Ridge,PCA_SNPS,1.0,137,0.5301944535372154,0.6502469282038931,1.0,6.815234458491556e-09,0.24123444179586587,0.2939605508543018,9.174978131213779e-17,2.130198765973564e-09
25,Lasso,PCA_SNPS,1.0,137,0.4389731696381213,0.6914166632694786,0.7711033870727462,0.45247220270887695,0.5287714426855163,0.3415310338911996,0.19446148205581984,0.30601942910254176
26,ElasticNet,PCA_SNPS,1.0,137,0.32768293863469616,0.7686591888561187,0.5111555325104874,0.6951666664911952,0.5121631380522834,0.35472316411755866,0.1792927479299651,0.12087902172272853
