,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.22659464115783612,0.8665721766917311,0.0890273235908623,0.9545831884975707,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
1,0.013313885776771395,1.2774631905429612,0.1141148528174325,0.9005343168383322,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
2,0.04584156311229082,0.9258492978488934,0.11036980086583148,0.9482480791765293,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
3,-0.11937027787570642,0.7238553987065117,0.11621617904255921,0.9683650974641402,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
4,-0.05896211079340352,1.012603673412725,0.11823360002106387,0.9387550794136104,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
5,0.04799074839018369,0.8625493381858236,0.1107435486262045,0.9538955708613597,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
6,0.22334109777049527,1.1776375076197225,0.07444850365506006,0.9202786855743323,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
7,-0.34196387940028616,0.8612878351449897,0.11566362304935507,0.955664714884711,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
8,-0.0311705767482906,1.077207090689368,0.12285302887180194,0.9301396250116547,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
9,0.11607686172691734,0.6665730594310338,0.10388380521988105,0.9710027093980128,0.05,2,0.012169195311680791,0.945159856827376,0.1075554265760052,0.9441467067120254,0.3289050505006534,0.3772685798175188,0.0292379780767708,0.043130949712407204
0,0.3083645494985494,0.8194826725617093,0.1364955670495599,0.9293801486335678,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
1,0.061959860463495,1.2455741832844969,0.16700067118187545,0.8732405264445599,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
2,0.08550995334433997,0.9063992669763138,0.16263810045272475,0.9199703093176188,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
3,0.09997805346614552,0.6490699186460135,0.1588664435510665,0.9447101556579499,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
4,-0.02592747995310174,0.9966843044761705,0.171597902598019,0.9099051473868062,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
5,-0.20742081237112453,0.9713879026680753,0.1802400393608834,0.9158633308042581,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
6,0.33308311613003627,1.0912702690529035,0.11259185292932983,0.9011161549257424,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
7,-0.5913145828712476,0.9378986730265808,0.18298296670502523,0.9185702204122317,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
8,0.11396573548987277,0.9985256049039605,0.16199914729043563,0.9091471726463316,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
9,-0.23654248455276972,0.788397115900833,0.16644525383114173,0.9364947413330516,0.1,4,-0.005834409135580465,0.9404689911497057,0.16008579449500615,0.9158397907562118,0.5423565285052953,0.3248067093542733,0.041191598184247544,0.039088104669077355
0,0.3928278752106539,0.7678158356624765,0.24774619329112157,0.8674477065882309,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
1,0.13027157416722934,1.1993631996218563,0.27882234537475314,0.812517433362828,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
2,0.294056396505584,0.7963703053148193,0.26167485907790844,0.8638553786642782,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
3,0.20724826468026225,0.6091630226459309,0.26665775770735056,0.8821033177125102,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
4,0.0315161983907325,0.9683792353713645,0.28573365061653655,0.844900606764321,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
5,-0.12943450475045704,0.9394937333534448,0.2891225359841717,0.852873642980506,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
6,0.3711651324146714,1.0596556896942917,0.23042524052180258,0.8391594265630544,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
7,-0.6871119330319222,0.9657169379490322,0.30162434951978667,0.8492613323493555,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
8,0.2585466081864294,0.9134312708527368,0.26595857624373287,0.850887701715879,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
9,-0.39045503007656546,0.8360244513819064,0.2851171807475079,0.8672727653397105,0.2,11,0.04786305816966181,0.9055413681847859,0.2712882689084672,0.8530279312040674,0.6928818272354286,0.32168064190367807,0.04163579258460656,0.03748413018103864
0,0.4190995357875542,0.7510208846668553,0.30888265016056793,0.8314516584482566,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
1,0.27349439202659775,1.096171161604495,0.32579297077075875,0.785612156582197,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
2,-0.03982950534464336,0.9665206168081816,0.3337317129796127,0.8206194085749685,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
3,-0.3291962492069318,0.7887865303991208,0.3487053018180054,0.8312944401667441,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
4,-0.17518829934299274,1.066726335562981,0.3693522975983604,0.793905728932932,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
5,-0.08482772953531681,0.9207542894163943,0.3517186780079461,0.8144587145238034,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
6,0.5004985857337438,0.9444192447297706,0.27527780934361745,0.8143382785406524,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
7,-0.49104402210668496,0.9078688871886004,0.35638053729821273,0.8152886389947614,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
8,0.3042210919787173,0.8848498404699986,0.3282420927971935,0.8139886621919675,0.3,21,-0.001115408175716992,0.9162518759561018,0.33479790624497946,0.814800437708294,0.6955126674811133,0.21618923141350166,0.05350522162605952,0.02938488731196182
