,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.05,2,0.1900190764356781,0.8855137387763184,0.21331047540538492,0.886792697172927,0.24289673956748645,0.2357015701314831,0.02577774119915738,0.02635949723432886
1,0.1,5,0.21452051341663186,0.8718037998440671,0.24586733971706903,0.8682498007770968,0.23129389039627662,0.22544938588656385,0.02295179524594751,0.02482398015805588
2,0.2,17,0.25226767167948433,0.8507272986930988,0.3146559610217883,0.8277048574408072,0.2616079632365543,0.2544790799833351,0.027818969793237506,0.02847175513329503
3,0.3,40,0.273969412745256,0.8376038288996683,0.4205671266270689,0.761049574137592,0.3007220174269099,0.272462236111259,0.03049978560264666,0.030090231222602896
4,0.4,72,0.21479020261863968,0.8698993446564164,0.4964364413427573,0.709431883966673,0.36194179068426074,0.294050180840543,0.038238253027604495,0.03597184668505382
5,0.5,111,0.06794951299630758,0.9451667532187003,0.5711679271688841,0.6546464500572201,0.4465498818416033,0.2949842217123762,0.03603905803203092,0.03455033831086926
6,0.7,201,-0.6131433724874609,1.2380964966979278,0.7529501296706839,0.49674061457162416,0.831790867295419,0.326408219436694,0.032873539418414456,0.03754436526693015
7,0.9,310,-54.35857761808656,7.188140032932979,0.9276854939966479,0.2682069008901634,44.236849539915816,2.8842009417429533,0.020810925606396302,0.042554362912499664
8,1.0,409,0.2784366726578162,0.8355388810442502,0.9999999999969391,1.7387670995162788e-06,0.2753062516813846,0.2602046429552471,1.4215613862600896e-12,4.025220966720197e-07
