,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.07404314086546016,1.0128083747867094,0.061135461486066855,0.9628450794794249,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
1,0.09076560132300004,0.8527051364802966,0.05944825575891122,0.9803130894407809,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
2,0.06039229859215822,0.8828681186198086,0.06139766143920222,0.9773903055207813,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
3,-0.051905246079111844,0.9753900692037761,0.07024883998043441,0.9676598474585998,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
4,-0.0963096089035338,1.0342262284775605,0.07586759947749744,0.9617927413790021,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
5,0.023336946635900024,1.2521336466062392,0.06854720068183673,0.9325992802558943,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
6,0.06509832696044016,1.0885804931999155,0.06076707837837225,0.9541647503922112,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
7,0.16103167356605597,0.7043789687374122,0.05396084829846448,0.9927328960152186,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
8,0.08346688825096726,0.7976464218407132,0.06148526857163583,0.9846503194877085,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
9,-0.04575150012904805,1.0662320883461733,0.07101186462729592,0.9567626392381767,0.05,3,0.036416852108228814,0.9666969546298605,0.06438700786997173,0.9670910948667798,0.15439880053882732,0.3136062595458258,0.013090977335762151,0.034302181094536255
0,0.03204054855700056,1.0355247648840777,0.0797549989065488,0.9532497080038302,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
1,0.09632220383043999,0.8500955757536321,0.07043282240528514,0.9745718105212647,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
2,0.037059429585971415,0.8937628372518533,0.07686824102536405,0.9693018850465428,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
3,-0.07358226178703431,0.9853889382793232,0.08350077725022753,0.9607389689193974,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
4,-0.11832146327703041,1.0445572969260664,0.09201915871055177,0.9533508080955387,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
5,-0.004075444151958818,1.2695841134550196,0.08516702488775973,0.9242416911591376,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
6,0.04643288249300348,1.099393620477169,0.07328828399624354,0.9477832774518218,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
7,0.14179056670984802,0.7124103818111756,0.06785338550236764,0.9854168213904363,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
8,0.10529788202707258,0.7880895599872352,0.07315692102973037,0.9785084599637826,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
9,-0.027627826913177334,1.0569523978506876,0.08241759620972178,0.9508711323002338,0.1,8,0.023533651707413516,0.973575948667624,0.07844592099238004,0.9598034562851986,0.15960878874651815,0.3224901881216971,0.014695220476906407,0.03511397598090801
0,-0.07360735920370698,1.090572763343748,0.16079147122237147,0.9103112121019713,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
1,0.03704219042029189,0.877535268519327,0.1513374644964015,0.9311957178652588,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
2,0.047232274983466604,0.8890292886811838,0.14996217388411748,0.9301357503381651,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
3,0.023534293770355763,0.9397633777686566,0.15072444838919785,0.924833743831367,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
4,-0.15925623355773788,1.0635028476602668,0.17110770388351026,0.9108847857135032,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
5,0.07217173800558341,1.2204278368282646,0.15062684485625266,0.8905614980893095,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
6,-0.010326884754228605,1.1316406359251756,0.15610117104937993,0.9044444686947295,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
7,-0.17612885561088287,0.8339903978072272,0.15432305625247777,0.9385990350914816,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
8,-0.002843993180978055,0.8343591449838462,0.14995638194077998,0.9370916859362983,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
9,-0.09751465434021633,1.092301837614922,0.16220457839354896,0.9085903413428478,0.2,29,-0.03396974834680531,0.9973123399132617,0.15571352943680378,0.9186648239004932,0.1719297308695788,0.27137941042615943,0.013752962603259419,0.03124686110113586
0,-0.34027946098688644,1.2185113768782272,0.27809970349164725,0.8442937172676362,0.3,56,-0.1522665801118403,1.0422027189085274,0.2529920707655626,0.8640801556918998,0.5560872465461414,0.27866974950942236,0.030724176337957324,0.03319874121868874
1,-0.05718869312830921,0.9194692401281639,0.24959443890656696,0.8756317023306169,0.3,56,-0.1522665801118403,1.0422027189085274,0.2529920707655626,0.8640801556918998,0.5560872465461414,0.27866974950942236,0.030724176337957324,0.03319874121868874
2,-0.0010064609717286288,0.9112572375249456,0.24357929282269075,0.8774228005446906,0.3,56,-0.1522665801118403,1.0422027189085274,0.2529920707655626,0.8640801556918998,0.5560872465461414,0.27866974950942236,0.030724176337957324,0.03319874121868874
3,0.025359686349054278,0.9388845760151173,0.24175539631694354,0.8738643458417519,0.3,56,-0.1522665801118403,1.0422027189085274,0.2529920707655626,0.8640801556918998,0.5560872465461414,0.27866974950942236,0.030724176337957324,0.03319874121868874
4,-0.3948503467273776,1.1665752132648932,0.2834176248503917,0.8469298848460065,0.3,56,-0.1522665801118403,1.0422027189085274,0.2529920707655626,0.8640801556918998,0.5560872465461414,0.27866974950942236,0.030724176337957324,0.03319874121868874
5,0.0889477252789238,1.209344279887165,0.24206643225910363,0.8412599632108383,0.3,56,-0.1522665801118403,1.0422027189085274,0.2529920707655626,0.8640801556918998,0.5560872465461414,0.27866974950942236,0.030724176337957324,0.03319874121868874
