,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,1,0.3214735436216906,0.8040917480591949,0.35206438802028334,0.8047101866612361,0.3493592481041802,0.2334243978406849,0.03675183853942873,0.024301760036088176
1,Lasso,PCA_SNPS,0.05,1,0.3215645539564367,0.8040451053232155,0.35202511974422057,0.8047346764963537,0.34929803516163793,0.23375615447955622,0.03672597742064719,0.024284075054408244
2,ElasticNet,PCA_SNPS,0.05,1,0.27069476670952264,0.8374310752375559,0.2998022033971036,0.8365442550138773,0.22349294051404178,0.1576528188156438,0.03876395388724957,0.02566286249757813
3,Ridge,PCA_SNPS,0.1,2,0.3084451383570795,0.8122444839686274,0.3561566309968659,0.8021640496721562,0.346792129605166,0.23531058966385243,0.03717003609016567,0.02481699216013486
4,Lasso,PCA_SNPS,0.1,2,0.3005597599660232,0.8175101431592685,0.35144636835040005,0.8050986975737873,0.3335001536460171,0.22922807390772265,0.036100405531593,0.024185585680140675
5,ElasticNet,PCA_SNPS,0.1,2,0.2742259370628189,0.8352386035644029,0.31213083853602464,0.8290950758681498,0.21429035294725643,0.14552135932938381,0.053151402642709664,0.03557888999941663
6,Ridge,PCA_SNPS,0.2,7,0.47420289858629655,0.7033916571680301,0.527644985303591,0.6870103300645166,0.3637672005806916,0.2716778317191165,0.03855234320710014,0.029027248425045078
7,Lasso,PCA_SNPS,0.2,7,0.46491587397284845,0.7089066599408854,0.5256088336614997,0.688466274677648,0.3795915951943739,0.273018187512969,0.04229880752130693,0.0318968724525798
8,ElasticNet,PCA_SNPS,0.2,7,0.4345683599914585,0.7321954189766625,0.479333099599704,0.7212014846187418,0.33918902009925,0.25056340453626913,0.05176688815833031,0.035241130554987926
9,Ridge,PCA_SNPS,0.3,15,0.4875268790119228,0.6959144294862244,0.5731746555159062,0.6530589519188956,0.33744449669159277,0.2583662649349653,0.03597084590232636,0.029046904588633113
10,Lasso,PCA_SNPS,0.3,15,0.4609214651509045,0.7116591178096113,0.5616206726882581,0.6616974098779792,0.3701500065283051,0.26400607445244245,0.05587897169277133,0.04473113585510081
11,ElasticNet,PCA_SNPS,0.3,15,0.41989576493583486,0.7420521336677036,0.4579975473783949,0.7358026049645404,0.3322905021669188,0.2374070879784956,0.06228799136390502,0.04523045441176294
12,Ridge,PCA_SNPS,0.4,26,0.5484486089342762,0.6563666283470585,0.6880475258244355,0.5583056259439599,0.2046006647972502,0.1467415133705747,0.025721403029983627,0.02385926100973129
13,Lasso,PCA_SNPS,0.4,26,0.5161241779882187,0.680333962444829,0.6750521074135027,0.5693746183823234,0.18795881114918456,0.1309828123596585,0.0587954269610247,0.0492998002725367
14,ElasticNet,PCA_SNPS,0.4,26,0.47377209737908377,0.7091093502826433,0.5935198130444952,0.6358661041753757,0.2361419035830912,0.17099771673553937,0.11830768573391028,0.09391574133360954
15,Ridge,PCA_SNPS,0.5,39,0.5116339073619617,0.6837251452387112,0.7099863506714482,0.5381534864591156,0.19956988758468308,0.15453316796903951,0.038535708328107224,0.03733919448166481
16,Lasso,PCA_SNPS,0.5,39,0.47139065492776766,0.7108782402842704,0.658925692110579,0.5820423477680362,0.2011876828844867,0.1358417161009056,0.11210903255934439,0.09386099214316461
17,ElasticNet,PCA_SNPS,0.5,39,0.4328390140093779,0.7374935848801933,0.5089240925743522,0.6990270601140027,0.2220059126745896,0.1698707570594234,0.13898678324880134,0.09964653738035896
18,Ridge,PCA_SNPS,0.7,72,0.49901383628882434,0.6930149651910142,0.7619611565456945,0.4874217746594768,0.19637341843638276,0.1664763981112229,0.037314920226917334,0.03884645267300558
19,Lasso,PCA_SNPS,0.7,72,0.44814183655010836,0.7258237461946407,0.6848653493986262,0.5567401711960783,0.24128515970129857,0.1674896241362187,0.15969532401881942,0.14360541838954305
20,ElasticNet,PCA_SNPS,0.7,72,0.44316328608304983,0.7278531948337617,0.5265521381229602,0.6872772749135656,0.29608373150480594,0.21137277939427374,0.08918984321947969,0.06605835106625248
21,Ridge,PCA_SNPS,0.9,114,0.49449872619882057,0.6941243570994065,0.8694964726256122,0.35888673327854387,0.26817672899783346,0.2133114868605334,0.057122135077615994,0.0846929708175067
22,Lasso,PCA_SNPS,0.9,114,0.4688992110390479,0.7089965709933104,0.6997438465710627,0.5378567920812695,0.32524539025303345,0.23688810962822798,0.20821600681504945,0.2161992373830825
23,ElasticNet,PCA_SNPS,0.9,114,0.4252579808746652,0.7401397443852598,0.528268598680038,0.6850545717081191,0.3039253006159905,0.22716721604179502,0.13034115544373856,0.093493447650795
24,Ridge,PCA_SNPS,1.0,161,0.5591765622516863,0.6495208717975013,0.9999027816938798,0.004820439585306586,0.2135139805876536,0.18529717573361787,0.00041383431152310394,0.017780570941485396
25,Lasso,PCA_SNPS,1.0,161,0.4814032126911638,0.7007710817881894,0.7243999436077688,0.5116258704007982,0.31122062458591926,0.22283359722164073,0.22317911512706579,0.24282932843684057
26,ElasticNet,PCA_SNPS,1.0,161,0.41520444143847307,0.7470211113701903,0.49960221798044585,0.7064397995562928,0.30231640632592943,0.2279708293874814,0.09401558629718895,0.06336243664438507
