,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.024780171343690705,1.0637932059132897,0.02084978001610227,0.9805368461777177,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
1,0.014244122531354875,1.2511480270443092,0.02057329409748543,0.955598558576081,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
2,0.00411262672189483,1.3066400252989263,0.024832714343707485,0.9470564590792084,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
3,0.01398161545589549,1.324715781773306,0.022842945339526577,0.9442080443302171,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
4,0.05974418172095186,0.6698749990648364,0.019481834563428668,1.0188215414547508,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
5,-0.11070606008778405,0.49884104526529066,0.020834729290182485,1.029221229777821,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
6,0.03231124230779503,0.8297809955163188,0.02005514652860707,1.0053233620864097,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
7,-0.0021307831497117125,0.8761104243411054,0.02228256413492291,1.0009643004540556,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
8,-0.2915432899227972,0.4980316085888563,0.02314825155207767,1.029394939303705,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
9,-0.0038335973049301586,1.1126867463623942,0.020526352789937863,0.9749168455235251,0.05,2,-0.025903977038364036,0.9431622859168632,0.021542761265597843,0.9886042126763491,0.20264408825363597,0.6209913951931497,0.0032701979046770393,0.06433940076712635
