,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.16377845149475312,0.7348790717941106,0.18952316626799015,0.9157322314362435,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
1,0.31575828749690604,0.608859102276898,0.18287040709241276,0.9258519366674477,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
2,0.3591445234065018,0.6616366315350405,0.17031503658556246,0.9228516897695487,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
3,-0.46765829253786717,1.2727224596301638,0.2656351361805859,0.8516356700281256,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
4,0.02013175419299784,1.0371257949271824,0.21068026747957935,0.883091961271144,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
5,0.35717406025097,0.919768354367991,0.1593200228975189,0.8981598338058712,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
6,0.07222577794670193,0.9276727817696689,0.1973799646774267,0.8972595049394543,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
7,0.27819921899320255,0.8033522825819257,0.1812095934787824,0.9096733179954649,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
8,0.36332053646764007,1.010090603723429,0.13055647683402472,0.8891242959347915,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
9,-0.4921236641865592,1.0664365401654943,0.24352869303206304,0.8811634954177089,0.05,2,0.0969950653525247,0.9042543622771904,0.19310187645259463,0.89745439372658,0.6417691690205887,0.4009933983436401,0.07719994316008855,0.044194409585512344
0,0.27096395656959416,0.686166802134944,0.21405633778190813,0.9017661017940076,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
1,-0.01631148816795358,0.742036806038511,0.23065010792368945,0.8983757458420556,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
2,0.5104697463505303,0.5782681335199279,0.19173783064885197,0.9108595753343455,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
3,-0.3887230375796493,1.238023965565462,0.291464740502427,0.8365244365038785,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
4,0.12441915413732019,0.9803828833453544,0.23185230024835035,0.871167807811515,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
5,0.374248940180827,0.907470599096552,0.19313699485677305,0.8799098495111383,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
6,-0.07168390448019002,0.9970272257134954,0.24403197057987958,0.8707927086747379,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
7,0.3787585657357049,0.7452938971473133,0.20389818272853155,0.8969813045497425,0.1,3,0.10623759347414805,0.8908826494579161,0.22377376251168152,0.8801322594349593,0.7150025974613962,0.395448104612215,0.0827081594296293,0.04436055210578774
