,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,2,0.12350981649054392,0.8904291191897815,0.21837166630484037,0.8835433222953489,0.39209422822396994,0.25097218843890207,0.038358914450969804,0.027224568389409367
1,Lasso,PCA_SNPS,0.05,2,0.12413861045780726,0.8895992341314101,0.21857630004192322,0.8834281386872279,0.40166678871236566,0.2511634905641634,0.03824578913258855,0.027194012765356032
2,ElasticNet,PCA_SNPS,0.05,2,0.09755598377821231,0.9110168742942755,0.1853813020835221,0.9018399612329383,0.25175664422685373,0.2755339624266795,0.060212017808958074,0.02795624019636208
3,Ridge,PCA_SNPS,0.1,6,0.16644993412802175,0.8695206410491458,0.3257791694904009,0.8206101502944632,0.3855307998959081,0.2631547641014007,0.030267915771144595,0.02472946839078657
4,Lasso,PCA_SNPS,0.1,6,0.17227004356246398,0.8665975776455598,0.3262446161447457,0.8203306288604076,0.3526674411071301,0.24485891615658356,0.03092481100306397,0.025853919660755297
5,ElasticNet,PCA_SNPS,0.1,6,0.1488778083436453,0.8836730484054814,0.24929606809580715,0.8658836493611641,0.2511307655511412,0.251157392842557,0.061137153959306426,0.0477516206827496
6,Ridge,PCA_SNPS,0.2,19,0.16571685360033545,0.8648051896295016,0.3945037562723298,0.7775666271823275,0.5823578940007654,0.32417360297604014,0.04235974956235987,0.028560445397270817
7,Lasso,PCA_SNPS,0.2,19,0.15857018845411092,0.8685780978703531,0.378287820643796,0.7878099239216819,0.5857298258343149,0.3290456798662117,0.05945735249741396,0.039189784252859905
8,ElasticNet,PCA_SNPS,0.2,19,0.18234814378523279,0.865093533780533,0.2901400718812576,0.8418784033534059,0.28256767751837464,0.25836732406347895,0.061234762408864905,0.039831472412303906
9,Ridge,PCA_SNPS,0.3,35,0.19175814756370604,0.8559844408371784,0.45719114977810704,0.7361673852209852,0.4151954504025965,0.27297511052235696,0.04328071069172107,0.02867826690156157
10,Lasso,PCA_SNPS,0.3,35,0.20819960412754265,0.8499350401992829,0.4019420730258428,0.7725308878256291,0.27974799064004724,0.23529442412741516,0.06710658179612772,0.03808452675931313
11,ElasticNet,PCA_SNPS,0.3,35,0.1793948347342682,0.8696233965583675,0.325988476808385,0.8200522743469258,0.23299015117136188,0.27079618793369736,0.0811884534963733,0.040797920679430805
12,Ridge,PCA_SNPS,0.4,53,0.26479926245836927,0.8217115524036237,0.5604195582710978,0.6624778794007994,0.3435091425070009,0.30856439223640303,0.05544519385443953,0.05300516279389724
13,Lasso,PCA_SNPS,0.4,53,0.21391780345057854,0.8468382302931012,0.4748065133648616,0.72269755674057,0.3802029739556355,0.2991880074974067,0.1529882180758422,0.1130262086099522
14,ElasticNet,PCA_SNPS,0.4,53,0.17930844939008017,0.8682834351085251,0.38381955780737553,0.7828746668658509,0.31489903241766876,0.2891433131807831,0.17458933985298256,0.11568442093610694
15,Ridge,PCA_SNPS,0.5,72,0.2764054476590448,0.8165852257084034,0.6481435758799543,0.5925661722485187,0.3749367895869372,0.3412090691359417,0.05848247347647688,0.061027888414025164
16,Lasso,PCA_SNPS,0.5,72,0.15751193954690348,0.8765301748835379,0.5072524194845913,0.6964132675391391,0.5007760522648556,0.35999559071412685,0.2582116243394519,0.1963658276253684
17,ElasticNet,PCA_SNPS,0.5,72,0.10221496163857706,0.9098519006044892,0.3043658398201866,0.8315150315965666,0.20698580375333703,0.26310342363814265,0.21634404379563865,0.13896485903847342
18,Ridge,PCA_SNPS,0.7,113,0.16676418209758825,0.8687832995439809,0.7161234635326528,0.5314862763187094,0.28360141469389716,0.17970302264678975,0.06611336545381767,0.05081346328675302
19,Lasso,PCA_SNPS,0.7,113,0.14582260332686064,0.8834363325294317,0.4173978907050283,0.758584942247417,0.4024703468484818,0.3104499705853297,0.24112622361806912,0.17107197883094524
20,ElasticNet,PCA_SNPS,0.7,113,0.1274322820680786,0.8966446981330816,0.3349563546734899,0.8130544208510403,0.2945894662292744,0.29714033263411654,0.1853599347249065,0.11848013813150846
21,Ridge,PCA_SNPS,0.9,160,0.2731862301082507,0.8133335221290053,0.9072689499709463,0.3011023440578777,0.24254042879364474,0.19810245012656627,0.05375135689940752,0.08938111167881638
22,Lasso,PCA_SNPS,0.9,160,0.13661890047572206,0.8899054004022764,0.4606389877918871,0.7240371390083771,0.40348391191275573,0.33284719608028984,0.3311523392549407,0.26239405252354786
23,ElasticNet,PCA_SNPS,0.9,160,0.09757731543681548,0.9126876477834093,0.32035468560669217,0.8201100350161804,0.31042332893991265,0.3149430873146234,0.25607308493896563,0.1786309683168126
24,Ridge,PCA_SNPS,1.0,192,0.2596679844507003,0.8237220411026659,1.0,5.969300825979286e-09,0.24106536313739202,0.23811858762111124,0.0,3.1941111477573535e-10
25,Lasso,PCA_SNPS,1.0,192,0.12954744890432174,0.8921382544574203,0.44349844111716774,0.7292045752641726,0.4300839520127265,0.32971530370562957,0.37888492730064555,0.3305013733143704
26,ElasticNet,PCA_SNPS,1.0,192,0.09467076975136934,0.9141136203365737,0.23827350213799195,0.8719604776837712,0.16533142322243186,0.2594906053982841,0.10143010430316313,0.06695232153224462
