,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,2,0.042521193392125387,0.9370319606118759,0.1349598410137845,0.9296018388192951,0.590817796493627,0.4476996235468886,0.06631058082975103,0.05495375013350537
1,Lasso,PCA_SNPS,0.05,2,-0.0021121602383713744,0.9601852157755711,0.12214989890723704,0.9363585008027937,0.539521810299771,0.42409622043574724,0.08190102526857625,0.059360354071891816
2,ElasticNet,PCA_SNPS,0.05,2,-0.04434624081200218,0.9816170980149652,0.06304294340420821,0.9674366527818465,0.22100112836183083,0.2767071049088013,0.07677961872757971,0.058017634516983455
3,Ridge,PCA_SNPS,0.1,3,0.030461096695608026,0.9423961791331685,0.148632888405139,0.9222028078549458,0.5866836055658593,0.440391293497564,0.0702059450288918,0.056535817992110285
4,Lasso,PCA_SNPS,0.1,3,-0.02336574343817811,0.9709844738520761,0.1273167294333485,0.9334503175432745,0.5392685018961495,0.428189372600787,0.10202300584499396,0.06717184500832482
5,ElasticNet,PCA_SNPS,0.1,3,-0.08436413826124187,0.9999633481012036,0.045963764474226364,0.9761334016078966,0.1911643086898006,0.2644284243098769,0.09489417347330395,0.06586970485987825
6,Ridge,PCA_SNPS,0.2,8,0.2555727884182211,0.8112833310016376,0.40315179251325717,0.7720242359272129,0.4995519697620386,0.3226485651327646,0.04399960121832094,0.031591612150595146
7,Lasso,PCA_SNPS,0.2,8,0.21841584233469535,0.8249365580771068,0.40197579501646546,0.7727718509829522,0.5942333102241864,0.3401099480403333,0.04686078097466381,0.03367531786905604
8,ElasticNet,PCA_SNPS,0.2,8,0.16571067109940338,0.8685974340037008,0.3072093777246565,0.831673888118775,0.3922113418299523,0.2767596479645755,0.0637965537527743,0.03881296354770902
9,Ridge,PCA_SNPS,0.3,15,0.24500389720720755,0.8187045568031509,0.43028362803138126,0.7541249981828229,0.4854568266468558,0.3014807268313626,0.054590507525147026,0.03334045660350757
10,Lasso,PCA_SNPS,0.3,15,0.19051636197501362,0.8490784887740873,0.3799024922345258,0.7863188943965322,0.5040085957029704,0.3374471516276186,0.10214171874449197,0.06135335145872278
11,ElasticNet,PCA_SNPS,0.3,15,0.15767447892955824,0.8766809491194412,0.2883035039126596,0.842102194909391,0.36591507429515974,0.3013748840397724,0.12874772842119475,0.06372838093317187
12,Ridge,PCA_SNPS,0.4,24,0.26511987899349404,0.8086541378710937,0.49813650757017164,0.7078715139821442,0.504697183484643,0.3461990487582571,0.05481793358928121,0.046248187490339154
13,Lasso,PCA_SNPS,0.4,24,0.16247050063523744,0.8709111584634956,0.38497823999354636,0.7824172375855915,0.42151922676645576,0.29383235610990505,0.15952466430959175,0.11191918232053831
14,ElasticNet,PCA_SNPS,0.4,24,0.11375116191808851,0.901076298066504,0.279032350097698,0.8469955921417689,0.23532190012346016,0.21596784855145695,0.180257377703447,0.10999763904607678
15,Ridge,PCA_SNPS,0.5,35,0.26091222135741216,0.8141190402989277,0.5365635824109533,0.679919686608821,0.49519743583567166,0.34595913233880815,0.07667547545901834,0.0631968181449336
16,Lasso,PCA_SNPS,0.5,35,0.12581583507078775,0.8888632260091694,0.3554660507059122,0.7996563524164302,0.503138965203965,0.31759397881585943,0.19978740702677358,0.13647686143621257
17,ElasticNet,PCA_SNPS,0.5,35,0.1151294016280383,0.899922825967064,0.23348931836733813,0.8749186731407128,0.29532273558331856,0.25157337494275894,0.08954264670804742,0.06808305498423348
18,Ridge,PCA_SNPS,0.7,58,0.19262583865452435,0.8527497368935811,0.6280078770009465,0.607667897104957,0.440765524355741,0.26969312307219917,0.10724829631588602,0.07532980823653494
19,Lasso,PCA_SNPS,0.7,58,0.17046609394806583,0.8695223050340041,0.3292634836808529,0.818139483145325,0.35478990259513216,0.276241094079538,0.08241629818087419,0.051433119087782295
20,ElasticNet,PCA_SNPS,0.7,58,0.10643584697913633,0.905507266975464,0.21958091074554065,0.882857818827479,0.24803972530169832,0.23276459761578694,0.06955004142953408,0.05174317042844101
21,Ridge,PCA_SNPS,0.9,85,0.2858545889860568,0.8051411295574481,0.9032687749032393,0.30839137243162906,0.3384795488827614,0.2953634646791664,0.05202267213515094,0.08228721091201996
22,Lasso,PCA_SNPS,0.9,85,0.15523105662928344,0.879116609086229,0.38465994067367204,0.7741658199859057,0.35000399821848266,0.2973795916328958,0.3320839644873083,0.2806133683810908
23,ElasticNet,PCA_SNPS,0.9,85,0.058162894539950605,0.9323796089301155,0.2619437329659636,0.8493668314695361,0.18830269192357127,0.25644411038511394,0.3873978328790188,0.2903359992208507
24,Ridge,PCA_SNPS,1.0,110,0.2910085977281581,0.797427977335757,0.9999862752646822,0.0015932694085401173,0.4176491308246527,0.31290818791134056,6.074100403144704e-05,0.006716182447639509
25,Lasso,PCA_SNPS,1.0,110,0.11061859796549232,0.8976347922367411,0.43530831386303775,0.72978423112223,0.5046765424250814,0.3272113984096891,0.4477800060254644,0.3818175417126616
26,ElasticNet,PCA_SNPS,1.0,110,0.07389852744422068,0.9211310753972841,0.1893159836894895,0.8997030652499607,0.2708280839901276,0.2447028750100517,0.08634752656012905,0.05773917842621287
