,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,2,0.04806666491457977,0.911488298328956,0.09981628122760886,0.9481764428592088,0.31798592037473455,0.5825958826185097,0.01820836236516366,0.06881808975590628
1,Lasso,PCA_SNPS,0.05,2,0.049693982407954786,0.9111301762098282,0.0997966784494324,0.9481888519346462,0.31046877427383573,0.5834715876749352,0.018203428667500736,0.06893865354708255
2,ElasticNet,PCA_SNPS,0.05,2,0.037257178949126245,0.9275313536119076,0.05942869142768313,0.9690778068896859,0.16826834565046217,0.6271312553677624,0.04959886691580217,0.0701663252440309
3,Ridge,PCA_SNPS,0.1,4,0.30372627888817755,0.7824168321726516,0.31051764448137303,0.8298104311463498,0.5157334422952724,0.6508301981840257,0.07484997375924311,0.08536447402053063
4,Lasso,PCA_SNPS,0.1,4,0.3034367825963103,0.7819765107737927,0.31038570402702226,0.8298915524952831,0.5235995421145127,0.651316687068217,0.07487424797847075,0.08545274569681206
5,ElasticNet,PCA_SNPS,0.1,4,0.14713141124817725,0.8718403938364702,0.1692236883717244,0.9101235243796446,0.27367568371660667,0.6078191207620873,0.1638168207890236,0.11830697054251332
6,Ridge,PCA_SNPS,0.2,16,0.340882699094417,0.7021056633506679,0.515064097993609,0.6955761164332754,0.8002682615444827,0.43890220665208246,0.05619980618249701,0.0583553518328505
7,Lasso,PCA_SNPS,0.2,16,0.331300885221269,0.702481924716912,0.5152713175995327,0.6954368218962779,0.852799757911988,0.43638244446469715,0.0556762619872554,0.05839226578235566
8,ElasticNet,PCA_SNPS,0.2,16,0.32991977415691504,0.768981482007832,0.3716217542027665,0.7895863892975774,0.3837785173379461,0.5958540164438554,0.15364715352317426,0.06806397852074081
9,Ridge,PCA_SNPS,0.3,40,0.3590533790586098,0.6864232357880442,0.546675869267531,0.6724957346303395,0.8971288873771196,0.4398467000269648,0.05510837902744257,0.05770300569056483
10,Lasso,PCA_SNPS,0.3,40,0.323661450513207,0.690680249181196,0.5468225104976587,0.672396358775523,1.0862727494857554,0.4324879116972639,0.054822491534347206,0.05800731136049654
11,ElasticNet,PCA_SNPS,0.3,40,0.42555744199660483,0.7139304127128514,0.4632700623489714,0.7315359267848994,0.27810949602242363,0.5267863854241814,0.09751669544768211,0.08612491437173608
12,Ridge,PCA_SNPS,0.4,76,0.4002029920684259,0.6725332679736106,0.6002975866006088,0.6313716753346698,0.7337022482481369,0.4424973340279326,0.05379081914779462,0.05523343229907076
13,Lasso,PCA_SNPS,0.4,76,0.3563335010613275,0.6784818178361856,0.5969736033592054,0.6340002286866088,0.9531007775879001,0.4309492004343248,0.05268895776403097,0.05437214388053998
14,ElasticNet,PCA_SNPS,0.4,76,0.43501800367976334,0.7058497673294821,0.458345154379247,0.7337202488149139,0.34791895963179587,0.5527071643943755,0.17832633006938933,0.1419628392426375
15,Ridge,PCA_SNPS,0.5,124,0.38604778852799904,0.681852535140854,0.6461168636889635,0.5942504141662267,0.7762547461622386,0.4385555115551068,0.04681266755107929,0.05831477225278707
16,Lasso,PCA_SNPS,0.5,124,0.35166529885809183,0.6799839078087955,0.6339595280416419,0.6042754005973449,0.9788832449514393,0.43460232182571606,0.0478009341364992,0.05494852047356571
17,ElasticNet,PCA_SNPS,0.5,124,0.41039679123497913,0.7251698464759809,0.5157147803199951,0.6946458842481953,0.27711236466900435,0.5464068895940061,0.10229006005419343,0.08947893591847818
18,Ridge,PCA_SNPS,0.7,248,0.4248195105807389,0.6750037533791468,0.7020667921677709,0.5448156821559305,0.5489199775282722,0.4629624872495709,0.054285669105444044,0.05429168042017183
19,Lasso,PCA_SNPS,0.7,248,0.3921027435616048,0.6748182378403909,0.6370704191970236,0.6016014540781496,0.7396490685752367,0.45157946563389445,0.05911451887461464,0.06470744456881417
20,ElasticNet,PCA_SNPS,0.7,248,0.3780315739106913,0.7499910155788124,0.5064325208832113,0.6971379764576427,0.3805228111199283,0.6087680096237233,0.2401415958719169,0.16323519704207284
21,Ridge,PCA_SNPS,0.9,417,0.4670512101792006,0.6607323069758201,0.7691190765669903,0.47997881496741146,0.45075962753549725,0.5022214887962444,0.024938865347383928,0.04003733892267365
22,Lasso,PCA_SNPS,0.9,417,0.392196189565141,0.6777088519733502,0.629198570341003,0.6078422391434993,0.7170905158086471,0.4586521728567057,0.05766149585775102,0.05241945891155971
23,ElasticNet,PCA_SNPS,0.9,417,0.3380385884399063,0.7825031580312487,0.5472682002507641,0.665696124637617,0.2962325403545327,0.6315207180663092,0.24254900672052765,0.16069454108501374
24,Ridge,PCA_SNPS,1.0,595,0.46013219259596455,0.6606182627820552,0.9648141170430806,0.18529413449861737,0.47814627697861484,0.4922594344299336,0.022481135963427757,0.07084830272027931
25,Lasso,PCA_SNPS,1.0,595,0.35970638009238637,0.6978486756484414,0.6680073337417034,0.5743307879450008,0.7876412990516556,0.44884916073771386,0.10857292372982419,0.1118936711778577
26,ElasticNet,PCA_SNPS,1.0,595,0.094340987396242,0.9053021543571432,0.18026789436040902,0.904981186371038,0.09763370913380116,0.6287525967593776,0.03381470239346399,0.07812358812586805
