,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Ridge,PCA_SNPS,0.05,2,0.04282246461391816,0.9300630058816043,0.08758569202433295,0.9545559203418303,0.2689944155320537,0.5200117832804062,0.014401019197421141,0.06433302637646011
1,Lasso,PCA_SNPS,0.05,2,0.048533186716243557,0.9277595507916951,0.08517208011074248,0.9558195045711134,0.2516710727341918,0.5196137309869204,0.014679003867711957,0.06455519712955674
2,ElasticNet,PCA_SNPS,0.05,2,0.0038356798336492194,0.9477289414002493,0.054670656391880554,0.9716574787632134,0.199108156215221,0.5048382675190858,0.04312774669923195,0.07368446041744872
3,Ridge,PCA_SNPS,0.1,4,0.1956833981685528,0.8524266705795854,0.247651089341027,0.8668032473469383,0.23718774494836492,0.4814095764944999,0.02194840356613024,0.060703248579907124
4,Lasso,PCA_SNPS,0.1,4,0.19126065816100005,0.8543198838884675,0.2471004583869953,0.8671043214327268,0.2420659898708176,0.4802191313442437,0.020198091764215862,0.05938791420759251
5,ElasticNet,PCA_SNPS,0.1,4,0.1676181620749871,0.8694434808779447,0.20175056086923,0.8928185293121493,0.24305878019958013,0.5079770040873046,0.04493213532699792,0.06771310926549137
6,Ridge,PCA_SNPS,0.2,11,0.48376772588794226,0.6853694382939524,0.4995212873589005,0.7070551805371493,0.3787373715079864,0.5114498445871049,0.03458920817261165,0.06256831704441464
7,Lasso,PCA_SNPS,0.2,11,0.4731175370225423,0.6934149945765129,0.49229403735295374,0.7121312411429805,0.33987522191033753,0.5004702731913753,0.025589216860458744,0.05779531892226915
8,ElasticNet,PCA_SNPS,0.2,11,0.42790507500668795,0.7260067187775374,0.4332845945964872,0.7522559215293197,0.3367826028917096,0.5303010575467694,0.04166955907702627,0.0611298930312405
9,Ridge,PCA_SNPS,0.3,21,0.4127623357430985,0.7224080328089029,0.5358747942711456,0.6808900942177876,0.3905846972604476,0.45153966675051777,0.0336410313403723,0.06103742592002719
10,Lasso,PCA_SNPS,0.3,21,0.4555831484435526,0.7043503184772429,0.5208570777173028,0.6917348825108733,0.31953141940629187,0.481506318271492,0.04202644496727448,0.06313445487723902
11,ElasticNet,PCA_SNPS,0.3,21,0.44014754599711736,0.7187913661134493,0.4535922310862481,0.738682799268185,0.31811878121319237,0.5204573250812519,0.05978528089622166,0.0743549576117897
12,Ridge,PCA_SNPS,0.4,35,0.4895319154749985,0.6552833812472141,0.6663250375057361,0.5766800645800167,0.6526826839797494,0.4867824704255567,0.05245649635837582,0.05625132236433787
13,Lasso,PCA_SNPS,0.4,35,0.4742573027224948,0.6684365922384573,0.6412966732236669,0.5973562394614672,0.6412228412421217,0.47881813661801353,0.07651339286326679,0.0668560152796878
14,ElasticNet,PCA_SNPS,0.4,35,0.4254414833293878,0.714712065377424,0.5252274349618185,0.6879019005144719,0.37973339957927255,0.4444038648703247,0.10873974437454832,0.1018090402361598
15,Ridge,PCA_SNPS,0.5,52,0.3674529883552062,0.7161500190246762,0.6870184928371653,0.5564895644865996,1.0364372640028037,0.5703092586929702,0.10596463097085045,0.100680873892536
16,Lasso,PCA_SNPS,0.5,52,0.3672608205121545,0.7281921972412663,0.6200709715322971,0.6119887072500656,0.8760345432741726,0.5262111045587604,0.15189118814406424,0.12778182336370986
17,ElasticNet,PCA_SNPS,0.5,52,0.38317343789925495,0.7478088992638454,0.49745592840241987,0.7067329058024194,0.32258815663746054,0.48301143281186043,0.11968833630425493,0.08134993417428749
18,Ridge,PCA_SNPS,0.7,90,0.49718856123408156,0.6555611772883359,0.8493615744915098,0.38480034576436534,0.5486714161531513,0.4599495519289495,0.06921747122603712,0.09032010996998334
19,Lasso,PCA_SNPS,0.7,90,0.3696197266714545,0.7333181273075661,0.6915393730422924,0.5370863529790608,0.7763942657107361,0.5322916949318065,0.27347953173596645,0.27187319243219904
20,ElasticNet,PCA_SNPS,0.7,90,0.3639393328982457,0.7561440207931376,0.5608679114668353,0.648347407691367,0.3367407376073191,0.4598312557203077,0.32501696569451705,0.2921965065923024
21,Ridge,PCA_SNPS,0.9,134,0.5139235356507814,0.6659850809748689,0.9486678933020634,0.22556495903193546,0.37729932565500085,0.5332749106280128,0.019544765945993782,0.04706071659780902
22,Lasso,PCA_SNPS,0.9,134,0.42038560370703365,0.7144639808791933,0.6509393615998283,0.581704590476481,0.5339657402467708,0.49117172886048416,0.21103268801435943,0.19715133363309462
23,ElasticNet,PCA_SNPS,0.9,134,0.3597406760579265,0.7611833834614098,0.48432001655715834,0.7162313998081662,0.3232782474775565,0.4823215420204428,0.11369937052463461,0.08548836132245163
24,Ridge,PCA_SNPS,1.0,180,0.5274300961849019,0.6532694406949013,1.0,6.14109401177055e-09,0.39191591064938364,0.5032844981660782,0.0,6.151767210213453e-10
25,Lasso,PCA_SNPS,1.0,180,0.42512821504133813,0.7126973201860071,0.6187211143964845,0.6138621591366707,0.5093081264463678,0.48826773467006174,0.13295915289146776,0.09355142447002641
26,ElasticNet,PCA_SNPS,1.0,180,0.3392524379735547,0.7734923123139088,0.46372345006006865,0.7296690896844731,0.28668020723557713,0.4674842080500194,0.15971842423266988,0.11717924595354165
