,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,-0.0024775404945922563,0.6474450050469084,0.05764391534212687,1.0015761075788077,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
1,-0.0355975543582876,0.9214536872690509,0.06364794514289296,0.9773701851984975,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
2,0.106691549102228,1.0203240750809024,0.047609683091801136,0.9664823721496058,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
3,-0.2060442885984024,0.6479881937309264,0.06114436536642298,1.0019284713335386,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
4,-0.16471479683915025,0.4344559726737711,0.057079086526606426,1.0145036601247077,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
5,0.09241285060063409,0.8906362349524172,0.05223537007628398,0.9802180552307528,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
6,0.00010776908965248744,1.4214233548262976,0.0639481442934271,0.9089741700644104,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
7,0.05435265613590223,1.2512338850162241,0.05264571803673168,0.9361259599678101,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
8,0.0898654627004778,1.0871279505395395,0.05035537150825875,0.9583495475923564,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
9,0.05981628708149389,1.0366472008053627,0.0549542834245309,0.9643070270016095,0.05,2,-0.0005587605580044009,0.93587355599414,0.05612638828090828,0.9709835556242097,0.2120936248619139,0.582573638877162,0.010944301019333847,0.06265949419131975
0,0.36345733405904346,0.515916381963843,0.314490807114858,0.8542462441602904,0.1,4,0.25345463594421597,0.7893296671862657,0.3183506930819292,0.8251384793439761,0.5812221979696292,0.5744556903299248,0.06697757999173769,0.0763597290810838
1,0.1632694787155461,0.8282678605215877,0.33079324719534275,0.8262655771063121,0.1,4,0.25345463594421597,0.7893296671862657,0.3183506930819292,0.8251384793439761,0.5812221979696292,0.5744556903299248,0.06697757999173769,0.0763597290810838
2,0.5435381104148683,0.7293561927709414,0.28605394570366693,0.83679514255719,0.1,4,0.25345463594421597,0.7893296671862657,0.3183506930819292,0.8251384793439761,0.5812221979696292,0.5744556903299248,0.06697757999173769,0.0763597290810838
3,0.29710086847215833,0.4946886752761822,0.3148070427287427,0.8559408518053062,0.1,4,0.25345463594421597,0.7893296671862657,0.3183506930819292,0.8251384793439761,0.5812221979696292,0.5744556903299248,0.06697757999173769,0.0763597290810838
4,-0.4272954305499206,0.4809422306124399,0.327213095653892,0.8569485510493223,0.1,4,0.25345463594421597,0.7893296671862657,0.3183506930819292,0.8251384793439761,0.5812221979696292,0.5744556903299248,0.06697757999173769,0.0763597290810838
5,0.3801415885967526,0.7360417353252039,0.3099020655879924,0.8364265561579596,0.1,4,0.25345463594421597,0.7893296671862657,0.3183506930819292,0.8251384793439761,0.5812221979696292,0.5744556903299248,0.06697757999173769,0.0763597290810838
