,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.02529721567088261,0.9398853744831964,0.05317302847078764,0.9781322246588314,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
1,0.0032728963860370053,0.960089474687273,0.055359376468854915,0.9760028095288956,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
2,0.08486082855795751,0.8707443161276966,0.04747908460816641,0.9852889265497268,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
3,-0.004817606541353214,0.9080730391258852,0.05348579064490211,0.9816034139825408,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
4,0.05333500641026856,1.0242462654993125,0.048201048752106956,0.9688421777437395,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
5,0.02978157336940901,1.1239176399996962,0.05354955249132287,0.9563970694257934,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
6,0.07035686990685164,0.8976365105246801,0.04877379619395472,0.9824652940044846,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
7,0.08447592809124904,0.9407932540242239,0.045521403607602484,0.9781291588206051,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
8,0.0308766376194759,1.081562675132586,0.05311703851916094,0.9617774546431721,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
9,0.06414704411899197,0.9801252983674965,0.04883201207588306,0.9737059087619604,0.05,2,0.044158639358977,0.9727073847972046,0.05074921318327421,0.974234443811975,0.0628743738436387,0.15988657484176214,0.006538579046584984,0.018251790273236344
0,0.12730894781842994,0.8893425059608047,0.22471189615521325,0.8851030079348996,0.1,5,0.1973816736088106,0.8888596783188547,0.21709202721936005,0.8847328327283104,0.16586868145896455,0.13292449516484212,0.018263080140257733,0.014837145558264734
1,0.10511092914834652,0.9097209090739403,0.22780143074580772,0.8824340447856471,0.1,5,0.1973816736088106,0.8888596783188547,0.21709202721936005,0.8847328327283104,0.16586868145896455,0.13292449516484212,0.018263080140257733,0.014837145558264734
