,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.6045673609186232,0.8008973865509253,0.41520845317498234,0.7154949708712383,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
1,0.13451297699093856,0.7858558142681698,0.5009730086731504,0.7159332256343157,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
2,0.37675496517902507,0.7101937609531415,0.4823269508146436,0.7250947893647882,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
3,0.8074398032280907,0.45430306400198095,0.4372282545580991,0.7472047911507684,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
4,0.4757843583453889,0.7618592089038364,0.47526368155579646,0.7191301723272696,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
5,-0.017215500955040097,0.5940666842116001,0.48981082744796456,0.7363135538897159,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
6,-3.196918798972355,0.5984300057207979,0.49603244320718143,0.7377109301393086,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
7,0.6554715326685918,0.6885839722119349,0.4421777620203099,0.7279380934058192,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
8,-0.07483163940258475,1.1091817152362293,0.5446433650459367,0.6686327434207627,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
9,0.515582089368968,0.6318709521728845,0.4727898723458057,0.7327763629167738,0.05,2,0.02811471473696463,0.7135242564231501,0.475645461884387,0.722622963312076,2.292969081970348,0.3418374655251797,0.07251713078833599,0.042237389247286164
