,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,feature_represenation,trait,Model_Name,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.3225891926890462,1.1785445061519113,0.8761311761561261,0.32912618400836835,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
1,0.49132459887765056,0.7044815198454775,0.8671788048967347,0.3642694393819209,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
2,-0.04616078599853779,1.412736872121189,0.8867579583644002,0.3180447509556171,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
3,0.09079987501368558,0.9724381349269964,0.864190581612327,0.3677119398363012,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
4,0.44138498487601396,0.42577732972798626,0.8680339474516721,0.37579462138825886,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
5,0.410902292206778,0.3868364034243136,0.8650099161669513,0.3807400417468876,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
6,0.07513186764572954,1.079681525443851,0.8717069539966618,0.349261370857395,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
7,-0.19877533419004512,0.7661734614343305,0.8756572855106924,0.3616426762875862,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
8,-1.9680240887787934,1.160704436019107,0.8870230947285358,0.34592609311142997,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
9,-0.7422430128354247,1.1487405291552812,0.8735801874133104,0.360113156436421,0.05,PCA_SNPs,study_1_8W_GH_FT,rf,2,-0.11230704104938972,0.9236114718250443,0.8735269906297412,0.3552630274010186,1.4700104102092193,0.6683965773830147,0.016030258760867316,0.0389951459896731
0,0.36763920167841313,1.138681845950363,0.9204437757061903,0.2637658153205021,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
1,0.38366363804179393,0.7754577348197166,0.9186111913049331,0.28514869698575646,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
2,0.39742434479304045,1.0721803723059546,0.920042624080267,0.2672475013337723,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
3,0.3900854748760614,0.7964650561016161,0.9115484293540326,0.29675330318242554,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
4,0.5427324540453846,0.3852223008919589,0.9180664755968458,0.29610808472207684,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
5,0.3861215947108697,0.39488882931410885,0.9159840542463469,0.3003713316494239,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
6,0.12319278013653456,1.0512543867452628,0.9216025758326094,0.2730234139518569,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
7,0.17888676821255334,0.6341028877595485,0.9204572902874064,0.2892475528225789,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
8,0.4045593693569802,0.519884855638559,0.9142626471171513,0.3013516128901159,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
9,0.28895182715721346,0.7338665461081628,0.9100396032219403,0.3037785454563031,0.1,PCA_SNPs,study_1_8W_GH_FT,rf,4,0.3463257453008845,0.7502004815635251,0.9171058666747723,0.2876795858314812,0.23650370677294644,0.536468543103342,0.007855418078782147,0.029024174076094828
0,0.39410830698243937,1.114595861812781,0.9248767846475763,0.256311747420144,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
1,0.47533422791109925,0.7154686409593529,0.9163042961986723,0.289161606168569,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
2,0.5144696952580299,0.962432395062291,0.9149229810933671,0.2756706428075173,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
3,0.5449597499648127,0.6879504277179415,0.9072768675970945,0.3038343241931852,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
4,0.6200626393173536,0.3511415583558847,0.9184644616512607,0.29538804768016524,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
5,-1.384317979629483,0.7782439572410255,0.9247892039274359,0.2841958373128273,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
6,0.15429161950728365,1.0324429892141165,0.9062541435070655,0.2985554728400287,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
7,0.4286501873291163,0.5289434582958856,0.9152199396395101,0.2986182618021285,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
8,-0.08203647950405468,0.7008238691248186,0.9241717613682142,0.28340269052929035,0.2,PCA_SNPs,study_1_8W_GH_FT,rf,10,0.17609618734404983,0.7699768572643321,0.916975654011442,0.28760905912829055,1.160843928314999,0.4507975510252245,0.012976429454447136,0.027172501095328615
