,variance_maintained,feature_represenation,trait,Model_Name,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.05,PCA_SNPs,study_16_Mo98,rf,3,-0.025851197524517987,0.9807032091941046,0.868595860540941,0.3623014559365105,0.35859379545843073,0.3432056842344882,0.007623509684386171,0.016055221052908537
1,0.1,PCA_SNPs,study_16_Mo98,rf,8,0.0446911625824488,0.9515756121199003,0.874548850447825,0.3540621441993269,0.272830817732609,0.37589251291407977,0.008615474701026237,0.02245154968119657
2,0.2,PCA_SNPs,study_16_Mo98,rf,29,0.13306294220506243,0.9064025413892505,0.884163494632967,0.3402528286000366,0.29172567254251025,0.37982002938971343,0.006518856337775836,0.02139455520872411
3,0.3,PCA_SNPs,study_16_Mo98,rf,56,0.13548462025043023,0.9048378429938521,0.8832292723603732,0.3416377487085182,0.2762826252499473,0.37021423628897016,0.006962525421914001,0.02298646584002679
4,0.4,PCA_SNPs,study_16_Mo98,rf,88,0.1121197075643303,0.9175944404705616,0.8806737880539245,0.34531016967546124,0.21005974187794535,0.3564996349791457,0.0031753624107506637,0.015743709806126237
5,0.5,PCA_SNPs,study_16_Mo98,rf,122,0.10552544220449364,0.9217285806293399,0.879954834210468,0.34634208020750085,0.21256119191711859,0.36888355496036845,0.008625268026209871,0.0219538345026976
6,0.7,PCA_SNPs,study_16_Mo98,rf,198,0.1043139859882201,0.9248642044358141,0.8765136447707763,0.35130581633882,0.17536356204518236,0.3853537861582139,0.0058236181892044455,0.020605309002298552
7,0.9,PCA_SNPs,study_16_Mo98,rf,286,0.0994327464845077,0.9260979972159729,0.8779047302667904,0.3493068539949622,0.14660649152865024,0.3641169207062997,0.006316611978097902,0.02011740927221934
8,1.0,PCA_SNPs,study_16_Mo98,rf,345,0.07740290232572966,0.9365077636547855,0.8770588220638383,0.35050552133445423,0.1485182172925244,0.35439383497583726,0.006090622427751864,0.019155637739424445
