,variance_maintained,feature_represenation,trait,Model_Name,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.05,PCA_SNPs,study_1_FT22,rf,2,0.23540861011581593,0.6541177771169133,0.9358035253644739,0.2528213262288381,1.503190467608927,0.34924995043392526,0.009241328087659059,0.014562083365390615
1,0.1,PCA_SNPs,study_1_FT22,rf,4,0.2778435014573145,0.631278307590076,0.9401909086894498,0.24405264732637835,1.5410550635818066,0.32682549850090264,0.008384073768975509,0.014809745852059185
2,0.2,PCA_SNPs,study_1_FT22,rf,12,0.2932319476393668,0.6402420245935245,0.9410341856017443,0.24228777759826925,1.32470412074097,0.24844551162145576,0.007527317177368893,0.005159024655235839
3,0.3,PCA_SNPs,study_1_FT22,rf,24,0.24186627611428568,0.6445807553032171,0.9422968912229724,0.2396857856677329,1.6738589209485228,0.22281503990984325,0.008402882809336433,0.013196877387225879
4,0.4,PCA_SNPs,study_1_FT22,rf,40,0.273931235976928,0.6387558640702895,0.9420252435107231,0.24017647869193895,1.523980350354922,0.24513277115397017,0.009314331521438785,0.012647690491946091
5,0.5,PCA_SNPs,study_1_FT22,rf,58,0.3058258814828289,0.6319928184607083,0.9431983321733262,0.2377418221507459,1.3459713690248092,0.2884975348729364,0.009103020376382881,0.01290931947439846
6,0.7,PCA_SNPs,study_1_FT22,rf,99,0.30855439846356203,0.641432579640977,0.9410376922334411,0.24211112607313393,1.2344554951338513,0.28484446466780416,0.011583681720782312,0.017333392573023795
7,0.9,PCA_SNPs,study_1_FT22,rf,147,0.30997473539671433,0.6469284169199703,0.9391387093104656,0.24597135971952533,1.181513126645206,0.29286550867099087,0.011853871121953762,0.015093523279801704
8,1.0,PCA_SNPs,study_1_FT22,rf,193,0.2962499072357074,0.6536560706655862,0.9376691821796187,0.24898314371347174,1.2080846889562014,0.28435983935429315,0.011246826651989237,0.015371860329333045
