,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,feature_represenation,trait,Model_Name,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.717325661003815,0.58080933368552,0.9135838762609525,0.28831824165868186,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
1,0.550882699927182,1.1683266678848425,0.9058998102989555,0.2674463237235048,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
2,0.2733811673538761,0.7666792204622853,0.929918123458727,0.2673836531674991,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
3,0.46425565021691484,0.725252480360884,0.922121355193936,0.2792103743376586,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
4,-1.0175581628578994,0.8322146893962874,0.9343265158931172,0.2643892037971492,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
5,0.13702648818689422,0.6008533083158372,0.9308035110838148,0.2708000091522471,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
6,0.14314905612090678,0.8830049061602747,0.9285066558542907,0.2684883397381538,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
7,0.585783689121233,0.5881917370757304,0.9236336156665071,0.27876292032772043,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
8,0.403113131457963,0.5479712823854018,0.9240002637612735,0.2819680924092167,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
9,0.5774834888734497,0.42170872868409437,0.925182022773714,0.2807885763728539,0.05,PCA_SNPs,study_1_LN16,rf,2,0.28348428694043354,0.7115012354411158,0.9237975750245289,0.2747555734684686,0.9731130674820431,0.41892818543380583,0.016644265039594992,0.01571296236442534
0,0.727549337923224,0.5702093417421245,0.9124483966471691,0.2902062636187028,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
1,0.6313383789113696,1.0585182786209462,0.9191704637413565,0.24787140394395657,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
2,0.4740806337521729,0.6522588034104121,0.93898102658602,0.24949648983221373,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
3,0.7460335842159669,0.49934254217693014,0.9300809182609026,0.26455758414525943,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
4,-0.790693795466318,0.7840305941261437,0.9469538354646814,0.23761600093359947,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
5,0.13128736765636784,0.6028479554487571,0.9403621710983943,0.2514013223759534,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
6,0.2859446629629262,0.806076781266073,0.9426556887773436,0.24045720445424848,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
7,0.584238118007151,0.5892880793561869,0.9375202805302918,0.2521467800835411,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
8,0.53643344862694,0.48291181675085415,0.9342705230794731,0.2622249502968342,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
9,0.5264711312238144,0.44644090340595965,0.9368372556313003,0.2579924218882484,0.1,PCA_SNPs,study_1_LN16,rf,4,0.3852682867813615,0.6491925096304387,0.9339280559816933,0.2553970421572557,0.8899211815028801,0.3658305948857983,0.020949705826465482,0.02926393452104414
0,0.7014789669766341,0.5968674043343071,0.9278873394868413,0.26337860261348645,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
1,0.6225081736996769,1.0711201117586733,0.9248304050010494,0.2390355461754288,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
2,0.4439038515721173,0.6707108180971084,0.9414135972410201,0.2444727219456321,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
3,0.7228893210011351,0.5215993653198817,0.9324771138458501,0.25998473953363677,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
4,-0.5263211950587718,0.7238445568973776,0.9446828939857826,0.24264894874694318,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
5,0.2778901953389955,0.5496311584958851,0.935889976045609,0.26065713353494,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
6,0.26114368960648116,0.8199558530490421,0.9424840314973273,0.240816833730202,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
7,0.6551994882661234,0.5366476994063143,0.9380957890161301,0.25098281581351095,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
8,0.6069201977329977,0.4446846630634277,0.9359131086672838,0.25892770772737955,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
9,0.4833743828712189,0.4663142813080532,0.9319037450086933,0.2678786291547595,0.2,PCA_SNPs,study_1_LN16,rf,11,0.4248987072006608,0.6401375911730071,0.9355577999795587,0.25287836789759194,0.7297303217331507,0.37489249326108054,0.012549512492654753,0.02064843777046671
0,0.6719725181807348,0.6256702558746388,0.9250203358104265,0.2685631828831892,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
1,0.6627485235592425,1.0124214256494004,0.9250197525317615,0.23873429851901834,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
2,0.14047895993003923,0.8338513261417414,0.9338717673363944,0.25973199389316687,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
3,0.7663809458062839,0.4789217422227468,0.9353572715179803,0.25437955172401816,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
4,-0.4379520216668016,0.7025779948706878,0.9454998806718032,0.2408504239039558,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
5,0.30981338399916813,0.5373447258714483,0.9425206044715386,0.2468099940507344,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
6,0.3847223130374232,0.7482488529090019,0.9438887184092591,0.23785797513812504,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
7,0.6052309838314391,0.5742180641233127,0.9416411899991621,0.24368966162603475,0.3,PCA_SNPs,study_1_LN16,rf,22,0.4103812037052067,0.6469951582409442,0.9369097060116973,0.25002377464455927,0.6918320595328609,0.3486109113120267,0.014356194768989822,0.020069928936809422
