,variance_maintained,feature_represenation,trait,Model_Name,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.05,PCA_SNPs,study_16_Cd111,rf,3,-0.1307098885304262,1.0421903441948972,0.8544044681605284,0.38148734509751536,0.2115943988475577,0.2781735668075343,0.005970692160575678,0.015991077197651825
1,0.1,PCA_SNPs,study_16_Cd111,rf,8,-0.07521089032092686,1.0151823827363757,0.860352119620488,0.37360398514597903,0.19417039152158763,0.24982104181238426,0.007115698250453163,0.01646469323579753
2,0.2,PCA_SNPs,study_16_Cd111,rf,29,0.004672263847418234,0.9762613987531684,0.869977654458127,0.36050909560247446,0.23036429552186452,0.25050829219892007,0.004148461132103709,0.013644870902221955
3,0.3,PCA_SNPs,study_16_Cd111,rf,56,0.020735107474888305,0.9694197404703196,0.8695741831182292,0.36105876977555096,0.21886620864063783,0.2635330403337006,0.003974821131877123,0.012400683403205884
4,0.4,PCA_SNPs,study_16_Cd111,rf,88,0.024884633334924876,0.9672663202978776,0.8705507256027275,0.3597189308239245,0.2101667682885243,0.2696006202652708,0.0038889555654974574,0.013918240898949665
5,0.5,PCA_SNPs,study_16_Cd111,rf,122,0.021017755293025832,0.9691059919128548,0.8719025042600212,0.3578295573704692,0.21030282874899672,0.26731004133022296,0.005341235688044918,0.014954885405688834
6,0.7,PCA_SNPs,study_16_Cd111,rf,198,-0.00011500706891592882,0.9814787735305103,0.868463617199516,0.3625927938967772,0.16384801873364102,0.28511792645914313,0.004298477051908045,0.01269800099372224
7,0.9,PCA_SNPs,study_16_Cd111,rf,286,-0.015720904196307804,0.9891103381034245,0.8669693216364793,0.3646655067551011,0.1660033371572652,0.28572303752497424,0.00638359455220824,0.017358545503308467
8,1.0,PCA_SNPs,study_16_Cd111,rf,345,-0.014099083912967613,0.9893601954278717,0.8672958191521563,0.36422391514924224,0.12159827198846031,0.28846608326055057,0.005940195365727059,0.017317056515091578
