,r2s,RMSEs,r2s_train,RMSEs_train,variance_maintained,feature_represenation,trait,Model_Name,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.1702543122865352,0.6937990450301907,0.9111767704557298,0.3032373348852892,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
1,0.7425459468568122,0.38690336934929154,0.900651202468983,0.3211357689847791,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
2,0.22532648637143038,0.77063093958137,0.9067707256985608,0.3087870951077491,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
3,0.35883186289840996,0.9989007919440959,0.9068666329947911,0.2922357873345851,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
4,0.6067213570089467,0.6942052733674424,0.8929511137001164,0.3223526879244529,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
5,-0.01004811719581733,0.9497262173527332,0.9046475613232401,0.310421629493889,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
6,0.3029574335231038,0.8261810509637343,0.9105896335996231,0.29904139319174206,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
7,-0.4644874695714847,1.263842450152736,0.9061968065260644,0.3026295946023903,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
8,0.11740342289916372,1.0356513803370029,0.9137689216410334,0.2902276181734564,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
9,0.0315547665226501,0.7168275568552825,0.9083447792986548,0.30950850407941044,0.05,PCA_SNPs,study_1_0W,rf,2,0.208106000159975,0.833666807493388,0.9061964147706797,0.3059577413777744,0.6589718098804475,0.4724426558188622,0.011603391243012517,0.02108706679653397
