,r2s,RMSEs,r2s_train,RMSEs_train,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.50693941437212,0.7699346681432397,0.6529446389477946,0.5814110537897421,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
1,-4.015134507799215,0.871715819452785,0.7552096673598714,0.5170137779016553,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
2,0.012577447790818153,0.6463275287992845,0.8105789458085233,0.44700303779812445,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
3,-0.2796102210953868,1.7064845455882287,0.7659709710542337,0.44389190567243725,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
4,-0.054591436109549196,1.394190042621774,0.6609230809635238,0.5535971549659082,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
5,-0.2941711649291898,1.2115528207961044,0.6519671523278981,0.5853986119069785,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
6,-0.929347994899058,0.7246164056614156,0.7719254024249227,0.4955450864657147,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
7,-0.029982072146619076,1.2902998921735864,0.67641299905678,0.544472105143489,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
8,-0.07041683830264134,0.6002189523819178,0.6935536849973518,0.5736478412409352,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
9,-0.4423026112250197,0.6223376267492933,0.8079024602827657,0.45466956623248433,Random_Forest,SNPs,-,3,336826,-0.559603998434374,0.983767830236763,0.7247389003223665,0.5196650141117469,2.486082286580191,0.7601333220086508,0.1256207628817345,0.11058318888484035
