,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Random_Forest,SNPs,-,3,314263,0.22569191488112134,0.8423126379876761,0.8031928015342462,0.44268667955229446,0.40196243086952604,0.22567904223800717,0.04515453861554838,0.04667011055859847
1,Random_Forest,SNPs,-,5,314263,0.12545907429844713,0.8862622683025552,0.8518405879401613,0.3846471107718774,0.6436101030072632,0.31732430833858494,0.01807766112974127,0.026348524652819488
2,Random_Forest,SNPs,-,10,314263,0.33035957028154544,0.7837146487469914,0.8890877819961925,0.3323718659799725,0.3836903534721561,0.241289017395374,0.030649780820019748,0.05248750891720505
3,Random_Forest,SNPs,-,50,314263,0.35643528645281247,0.7683745273736989,0.9172536926573245,0.2874233034500319,0.35206872847057885,0.2280844224794272,0.01017197389709447,0.017122607394121064
