,r2s,RMSEs,r2s_train,RMSEs_train,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,-0.8501214033968567,0.8356205787823867,0.501708797880632,0.7309495828484197,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
1,-2.180028462998103,0.8095265434314661,0.6215509188981377,0.6390160472484487,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
2,-0.07969104761837498,1.996471019230552,0.7495138735118543,0.38903155601912665,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
3,0.17298852721989977,0.986073367169195,0.6993595692628667,0.5423831845367223,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
4,-0.9317262090564162,0.9365639567582953,0.6737396093986044,0.5865969333685969,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
5,-7.2652299220945,1.735296831676625,0.26331754162475085,0.8852916948504308,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
6,0.3463804371127681,1.0234805573359755,0.7035053037589342,0.5250402737201294,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
7,0.23219817710005697,0.5261490042883277,0.5872353342856882,0.6643290539479965,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
8,-2.5133746692531354,1.011010789761982,0.49926726277455535,0.7323963768046216,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
9,-1.1948410789595227,0.9442501894308728,0.7441646322272221,0.5215540310348581,Random_Forest,SNPs,-,3,319604,-1.4263445651944184,1.0804442837865678,0.6043362843623246,0.621658873437935,4.466487441669009,0.8679103113468812,0.2941913710456747,0.2747242278924992
0,-0.7317326978574017,0.8084430683124972,0.6897818801491722,0.5767390976689035,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
1,-0.940316888045541,0.6323418443297203,0.8145390336996501,0.4473364594169757,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
2,-0.1841136488889985,2.0907877829112413,0.8066534084369208,0.34179149524994124,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
3,0.17309564077547135,0.986009507568625,0.7931486051849763,0.4498956054626205,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
4,-0.5704322937143922,0.8444506273922912,0.8382110192957757,0.4130780153628449,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
5,-1.2495924676634464,0.9053118994723006,0.7805180801981066,0.48322077863685936,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
6,0.3809578645097236,0.9960409208628547,0.79824613678003,0.4331068802121399,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
7,0.3682173459778787,0.4772742813431241,0.8346458672543837,0.42047435872002864,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
8,-0.6570330965046944,0.6943191585417912,0.7758186190595936,0.4900529007455523,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
9,-0.586721874995006,0.8028528348836084,0.6403403822761338,0.6183934117338824,Random_Forest,SNPs,-,5,319604,-0.39976721164064066,0.9237831925618054,0.7771903032334743,0.4674089003209748,1.0988578377431621,0.862429042621644,0.12459115709054064,0.15779434652939497
0,-0.025473209143295872,0.622115715669094,0.822680837415442,0.4360373070037991,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
1,-1.7804198292220113,0.7569562484545209,0.8036464464931373,0.4602856332467571,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
2,-0.041789344739054934,1.961115696699094,0.8944923655926744,0.25248462367364705,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
3,0.3214965443252338,0.893160470611226,0.7577909851500355,0.4868303842920728,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
4,-0.651239207668828,0.8659038090775961,0.8024607741788303,0.45644061938262354,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
5,0.3283279788028304,0.49468066185272863,0.8623389820652436,0.38269405348539737,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
6,0.5213765418671281,0.8758184020072722,0.7118843208863161,0.5175682175697043,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
7,-0.6323508303159397,0.7671688061145309,0.8467507251995701,0.40479133183584104,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
8,-0.3513656324752752,0.6270179770797134,0.7978223862511987,0.465382156147681,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
9,0.23501354372585903,0.5574583355949712,0.7715238624860707,0.4928780062002284,Random_Forest,SNPs,-,10,319604,-0.20764234448433538,0.8421396123160747,0.8071391685718519,0.4355392332837752,1.3431997261187487,0.8175143618879924,0.10409608915828131,0.14874551824073043
0,0.4978512705963377,0.43533661612307767,0.8559151597795805,0.39305647731713295,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
1,-0.4931639089184061,0.5547142617835248,0.8810440319330792,0.3582623371846556,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
2,-0.004655233903380518,1.9258470192032935,0.9108519431633832,0.23208599407423228,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
3,0.454296133520404,0.8009990064192006,0.886451050076128,0.3333297567117036,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
4,-0.10258361495735957,0.7075716456192616,0.8901418999093299,0.34038754008733313,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
5,0.25662890448622355,0.520414201467496,0.8791127608784873,0.35862160937710647,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
6,0.41183106657447166,0.970885727335583,0.8692771716579012,0.3486260786877795,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
7,0.35821987464687033,0.4810357073183418,0.9083452543722728,0.31304694376731373,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
8,0.14769808275911311,0.4979552210629833,0.8949082393418828,0.3355270420801651,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
9,0.4292436448363648,0.48151621732380084,0.8848610923025884,0.34988882137063104,Random_Forest,SNPs,-,50,319604,0.1955366219640639,0.7376275623656563,0.8860908603414633,0.33628326006580533,0.6182551018343865,0.8843170436999419,0.032480628254603246,0.08255267562486468
