,r2s,RMSEs,r2s_train,RMSEs_train,max_features,n_estimators,n_jobs,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.4012661129421543,1.028430499763733,0.9153463625333271,0.2778408353836334,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
1,0.3696482320123283,0.7109845833561483,0.9160286203133075,0.29293316905959405,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
2,0.43147912119296306,0.8160176578183874,0.9209197059708376,0.2783112756188561,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
3,0.5868045567720541,0.5140087184840396,0.9167428744879611,0.2939833652886479,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
4,0.3080022377481739,0.8928035969408293,0.9217893568961093,0.27726021039814847,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
5,0.22814843403383545,0.5317075034988,0.9159326196390026,0.29879279536454206,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
6,0.3804991503737817,0.7353480034470414,0.9203495564957047,0.28415832779879246,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
7,0.33164561147544924,0.8629624598889182,0.9166966600943213,0.2864742684231469,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
8,0.5626615276425503,0.6456605367575721,0.9122029737234131,0.2969867441363255,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
9,0.36849140128158275,0.800002706919027,0.9178480275684237,0.28639890351497493,0.1,200,-1,Random_Forest,SNPs,-,13747,0.3968646385474873,0.7537926266874496,0.9173856757722408,0.28731398949866616,0.21392264878662792,0.31560720137365156,0.005723298512475581,0.01579864310558059
