accession_id,replicate_id,shoots 21d protocol b,shoots 21d protocol a,callus score 21d protocol b,area 15d protocol a,area 15d protocol b,callus score 21d protocol a,undefined structures 21d protocol b,undefined structures 21d protocol a,undefined structures 15d protocol b,undefined structures 15d protocol a,callus score 15d protocol b,callus score 15d protocol a,root-like structures 21d protocol b,root-like structures 21d protocol a,greening 15d protocol a,greening 15d protocol b,shoots 15d protocol b,shoots 15d protocol a,root-like structures 15d protocol b,root-like structures 15d protocol a,greening 21d protocol a,greening 21d protocol b,shoot primordia 15d protocol b,shoot primordia 15d protocol a,area 21d protocol a,shoot primordia 21d protocol b,shoot primordia 21d protocol a,area 21d protocol b
763,67137,0.0,11.0,3.0,74906.0,35906.0,1.0,0.0,18.0,0.0,4.0,1.0,1.0,6.0,0.0,100.84,95.797,0.0,0.0,6.0,0.0,80.975,98.687,0.0,18.0,344700.0,0.0,9.0,85296.0
763,67138,0.0,12.0,2.0,45078.0,45668.0,1.0,3.0,9.0,0.0,1.0,1.0,1.0,2.0,1.0,119.135,99.264,2.0,0.0,2.0,1.0,86.616,100.329,0.0,12.0,164283.0,0.0,7.0,107163.0
763,67139,0.0,20.0,2.0,91167.0,47961.0,1.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,3.0,115.678,104.198,0.0,3.0,1.0,4.0,104.047,94.765,0.0,11.0,388189.0,0.0,6.0,85151.0
763,67140,0.0,0.0,3.0,23323.0,74189.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,96.819,109.815,0.0,0.0,4.0,0.0,82.56,109.288,0.0,1.0,45362.0,3.0,1.0,162524.0
763,67141,0.0,9.0,1.0,105505.0,32509.0,2.0,0.0,15.0,0.0,7.0,1.0,1.0,2.0,3.0,107.008,81.235,0.0,0.0,2.0,4.0,104.084,76.751,0.0,14.0,308691.0,0.0,4.0,48017.0
765,67142,0.0,0.0,0.0,5203.0,19630.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,82.714,81.39,0.0,0.0,9.0,0.0,67.157,67.299,0.0,0.0,8183.0,0.0,0.0,23925.0
765,67143,0.0,0.0,0.0,17319.0,6601.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,88.382,77.07,0.0,0.0,8.0,2.0,74.979,71.443,0.0,0.0,24940.0,0.0,0.0,10142.0
765,67144,0.0,0.0,1.0,17605.0,11901.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,3.0,90.949,102.09,0.0,0.0,10.0,3.0,74.957,81.992,0.0,0.0,19451.0,0.0,0.0,30692.0
765,67145,0.0,0.0,0.0,15020.0,14645.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,94.875,79.696,0.0,0.0,15.0,2.0,74.976,73.625,0.0,0.0,14874.0,0.0,0.0,26376.0
765,67146,0.0,0.0,0.0,7604.0,16396.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,87.747,85.543,0.0,0.0,10.0,0.0,74.774,74.578,0.0,0.0,7807.0,0.0,0.0,18200.0
765,67147,0.0,0.0,0.0,17500.0,15929.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,3.0,83.913,89.411,0.0,0.0,7.0,3.0,68.341,74.656,0.0,0.0,11804.0,0.0,0.0,18152.0
765,67148,0.0,0.0,1.0,4124.0,29918.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,86.444,80.267,0.0,0.0,13.0,0.0,67.485,73.811,0.0,0.0,3472.0,0.0,0.0,13713.0
765,67149,0.0,0.0,0.0,13669.0,39591.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,90.325,76.454,0.0,0.0,8.0,2.0,72.178,70.188,0.0,0.0,14157.0,0.0,0.0,28924.0
765,67150,0.0,0.0,1.0,1631.0,28144.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,82.987,75.224,0.0,0.0,14.0,0.0,83.481,67.161,0.0,0.0,2401.0,0.0,0.0,26240.0
765,67151,0.0,0.0,1.0,9032.0,33113.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,90.585,77.112,0.0,0.0,11.0,0.0,78.409,72.143,0.0,0.0,8174.0,0.0,0.0,25564.0
765,67152,0.0,0.0,1.0,817.0,30651.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,84.589,72.54,0.0,0.0,6.0,0.0,72.198,71.734,0.0,0.0,303.0,0.0,0.0,20725.0
765,67153,2.0,0.0,1.0,4583.0,37146.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,89.844,74.014,0.0,0.0,5.0,1.0,77.05,75.619,0.0,0.0,11315.0,1.0,0.0,29923.0
766,67154,0.0,,0.0,,63873.0,,0.0,,0.0,,1.0,,1.0,,,86.34,0.0,,1.0,,,82.576,0.0,,,0.0,,71054.0
766,67155,0.0,,0.0,,35271.0,,0.0,,0.0,,1.0,,0.0,,,80.329,0.0,,0.0,,,77.195,0.0,,,0.0,,41886.0
766,67156,0.0,,0.0,,55923.0,,0.0,,0.0,,1.0,,4.0,,,88.307,0.0,,4.0,,,77.861,0.0,,,0.0,,64753.0
766,67157,0.0,,1.0,,20523.0,,0.0,,0.0,,1.0,,7.0,,,92.281,0.0,,6.0,,,76.288,0.0,,,0.0,,50718.0
766,67158,0.0,,0.0,,48053.0,,0.0,,0.0,,1.0,,6.0,,,87.458,0.0,,5.0,,,76.744,0.0,,,0.0,,65798.0
766,67159,0.0,,1.0,,49370.0,,0.0,,0.0,,1.0,,3.0,,,78.202,0.0,,3.0,,,77.49,0.0,,,0.0,,48704.0
766,67160,0.0,,0.0,,43179.0,,0.0,,0.0,,1.0,,2.0,,,85.569,0.0,,3.0,,,72.88,0.0,,,0.0,,51197.0
766,67161,0.0,,1.0,,33837.0,,0.0,,0.0,,1.0,,6.0,,,89.94,0.0,,4.0,,,79.628,0.0,,,0.0,,80558.0
766,67162,0.0,,0.0,,56438.0,,0.0,,0.0,,1.0,,3.0,,,93.407,0.0,,4.0,,,85.223,0.0,,,0.0,,60666.0
766,67163,0.0,,1.0,,30183.0,,0.0,,0.0,,1.0,,0.0,,,95.066,0.0,,1.0,,,78.72,0.0,,,0.0,,69410.0
766,67164,0.0,,0.0,,17003.0,,0.0,,0.0,,1.0,,2.0,,,88.889,0.0,,2.0,,,78.267,0.0,,,0.0,,23025.0
766,67165,0.0,,1.0,,53079.0,,0.0,,0.0,,1.0,,13.0,,,100.588,0.0,,11.0,,,80.736,0.0,,,0.0,,117433.0
768,67166,0.0,,1.0,,8165.0,,0.0,,0.0,,1.0,,5.0,,,84.302,0.0,,5.0,,,68.67,0.0,,,0.0,,7915.0
768,67167,0.0,,1.0,,17438.0,,0.0,,0.0,,1.0,,3.0,,,82.561,0.0,,4.0,,,75.864,0.0,,,0.0,,23306.0
768,67168,3.0,,0.0,,14155.0,,0.0,,0.0,,1.0,,7.0,,,81.046,0.0,,6.0,,,86.125,1.0,,,0.0,,12982.0
768,67169,0.0,,1.0,,24424.0,,0.0,,2.0,,1.0,,12.0,,,87.343,0.0,,10.0,,,80.46,0.0,,,0.0,,60842.0
768,67170,8.0,,1.0,,41002.0,,5.0,,5.0,,1.0,,13.0,,,86.441,2.0,,11.0,,,78.482,3.0,,,0.0,,125159.0
768,67171,5.0,,1.0,,67077.0,,0.0,,1.0,,1.0,,11.0,,,81.3,0.0,,9.0,,,73.036,2.0,,,2.0,,120637.0
768,67172,0.0,,1.0,,33568.0,,2.0,,0.0,,1.0,,4.0,,,85.389,0.0,,2.0,,,71.138,1.0,,,0.0,,50508.0
768,67173,0.0,,1.0,,81488.0,,1.0,,0.0,,1.0,,16.0,,,88.391,0.0,,14.0,,,72.639,0.0,,,0.0,,170632.0
768,67174,0.0,,0.0,,19250.0,,0.0,,0.0,,1.0,,12.0,,,88.535,0.0,,12.0,,,80.61,0.0,,,0.0,,21373.0
768,67175,1.0,,1.0,,12879.0,,1.0,,0.0,,1.0,,9.0,,,100.462,0.0,,8.0,,,97.69,2.0,,,0.0,,14401.0
768,67176,4.0,,1.0,,13538.0,,3.0,,3.0,,1.0,,8.0,,,85.028,2.0,,7.0,,,79.552,1.0,,,2.0,,14911.0
768,67177,0.0,,1.0,,13496.0,,0.0,,0.0,,1.0,,5.0,,,79.158,0.0,,3.0,,,69.418,0.0,,,0.0,,13023.0
770,67178,0.0,0.0,1.0,5519.0,23142.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,88.443,70.569,0.0,0.0,0.0,0.0,75.82,66.734,0.0,0.0,23752.0,0.0,2.0,22096.0
770,67179,0.0,0.0,1.0,2783.0,25919.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,91.166,94.562,0.0,0.0,4.0,0.0,87.808,86.396,0.0,0.0,10121.0,0.0,0.0,44035.0
770,67180,0.0,0.0,1.0,2533.0,25942.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,87.22,83.555,0.0,0.0,2.0,0.0,87.72,76.065,0.0,0.0,12228.0,0.0,0.0,57985.0
770,67181,0.0,0.0,1.0,11505.0,8915.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,88.643,86.109,0.0,0.0,1.0,0.0,94.001,79.046,0.0,0.0,34080.0,0.0,0.0,19028.0
770,67182,0.0,0.0,1.0,12353.0,10338.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,97.595,88.797,0.0,0.0,1.0,2.0,99.475,75.949,0.0,0.0,34568.0,0.0,0.0,22901.0
770,67183,0.0,0.0,1.0,1947.0,24151.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.464,86.925,0.0,0.0,1.0,0.0,80.403,84.674,0.0,0.0,8553.0,0.0,0.0,37910.0
770,67184,0.0,0.0,2.0,11260.0,42523.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,77.497,93.025,0.0,0.0,3.0,1.0,72.917,93.773,0.0,0.0,14602.0,0.0,0.0,79375.0
770,67185,0.0,0.0,1.0,7302.0,16686.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,92.13,97.954,0.0,0.0,1.0,0.0,79.78,94.341,0.0,0.0,11357.0,0.0,0.0,36424.0
770,67186,0.0,0.0,1.0,4529.0,16444.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,94.368,91.626,0.0,0.0,1.0,1.0,81.977,87.786,0.0,0.0,6425.0,0.0,0.0,41762.0
770,67187,0.0,0.0,1.0,2807.0,13821.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,90.875,93.457,0.0,0.0,5.0,0.0,85.243,97.914,0.0,0.0,4996.0,0.0,0.0,44220.0
770,67188,0.0,0.0,1.0,15408.0,15039.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,78.39,89.627,0.0,0.0,4.0,0.0,68.223,90.308,0.0,0.0,29773.0,0.0,0.0,30411.0
770,67189,0.0,0.0,1.0,1265.0,22002.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,70.459,84.938,0.0,0.0,3.0,0.0,67.499,87.6,0.0,0.0,2835.0,0.0,0.0,55550.0
772,67190,0.0,0.0,0.0,22076.0,31966.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,82.516,81.302,0.0,0.0,7.0,0.0,84.77,71.646,0.0,0.0,17476.0,0.0,0.0,63325.0
772,67191,0.0,0.0,0.0,12640.0,3774.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,87.387,72.214,0.0,0.0,0.0,1.0,78.706,66.043,0.0,1.0,18739.0,0.0,0.0,6833.0
772,67192,0.0,0.0,0.0,3372.0,7765.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,77.358,72.844,0.0,0.0,1.0,0.0,71.664,69.465,0.0,0.0,7172.0,0.0,0.0,25325.0
772,67193,0.0,0.0,1.0,10617.0,33405.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,86.388,97.042,0.0,0.0,8.0,2.0,78.007,85.518,0.0,0.0,18148.0,0.0,0.0,55354.0
772,67194,0.0,0.0,1.0,4071.0,4957.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,82.506,78.53,0.0,0.0,0.0,1.0,86.925,72.004,0.0,0.0,13090.0,0.0,0.0,5173.0
772,67195,0.0,0.0,0.0,26300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.467,0.0,0.0,0.0,0.0,1.0,71.754,69.051,0.0,0.0,34529.0,0.0,0.0,217.0
772,67196,0.0,0.0,1.0,505.0,4614.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.604,75.05,0.0,0.0,1.0,0.0,70.826,68.916,0.0,0.0,8705.0,0.0,0.0,11096.0
772,67197,0.0,0.0,0.0,897.0,12170.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,67.499,78.632,0.0,0.0,1.0,2.0,80.506,71.675,0.0,0.0,59657.0,0.0,0.0,26269.0
772,67198,0.0,0.0,1.0,1.0,5746.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,61.0,70.062,0.0,0.0,0.0,1.0,71.635,66.693,0.0,0.0,48423.0,0.0,0.0,13451.0
772,67199,0.0,0.0,1.0,21.0,20594.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,78.476,88.13,0.0,0.0,2.0,3.0,99.995,75.076,0.0,0.0,10796.0,0.0,0.0,26902.0
772,67200,0.0,0.0,0.0,0.0,2767.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.706,0.0,0.0,0.0,0.0,78.618,68.798,0.0,0.0,3710.0,0.0,0.0,6696.0
772,67201,0.0,0.0,1.0,14133.0,12172.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,75.436,78.579,0.0,0.0,4.0,4.0,70.158,71.527,0.0,0.0,31865.0,0.0,0.0,8350.0
5837,67202,0.0,0.0,0.0,2642.0,11284.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.062,75.974,0.0,0.0,0.0,0.0,67.135,66.51,0.0,0.0,1853.0,0.0,0.0,13005.0
5837,67203,0.0,0.0,1.0,19617.0,76781.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,82.055,96.423,0.0,0.0,0.0,1.0,59.497,89.159,0.0,0.0,1151.0,0.0,0.0,146923.0
5837,67204,0.0,0.0,1.0,7153.0,151619.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,85.473,99.316,0.0,0.0,4.0,1.0,62.488,83.233,1.0,0.0,1987.0,0.0,0.0,182185.0
5837,67205,0.0,0.0,1.0,6388.0,33912.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,70.396,101.287,0.0,0.0,0.0,1.0,61.272,78.235,2.0,0.0,6765.0,0.0,0.0,68430.0
5837,67206,0.0,0.0,1.0,3450.0,80881.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,76.616,99.681,0.0,0.0,2.0,0.0,60.296,78.997,0.0,0.0,1285.0,0.0,0.0,119758.0
5837,67207,0.0,0.0,1.0,3575.0,124351.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,80.94,100.179,0.0,0.0,3.0,0.0,70.058,90.776,1.0,0.0,276.0,0.0,0.0,196257.0
5837,67208,0.0,0.0,0.0,10138.0,27125.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,69.156,95.246,0.0,0.0,0.0,0.0,57.667,74.592,0.0,0.0,3.0,0.0,0.0,35825.0
5837,67209,0.0,0.0,0.0,3787.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.513,87.589,0.0,0.0,0.0,0.0,67.461,71.197,0.0,0.0,115.0,0.0,0.0,1791.0
5837,67210,0.0,0.0,0.0,4118.0,56749.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.313,88.487,0.0,0.0,0.0,0.0,0.0,72.951,0.0,0.0,0.0,0.0,0.0,65909.0
5837,67211,0.0,0.0,1.0,10098.0,34423.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,77.367,94.288,0.0,0.0,1.0,0.0,63.125,80.36,0.0,0.0,440.0,0.0,0.0,46946.0
5837,67212,0.0,0.0,1.0,12415.0,60122.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,80.626,87.147,0.0,0.0,0.0,1.0,62.11,75.554,0.0,0.0,2243.0,0.0,0.0,82807.0
5837,67213,0.0,0.0,0.0,30696.0,85432.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,72.702,91.958,0.0,0.0,4.0,0.0,58.881,77.247,0.0,0.0,67.0,0.0,0.0,106537.0
6897,67214,0.0,0.0,0.0,33365.0,9020.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,91.522,85.578,0.0,0.0,3.0,1.0,74.208,70.812,0.0,1.0,30115.0,0.0,0.0,16824.0
6897,67215,0.0,0.0,0.0,33332.0,15024.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,85.38,83.289,0.0,0.0,2.0,0.0,70.898,69.541,0.0,1.0,30437.0,0.0,0.0,18332.0
6897,67216,0.0,0.0,0.0,22203.0,25021.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,93.845,88.046,0.0,0.0,4.0,1.0,76.898,74.154,0.0,0.0,22002.0,0.0,0.0,47446.0
6897,67217,0.0,0.0,0.0,17293.0,19078.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91.759,88.719,0.0,0.0,0.0,1.0,74.725,75.033,0.0,0.0,14844.0,0.0,0.0,25989.0
6897,67218,0.0,0.0,0.0,22079.0,20796.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,91.105,81.33,0.0,0.0,1.0,2.0,66.463,70.691,0.0,0.0,7718.0,0.0,0.0,35701.0
6897,67219,0.0,0.0,0.0,12375.0,48482.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,91.0,86.966,0.0,0.0,6.0,1.0,70.431,73.623,0.0,0.0,8436.0,0.0,0.0,69082.0
6897,67220,0.0,0.0,0.0,20277.0,30699.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,82.886,86.176,0.0,0.0,7.0,2.0,72.102,73.74,0.0,0.0,11943.0,0.0,0.0,26654.0
6897,67221,0.0,0.0,0.0,16846.0,39046.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,81.939,85.122,0.0,0.0,5.0,1.0,67.209,71.269,0.0,0.0,18191.0,0.0,0.0,46308.0
6897,67222,0.0,0.0,0.0,24975.0,27052.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,81.177,82.821,0.0,0.0,1.0,1.0,66.136,73.617,0.0,0.0,31669.0,0.0,0.0,33177.0
6897,67223,0.0,0.0,0.0,37312.0,54815.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,91.244,84.981,0.0,0.0,6.0,1.0,70.477,76.851,0.0,0.0,50568.0,0.0,0.0,74857.0
6897,67224,0.0,0.0,0.0,12581.0,88387.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,87.446,79.905,0.0,0.0,7.0,2.0,71.642,72.926,0.0,0.0,19152.0,0.0,0.0,76508.0
6897,67225,0.0,0.0,1.0,7922.0,62433.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,99.773,82.713,0.0,0.0,2.0,1.0,79.25,74.372,0.0,0.0,16926.0,0.0,0.0,45258.0
6898,67226,0.0,0.0,0.0,6352.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,81.156,76.622,0.0,0.0,10.0,2.0,67.859,74.845,0.0,0.0,5119.0,0.0,0.0,6129.0
6898,67227,0.0,0.0,0.0,2048.0,756.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,95.982,77.406,0.0,0.0,2.0,1.0,95.621,69.238,0.0,0.0,1704.0,0.0,2.0,3131.0
6898,67228,0.0,0.0,0.0,5777.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,85.702,73.588,0.0,0.0,4.0,1.0,67.514,71.15,0.0,0.0,9786.0,0.0,0.0,1709.0
6898,67229,0.0,0.0,0.0,1198.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,74.356,82.744,0.0,0.0,1.0,0.0,66.235,72.697,0.0,0.0,586.0,0.0,0.0,6296.0
6898,67230,0.0,0.0,0.0,1467.0,682.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,100.954,74.826,0.0,0.0,8.0,1.0,88.312,67.475,0.0,0.0,1551.0,0.0,1.0,3708.0
6898,67231,0.0,0.0,0.0,1465.0,15365.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,82.612,87.529,0.0,0.0,1.0,1.0,70.789,67.873,0.0,0.0,601.0,0.0,0.0,30306.0
6898,67232,0.0,0.0,1.0,265.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,75.287,91.044,0.0,0.0,5.0,2.0,79.6,78.256,0.0,0.0,5.0,0.0,0.0,4645.0
6898,67233,0.0,0.0,0.0,646.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,83.322,71.938,0.0,0.0,2.0,2.0,70.34,73.453,0.0,0.0,1531.0,0.0,0.0,1021.0
6898,67234,0.0,0.0,1.0,355.0,1809.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,87.865,84.86,0.0,0.0,16.0,0.0,72.972,78.857,0.0,0.0,784.0,0.0,0.0,11794.0
6898,67235,0.0,0.0,1.0,694.0,2147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,93.03,77.384,0.0,0.0,15.0,0.0,79.348,80.963,0.0,0.0,1215.0,0.0,0.0,10425.0
