,r2s,RMSEs,r2s_train,RMSEs_train,max_features,n_estimators,n_jobs,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.13185509896331427,1.0547526909139648,0.8887696511750498,0.3279525268619709,0.7,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
1,0.028978842301939256,0.8518580455330421,0.890250486869413,0.33353553685053633,0.5,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
2,0.2064066092196165,0.7644891436705185,0.8900311913733561,0.3364939453895867,0.7,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
3,0.10633807282019114,0.8501786482174862,0.8925588089388073,0.3306876402727399,0.7,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
4,0.33317833435895916,0.7266520311699943,0.889159521619294,0.33670860571251304,0.5,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
5,0.2667398918922371,0.9156513470537857,0.886630874193343,0.33399075082364243,0.7,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
6,0.18622266017610256,0.8548196903305101,0.888245350719919,0.3361309212559758,0.7,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
7,0.05914689723705091,1.049546465188846,0.8892394097566908,0.32875124500510833,0.5,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
8,0.20001238687620937,0.9184446475896582,0.8886679427084179,0.3323072029404361,0.5,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
9,0.18714198552443817,0.9657630247651479,0.8841909980853073,0.3375341930746859,0.1,200,-1,Random_Forest,SNPs,-,68168,0.17060207793700585,0.8952155734432954,0.8887744235439599,0.3334092568187195,0.18064236524703234,0.21295797024550137,0.0043503457559288675,0.006703350924090298
