,r2s,RMSEs,r2s_train,RMSEs_train,max_features,n_estimators,n_jobs,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.24105491346226104,1.0395307520982033,0.9027253701952784,0.3039749928701823,0.1,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
1,0.1392308386322052,0.7151511751700624,0.9036202213151419,0.3173018099300078,0.7,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
2,0.2897788827517288,1.112311441037984,0.9001848589169944,0.30191965953798233,0.1,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
3,0.3537930140446732,0.6623819801113406,0.9007893385692258,0.3204424737289733,0.5,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
4,0.39590734858717724,0.7492951480122954,0.8958023640102657,0.32400763870614296,0.5,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
5,0.18965088591994173,0.5907069461271036,0.904219352721639,0.31781672674914063,0.1,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
6,0.3287838140625571,0.8731196595955472,0.900734055802571,0.3126433792674532,0.5,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
7,0.3353622708556284,0.8468649081177316,0.9013955889506208,0.3124713112930063,0.1,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
8,0.15305534821786548,0.8917387415075018,0.9000404093415907,0.3169587536563511,0.5,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
9,0.2805497635996489,0.7915464452530065,0.8985065547282364,0.32065282467803496,0.1,200,-1,Random_Forest,SNPs,-,56566,0.2707167080133687,0.8272647197030777,0.9008018114551564,0.31481895704172747,0.17182726435713022,0.31740345298097866,0.004840995469667083,0.014073954777711811
