,test_index,y_pred,y_true
0,15,0.24005031421563996,-0.6832808462239653
1,16,0.27693438187634317,-0.45275542334457014
2,19,0.08652038257796231,0.8535553063053366
3,24,0.020590111634455063,0.7767134986788717
4,30,0.23359560237501703,0.08513723004068581
5,41,0.8217427979479813,2.313549651208174
6,45,0.8460248091579446,1.1609225368111973
7,67,0.41986014406156863,-0.06854638521224456
8,82,0.3488583138147144,0.161979037667151
9,109,0.0411837160783478,-1.1443316919827562
10,111,-0.47642270009352117,-0.7601226538504305
11,113,-0.17381966166050145,-1.1443316919827562
12,118,0.06331415667476976,-0.37591361571810494
13,119,0.361306686650202,-0.22223000046517458
14,139,-0.11880092739995239,-0.37591361571810494
15,140,0.40111074300071087,-0.6832808462239653
16,160,-0.24374570660058487,-0.6064390385975001
17,172,0.9099571931031636,0.46934626817301106
18,9,0.1524506535214698,-0.7601226538504305
19,12,0.5269776238928612,0.08513723004068581
20,18,0.7614988207688328,0.699871691052407
21,29,0.015518552331108328,-0.14538819283870974
22,31,0.3895844718567414,0.7767134986788717
23,42,-0.026744441863447477,0.315662652920081
24,55,0.4263148559021916,1.5451315749435228
25,60,-0.0021550634229784683,0.7767134986788717
26,65,0.3317994325216395,0.23882084529361583
27,66,-0.2880065877934286,0.7767134986788717
28,90,0.13785071007244115,-0.6064390385975001
29,114,0.15675379474855175,-2.1432751911268024
30,117,-0.02274866786687132,0.23882084529361583
31,127,0.1896420884126787,-0.6832808462239653
32,144,-0.15445552613863217,-0.7601226538504305
33,150,0.4252390705954212,-1.067489884356291
34,167,-0.05456117622422772,-0.6064390385975001
35,169,-0.06685586544446215,-0.29907180809163975
36,2,0.17704003196193854,-0.8369644614768957
37,26,0.1901031392584375,0.6230298834259415
38,38,0.18764420141439075,0.5461880757994766
39,51,0.13001284569454183,0.08513723004068581
40,56,-0.40603560430767915,-0.29907180809163975
41,68,0.4126370141446809,0.6230298834259415
42,76,0.319658426916658,1.3914479596905927
43,85,0.0593183826781935,-0.22223000046517458
44,98,0.34071308220630936,1.0072389215582669
45,100,0.5168345052861677,-0.06854638521224456
46,108,0.20839148947353595,-0.37591361571810494
47,122,0.12555602085220655,-1.067489884356291
48,136,-0.08837157157987222,-1.2211734996092212
49,142,-0.25404250882253104,-0.7601226538504305
50,152,-0.2352931077616736,-1.1443316919827562
51,153,0.07145938828317497,-0.6064390385975001
52,156,0.49962194037783936,-0.8369644614768957
53,157,0.22514300353610545,-0.9906480767298257
54,4,-0.22561104000073903,-1.2980153072356864
55,6,-0.26188037320043045,0.23882084529361583
56,11,0.1247876027759421,-1.1443316919827562
57,22,0.798843939275295,0.5461880757994766
58,27,0.44813792926810775,1.1609225368111973
59,32,0.018438541020914023,0.315662652920081
60,36,0.30659531962015896,0.161979037667151
61,69,0.1924083934872316,0.699871691052407
62,78,-0.032277052012552904,1.7756569978229182
63,93,0.03365321893095424,-0.22223000046517458
64,95,0.20255151209392494,1.3914479596905927
65,97,-0.031508633936288305,0.6230298834259415
66,104,-0.3041433673949862,0.008295422414220628
67,128,-0.22806997784478586,-0.9906480767298257
68,143,-0.18273331134517146,-0.6064390385975001
69,145,-0.20394165025007577,-1.1443316919827562
70,165,0.024893252861537048,-0.7601226538504305
71,168,-0.3662315479571702,-0.22223000046517458
72,0,0.40495283338203425,0.7767134986788717
73,10,0.0622383713679991,-0.6064390385975001
74,23,0.3941949803143291,0.7767134986788717
75,25,0.38420554532288853,1.9293406130758486
76,28,-0.03335283731932344,1.1609225368111973
77,40,0.1344696705368767,0.5461880757994766
78,44,0.43568955643262036,0.8535553063053366
79,64,-0.14999870129629728,0.5461880757994766
80,75,0.2543428904341624,0.8535553063053366
81,79,0.23805242721735173,0.315662652920081
82,81,0.09405087972535583,0.9303971139318021
83,96,0.10649925256084344,1.3146061520641277
84,123,-0.06286009144788571,-0.7601226538504305
85,125,-0.09728522126454224,-1.1443316919827562
86,126,-0.18872697234003574,-0.9906480767298257
87,133,-0.07438636259185583,-0.7601226538504305
88,137,0.2229914329225646,-0.6064390385975001
89,146,-0.23406363883965028,-0.9906480767298257
90,33,0.5953668326804151,1.9293406130758486
91,39,-0.25142988736323113,0.08513723004068581
92,47,0.34532359066389723,0.46934626817301106
93,61,0.6313287986496009,1.6988151901964532
94,62,1.0599524015900235,0.5461880757994766
95,73,0.2677133649611674,-0.22223000046517458
96,84,0.1956357494075432,-0.22223000046517458
97,86,0.006912269876944244,-0.22223000046517458
98,94,0.42954221182250324,1.1609225368111973
99,101,0.09481929780162077,-0.29907180809163975
100,120,-0.08314632866127254,-0.9906480767298257
101,124,0.055015241451111384,-0.9138062691033609
102,132,0.6116572958972256,-0.9906480767298257
103,138,-0.209781627629687,-0.9906480767298257
104,141,-0.3920503953196624,-0.5295972309710353
105,148,-0.23836678006673226,-0.7601226538504305
106,164,-0.03181600116679409,-0.9138062691033609
107,171,-0.030740215860023647,-0.37591361571810494
108,3,-0.07484741343761453,-0.5295972309710353
109,5,-0.016908690487259938,-1.1443316919827562
110,7,0.12017709431835427,-0.22223000046517458
111,34,1.015230469551421,1.0072389215582669
112,35,0.3147405512285642,0.161979037667151
113,43,0.41156122883791035,0.3925044605465462
114,46,0.5036177143744156,1.9293406130758486
115,49,0.2034736137854426,0.008295422414220628
116,53,0.28692381686778373,0.3925044605465462
117,77,0.2521913198206215,1.1609225368111973
118,80,0.24158715036816913,1.468289767317058
119,105,0.28000805418140184,1.1609225368111973
120,112,-0.23852046368198518,-0.6064390385975001
121,115,-0.21992474623638053,-0.6064390385975001
122,158,0.43953164681394363,-0.06854638521224456
123,163,-0.2832423957205877,-0.9906480767298257
124,174,-0.28723816971716404,-0.22223000046517458
125,8,-0.13785769569131567,-0.8369644614768957
126,13,0.4409147993512201,0.5461880757994766
127,17,0.08068040519835085,0.08513723004068581
128,59,0.25572604297143886,0.7767134986788717
129,70,0.586914233841504,1.9293406130758486
130,72,0.14322963660629384,0.9303971139318021
131,83,0.13923386260971762,0.699871691052407
132,89,0.19071787371944918,-1.067489884356291
133,91,0.32872576021658073,0.699871691052407
134,110,0.40602861868880474,-1.1443316919827562
135,131,-0.12248933416602287,-1.1443316919827562
136,134,0.22007144423275887,-1.067489884356291
137,135,0.17120005458232698,-0.6832808462239653
138,154,0.05562997591212321,-0.8369644614768957
139,155,-0.13278613638796907,-0.6832808462239653
140,159,-0.3573178982725002,-0.6064390385975001
141,162,-0.05087276945815743,-0.7601226538504305
142,1,-0.3138254351559209,-0.8369644614768957
143,21,0.26586916157813245,0.5461880757994766
144,37,0.11433711693874292,0.3925044605465462
145,48,0.003223863110873951,0.3925044605465462
146,50,0.1698169020450507,0.5461880757994766
147,54,0.19548206579229022,-0.22223000046517458
148,57,-0.2743287460359177,-1.5285407301150817
149,58,0.38036345494156565,2.313549651208174
150,63,0.6749749453814332,6.232481840157894
151,88,-0.2016363960212817,-0.7601226538504305
152,107,0.020129060788696262,0.3925044605465462
153,129,-0.15291868998610292,-0.9906480767298257
154,147,-0.15045975214205604,-1.3748571148621516
155,161,-0.22960681399731497,-0.8369644614768957
156,166,-0.373147310643552,-0.7601226538504305
157,170,-0.38129254225195724,-0.37591361571810494
158,173,-0.222998418541439,0.008295422414220628
159,14,0.030886913856401327,-0.06854638521224456
160,20,0.2580312972002328,1.0072389215582669
161,52,0.33010891275385723,0.08513723004068581
162,71,0.4913230251541812,2.2367078435817094
163,74,0.46888521732725336,0.6230298834259415
164,87,-0.34410110736074806,-0.8369644614768957
165,92,0.24804186220879243,0.699871691052407
166,99,0.47226625686281787,1.1609225368111973
167,102,-0.04180543615823441,-0.6064390385975001
168,103,-0.10573782010345348,-0.37591361571810494
169,106,0.45566842641550154,0.008295422414220628
170,116,-0.0940578653442308,-0.9138062691033609
171,121,-0.05717379768352768,-0.6064390385975001
172,130,0.046101591766441526,-0.6832808462239653
173,149,-0.17397334527575445,-0.37591361571810494
174,151,-0.2949223504798106,-0.7601226538504305
175,175,0.21392409962264178,-0.5295972309710353
