accession_id,replicate_id,Ni60,K39,Na23,Ca43,B11,S34,Se82,P31,Rb85,Fe57,As75,Cd111,Li7,Mo98,Mn55,Mg25,Co59,Zn66,Cu65
7135,11734,6.601393708,35540.84285,726.449072,60882.02079,142.901168,7682.972206,9.156814405,10297.18988,76.58243006,111.3110947,0.417196391,1.386091716,29.83932957,11.56055135,122.2398407,9057.548962,0.632855258,133.8858931,12.77485377
7141,11735,7.978856125,41038.87869,1482.288138,71658.38087,172.9632817,6414.685232,13.06520461,6508.401039,85.28031749,124.6862106,0.751483305,1.578785187,46.72039023,6.955305908,112.2116203,11066.33991,0.517787758,143.3048818,10.18209486
7141,11736,7.402319424,44895.19518,983.567225,68779.84828,149.7646457,8222.16688,12.10281231,7253.319678,102.0632947,125.9393383,0.534186927,1.383192359,31.96080718,6.379694385,106.9306132,10722.9157,0.713019208,138.7047251,10.93779721
7141,11737,6.578695566,44264.28045,793.1465127,63695.52353,160.2348266,6844.539768,9.118424054,7805.497132,92.29024777,114.7656159,0.561348975,1.396231881,27.96456319,6.898616895,123.604904,9736.076156,0.637473125,144.0049057,11.40513946
7141,11738,6.403675496,45181.77649,1042.780091,58462.39949,152.1255688,8534.31277,10.53770967,7933.643975,100.0097722,111.3195146,0.497970864,1.303952188,36.46001093,7.390285071,110.685996,9254.2722,0.886181016,141.5048205,12.94637452
7141,11739,6.331608409,46645.19357,879.3438403,58702.36453,137.1388394,10197.9283,11.78201488,8450.398723,102.0095376,113.3036335,0.470808817,1.128420163,29.91238921,9.117119641,97.24876696,8955.29113,0.702833219,134.504582,12.3696543
7141,11740,6.856668618,44506.18558,969.364877,64921.54578,138.7812207,7954.488701,9.060097248,6860.544396,91.50539361,116.2275983,0.407430707,1.260821462,25.8704216,9.322072229,113.5514313,9336.087967,0.579752523,150.4051237,11.65372576
7145,11741,6.212053746,57253.54836,1080.710043,58297.06733,93.29982561,11708.07134,16.15687659,8544.651576,132.5164327,107.7167075,0.478465269,0.750017862,27.96365058,10.22102761,95.71667598,9384.717067,0.599341749,118.4249381,11.26560783
7145,11742,6.278747575,45717.28359,1585.471758,59776.17562,96.98009592,11035.29171,17.3252045,6866.184887,109.9713121,107.4242639,0.403705071,1.16631218,31.21837299,8.138946837,100.947216,9115.645434,0.78128478,130.8853892,
7145,11743,6.812298203,53478.77158,1564.248421,62286.67788,105.3353042,10473.39812,14.59910604,7758.333947,118.384418,112.785729,0.46351323,1.020953214,29.87026311,9.177871287,106.4536284,9605.567977,0.579125857,124.6045114,11.46037266
7145,11744,6.154887607,54456.40458,1333.179331,59538.23634,105.832638,10671.7135,12.92150699,7351.822568,121.7596759,111.2260301,0.418657111,1.051057142,27.79032216,10.75741732,102.2162289,9086.713,0.673070297,125.9214696,10.86582739
7145,11745,6.011972261,69406.08328,1086.634891,57344.33901,111.4027768,12941.67834,14.71893454,9139.087923,157.1748453,111.5184736,0.373800992,0.89193638,25.93185641,10.50033113,98.18849237,9233.303997,0.566044985,123.3888576,12.13692418
7145,11746,6.335913714,61289.09239,990.86458,61511.67564,116.1771816,10996.90809,11.79312191,7677.229487,130.2529066,115.3202398,0.328944873,0.719913934,20.97273793,11.39642991,97.93468979,9487.909413,0.595774238,112.1440603,9.912504796
7143,11747,6.741644938,47709.98417,741.0202844,64732.89082,123.6931996,11034.821,14.5925996,9312.93654,99.11748211,120.1038578,0.538033238,0.962166922,28.97273475,8.079607796,127.4559756,9920.017837,0.391514596,128.8175414,14.02913326
7143,11748,6.524490928,50193.52539,677.884027,59177.07266,111.3019482,11790.6839,16.2416567,9676.894586,110.065496,111.1785308,0.597814709,1.013300683,27.09576356,7.991054444,109.1441189,9302.898737,0.583029476,120.3506608,13.99121668
7143,11749,7.235176778,41661.45139,695.7955968,67333.90707,128.8470829,10323.64923,14.95559959,8356.403584,86.5322966,121.8501175,0.508142502,1.233175852,32.71464526,8.231919561,94.29697448,10462.57247,0.528484099,117.0243862,12.37028304
7143,11750,7.175952957,54111.41128,778.8696197,65062.95899,127.2022265,10979.44287,13.22357107,9195.884706,116.0471176,120.58893,0.448361031,0.979211509,25.66397144,10.02069726,85.92486628,10086.80678,0.40606003,97.46992375,12.30392903
7143,11751,6.504749654,55737.38135,696.7681707,60280.92341,117.2234312,11310.74011,12.93317108,9588.191243,120.4921758,111.1785308,0.403524928,1.100228075,18.50501082,9.464582214,95.41022632,9672.777752,0.602423388,127.4063946,11.79205525
7143,11752,6.406043286,56043.79228,703.4951404,61032.96496,118.8682875,11229.13023,12.49757109,9695.183935,106.3978656,116.4173097,0.448361031,0.816435706,17.49433402,10.33948933,90.93449955,9217.542041,0.260605691,101.8041603,12.81580281
7147,11753,7.957593433,44093.39849,694.0888741,73403.90496,164.0269227,6790.123713,10.22118183,6903.743722,90.57734957,130.1561143,0.668140611,1.175520242,37.32577578,4.784389068,123.5100375,10847.02012,0.475619241,94.08867811,12.43570698
7147,11754,6.574535633,57914.88224,601.2098649,60749.25856,132.9921728,9688.848672,13.19607841,8498.164308,128.7691973,111.9995404,0.52852914,1.078282285,30.843499,5.408669061,114.3238605,9399.017435,0.557206947,101.6425456,14.94884636
7147,11755,7.095687847,60323.07817,473.7637114,64647.50574,136.6891022,9731.923274,11.43727131,9593.584291,119.7289315,123.7299112,0.468695652,0.996448362,23.69529262,6.084620877,95.9335296,9844.01826,0.386614471,99.44331832,16.28124354
7147,11756,6.283893051,60777.95962,548.4707405,57242.52537,129.878969,11509.7296,13.4975882,10288.50487,130.7017179,112.9175694,0.408862165,1.021479915,22.64160654,5.863170204,91.60110561,9005.016704,0.453368048,102.0250199,17.84112316
7147,11757,7.446463377,53723.95239,675.4323079,69510.62623,139.4131555,8257.597105,10.05032628,8227.556605,111.7040578,125.3619628,0.488640148,1.183222258,29.51163979,6.167928512,124.103274,10562.01959,0.361581879,108.6227016,15.34964877
7147,11758,7.57675143,51120.64799,667.275108,71656.00366,147.0988773,7051.508233,10.19103085,7284.759368,105.6226229,128.7280692,0.518556892,1.059027245,32.63898009,5.792516894,138.7993595,10604.01967,0.356946214,112.6386817,15.88044114
7151,11759,6.515661322,40763.93861,610.823619,59646.81779,136.1211856,9464.024854,14.27923845,9516.374495,90.28933393,112.3776644,0.375476752,2.017489306,31.83241456,5.746811598,110.8639907,8681.881743,0.575427377,176.187913,14.95858946
7151,11760,6.372774013,42629.46169,627.6224977,57745.983,128.9239735,9662.234211,14.82806959,9706.841594,101.4310886,109.5657988,0.365046842,1.707259309,32.56131422,5.91670614,110.4383274,8902.482395,0.629409586,162.6512667,14.82756532
7151,11761,7.211046229,46445.34628,743.4937879,65717.06916,121.6224539,8920.364904,11.95874184,10627.26637,104.8284427,118.3892392,0.354616932,1.458677581,27.45901664,6.522920757,84.03656502,9519.056603,0.529485071,151.9700066,12.69842302
7151,11762,6.877642507,53980.28898,668.1036981,56362.32276,118.910461,11510.3005,9.869332034,12207.84413,118.3003711,110.0506032,0.292037473,0.884950952,14.69188365,7.627235281,100.0095781,8568.350863,0.542119205,143.4038476,12.54556152
7151,11763,7.534924131,43390.241,785.2861203,68790.03688,137.9987192,9694.325249,9.214586104,9844.456567,87.40109347,127.9883667,0.333757112,1.05000922,21.03558844,7.862770897,101.3397757,9519.979619,0.493879784,144.5671531,11.9013595
7151,11764,6.277515806,51814.14281,703.0945333,57907.05425,126.5249028,9857.612005,12.27648619,11630.45958,120.6990792,113.4442342,0.312897293,1.380125755,20.17002011,6.842116564,85.94140802,8720.648384,0.605289875,150.8067011,13.89947765
7158,11765,7.165527565,55949.82384,926.2115888,65899.21993,131.8011001,6644.871028,9.983605014,10226.74317,112.5351845,123.5375101,0.851077477,0.750274028,23.95002976,5.507555713,92.28070847,11098.66219,0.477043803,139.1047387,12.65801441
7158,11766,7.144936968,51828.7193,928.9428095,66546.81117,124.9236284,5818.29476,10.4307772,9353.677689,111.3632789,121.8666731,0.769591336,0.861611484,28.7601541,4.850181189,97.08251303,11466.3281,0.512694764,151.5051612,13.07563939
7158,11767,7.299366442,47826.388,915.9421987,67226.88676,119.2779426,5711.921021,9.73085552,9244.284043,107.5250196,123.8507921,0.679051179,1.013070546,35.24376276,4.777139575,89.21968031,11627.93949,0.505904105,147.3050181,11.76310373
7158,11768,7.711178371,56526.25543,952.6498059,65679.16466,121.4335681,5216.672794,8.165752884,9309.920231,116.8895123,119.0471357,0.588511022,0.76130747,24.95594929,8.002962488,116.0354606,11324.91813,0.420172033,146.4049874,13.58275545
7158,11769,6.599286162,49432.5509,657.4594646,58426.7715,121.2282704,6310.055325,8.807347754,9621.431662,117.7603779,113.6169155,0.516078896,1.035137429,25.48634323,4.683384668,92.36872525,10214.8499,0.683310074,161.4054984,14.64670481
7158,11770,7.155232267,61644.4014,1184.585074,68541.97901,111.3739826,5355.307421,8.904559098,11347.76759,127.8452162,124.8950652,0.479862833,0.90373917,19.97207521,6.75035332,73.49401485,11240.07215,0.376881581,157.605369,14.15947566
7150,11771,6.307330644,58513.43505,827.2680183,56644.11768,115.978248,13765.86003,18.37370391,8088.686259,136.1821431,105.864565,0.657889746,0.731955505,28.51252388,9.888825696,76.56009891,9521.663919,0.498262287,98.26534638,10.95808441
7150,11772,5.602281599,51925.88799,869.5378326,55150.44168,113.0937119,13584.60403,21.37940221,7306.324944,122.8714078,101.6728741,0.657889746,1.072559947,29.50434758,11.53819761,73.94482888,8647.904423,0.669502787,98.36665086,11.94215935
7150,11773,6.03102764,49299.65907,740.6944865,56559.62495,123.1398551,11917.04884,19.94146016,7702.945535,114.2279431,101.6728741,0.747601984,1.175773415,36.29304374,9.843333078,77.02356448,9029.812547,0.566044985,97.75882398,13.21325613
7150,11774,5.840473844,55486.77703,928.1673031,55143.64341,121.3494534,13388.42107,20.11121721,8016.483508,136.2622679,107.2293015,0.46351323,1.379620012,33.51015978,8.927132901,71.6495708,8588.110726,0.498262287,100.1901315,13.61303658
7150,11775,6.345441403,49399.27802,863.3476925,58855.49626,130.0030619,12167.6086,16.18683371,8189.572294,114.3581459,104.2073849,0.44856119,1.326293054,32.18130862,10.15437563,82.68446542,9045.243178,0.475668055,102.824048,12.63921242
7150,11776,6.612216718,62075.30075,790.4808996,62526.55953,138.855604,14007.8901,11.85303616,8536.738946,117.9337159,119.5119306,0.224280595,1.095782977,17.93949071,15.31620088,91.05995044,9485.980584,0.403128676,96.94838813,10.96833519
7163,11777,6.554102838,47695.75456,914.786826,59759.13899,134.6589088,8937.252897,16.40759955,6009.8801,104.2576524,106.6188528,0.493197135,1.408735095,36.4084283,7.465637892,125.0136374,9963.18674,0.824241255,148.3720039,11.72570124
7163,11778,6.129665456,49277.13853,983.5964313,55721.23914,133.5623378,9365.704743,14.71705674,6181.799981,109.5624544,102.4472325,0.448361031,1.500775864,33.85767259,6.070037071,136.0211989,9533.459927,0.881210871,161.6771021,13.46038461
7163,11779,6.327078192,46606.7151,778.7075241,57574.16675,131.4788531,10350.85252,13.29617107,6414.074714,91.66332064,107.2979538,0.358688825,1.135169478,24.28030678,9.649953897,153.3106816,9548.176598,0.856968481,149.8839469,11.83945097
7163,11780,6.899575127,51336.63738,918.7581695,64723.00854,155.7130704,9786.384219,12.70499965,6714.934506,105.8582392,116.4173097,0.343743457,1.182042092,27.31233716,8.538904513,112.5293132,10417.44134,0.559999205,138.0907917,10.919974
7163,11781,6.633067933,54272.68019,859.5932556,61427.26796,150.3398729,10809.4223,13.4932282,7101.754239,111.3002344,111.6636029,0.358688825,1.232323622,25.80835384,9.508268534,88.7307153,9916.093391,0.550302249,141.6186586,9.98153873
7163,11782,6.485008381,49604.41955,1015.36718,61187.12854,139.703135,9677.571052,13.39988535,6795.407642,103.4802245,110.4994298,0.478251767,1.562136376,26.81903063,8.770323938,131.0456448,10189.82348,0.76363528,145.5497103,10.5123708
7166,11783,7.50634667,46160.39984,559.5255796,69831.17814,145.0916239,8362.547143,12.50757299,8747.525628,93.18736503,126.921797,0.584074947,0.911797779,27.4704057,6.280949742,152.1958912,10484.53059,0.495028342,130.1844664,13.48456787
7166,11784,6.163205958,44996.63804,587.7968633,54001.56164,138.7288711,9742.461807,16.56122058,9960.13292,110.1545539,105.2995199,0.469345939,1.069895758,31.85519268,4.208751159,108.5015597,8743.723766,0.489285554,132.7225875,14.532761
7166,11785,6.677600273,47969.67136,649.7478502,57616.93194,119.6406129,9675.448168,14.18295228,10494.63745,109.929369,108.6931508,0.511065578,0.93068999,25.16981617,4.328449587,110.1084384,9459.983625,0.568536031,126.1657745,12.65474831
7166,11786,6.277515806,51594.6695,640.0782517,58359.21812,123.3956801,11515.96362,13.31637678,11278.44447,123.4012974,114.413843,0.385906661,0.906826144,19.23611742,6.051849526,115.6633437,9020.628351,0.617924009,141.7117668,13.53916126
7166,11787,6.47755804,53095.94067,634.5059407,60282.37,133.8264223,9904.804709,11.92022737,10627.26637,125.594402,112.5715862,0.396336571,0.785518261,23.63229346,5.561472098,109.5018683,9841.188937,0.60299276,136.3182592,13.21160091
7166,11788,6.1822576,55171.71549,641.9630039,59019.99836,131.9488887,10898.68305,11.43879654,11774.05781,118.6822062,113.3472733,0.396336571,0.806399126,17.76692906,6.576978111,102.5316328,9805.191341,0.493879784,141.6060117,13.13517016
7169,11789,7.731768967,44449.52312,1560.838048,74008.78079,143.4004181,6377.192848,12.34584067,6799.075585,87.20482289,125.5216291,0.615673069,0.722188904,33.0398845,6.176922144,88.64268139,10999.67521,0.630682466,130.3044389,8.253065168
7169,11790,6.413970794,54244.50162,990.668399,54967.71214,143.9136623,9125.471746,15.18441191,9315.129452,126.4582822,102.8609023,0.407430707,0.769331791,34.00922515,6.345899011,99.26337335,8348.238347,0.806390771,150.6051305,12.87677035
7169,11791,7.392024126,51928.96827,1343.979118,66630.64175,127.3872004,8160.260852,13.43460772,9026.538594,117.9431521,117.1674441,0.452700786,0.948875977,33.83547541,6.982560242,90.67684707,9959.301888,0.731693521,135.8046263,9.734639518
7169,11792,7.13464167,64861.08585,1002.467273,52841.55902,117.0196683,11635.7176,14.46504797,9695.402604,145.2732791,102.0254838,0.434592754,0.753283148,25.65094825,6.992371802,88.78937603,8707.823689,0.910797155,128.9043913,12.18072871
7169,11793,6.105111848,65109.52896,927.4133259,52176.15378,129.2348793,10502.22694,13.05548348,9905.855143,151.6918809,102.5476204,0.334998582,0.599818006,24.26095034,8.587295398,85.56209394,7699.772646,0.638321958,129.2044015,
7169,11794,5.950682374,65812.36144,882.8398029,48126.08882,108.1918688,11374.14284,13.49293453,10622.64399,153.0358093,94.40229007,0.262566456,0.637933532,19.5697074,6.452735999,78.75546262,7678.561151,0.659542767,138.4047149,13.62252925
7165,11795,7.660262595,48000.70613,1146.413959,71858.63543,133.6833322,10269.75167,13.36087817,10343.78588,110.8827319,128.8701242,1.031690737,0.750017862,27.52070019,5.033811133,95.71667598,10436.89324,0.494694777,102.7227435,10.12777119
7165,11796,6.688438236,47256.494,930.1127757,58974.9515,125.1291904,11871.20173,16.44646214,11487.16095,113.5168353,110.5436618,1.166259094,1.151690272,29.77396955,4.666696282,91.11512492,9174.474715,0.575558346,108.29449,13.66429048
7165,11797,6.97426893,33956.38787,924.8069413,60235.54412,141.5412067,9143.832053,11.85303616,10196.41314,77.4406362,119.9993365,1.151307055,1.242002056,33.33683137,3.744148298,98.60781837,9134.933723,0.60647677,103.2292659,11.29636017
7165,11798,6.669382856,41033.23975,807.7248615,59780.06035,146.912412,9170.487347,11.17400797,10701.83239,95.96950027,106.0595273,0.852266261,1.088041967,28.21401384,4.373639181,118.9782338,9134.933723,0.595774238,110.0166662,11.95241013
7165,11799,6.240636816,43461.20743,858.9261638,59794.62806,140.1486719,9685.467627,11.14405085,10723.59213,98.24304197,107.3267827,0.822362182,1.216198689,28.70511101,4.096451599,110.4041207,8889.972451,0.643341044,104.1410063,11.63463593
7165,11800,7.307738073,42140.76805,803.3917634,68852.83098,152.9798846,9834.737273,10.43506553,10819.53277,85.48316477,121.0716296,0.687793825,1.106104324,24.72818687,5.173462892,105.8025697,9858.244564,0.51966735,113.8662364,12.35219057
7181,11801,6.317207555,29187.7755,679.6670792,59425.11791,144.6377041,7669.385191,11.48117112,7177.655038,57.63941795,110.1113721,0.687486915,1.424075223,26.7588713,13.14013666,78.67736963,9343.124306,0.278787483,182.7435075,14.1239247
7181,11802,5.93225272,33838.01196,897.1994475,55022.5619,168.433293,9064.525441,10.53737114,7484.916102,73.16968321,102.6412614,0.687486915,2.311245964,34.48332965,6.537598767,103.9072914,9436.329894,0.676362677,183.1466923,14.89173537
7181,11803,6.790998122,30032.06568,822.7975421,64027.29598,169.3105498,7709.218582,12.14494253,5849.848296,61.70033536,111.5665885,0.448361031,1.875756772,34.48332965,13.0822818,88.15136995,10284.01018,0.386666118,178.913252,12.9200734
7181,11804,7.018022768,35415.60136,793.5392764,63615.20488,160.3186682,8916.850428,12.03085682,6818.269329,75.82208422,120.2978867,0.433415664,1.288570759,27.0115405,11.44581587,87.68562174,10179.03126,0.416969105,165.1041728,13.10017714
7181,11805,6.958798947,38104.9976,823.8511638,65862.43549,146.0632463,8789.577885,10.64108543,6679.270276,76.84645979,115.7382087,0.478251767,1.32521662,24.41265731,13.98906812,85.03880869,9985.752304,0.493332633,157.8468465,11.29913976
7181,11806,6.662679843,39066.91922,691.013775,58775.85207,150.9978154,7778.198358,10.37142829,7475.771427,75.55684412,118.3575982,0.762213753,1.031197499,23.41401239,12.93705431,88.71935558,9593.307725,0.265454169,148.4728001,12.78736538
7424,11807,7.77719459,62807.08767,372.4852091,68461.28924,130.7545576,8778.408209,8.472425055,11699.99465,118.8991486,132.7061949,0.438778908,0.880918117,18.16554806,7.453396943,73.43548551,9286.017225,0.272577109,116.4634247,14.06058158
7424,11808,7.145798637,58693.0863,378.2194784,66616.00629,123.5552739,7055.424106,10.0201753,10616.48141,127.2188135,122.0978596,0.488640148,1.451830077,26.14827382,6.752136478,89.23714812,9233.017127,0.434825388,126.6946123,14.28806403
7424,11809,7.376308271,43203.70388,314.8194591,68047.91406,135.6189384,6597.26697,10.05032628,9316.482003,98.85334173,125.9739821,0.518556892,1.819601357,30.53160792,6.179528309,98.87274671,9143.01696,0.57945814,119.8100749,13.88726162
7424,11810,6.584557791,46647.64704,280.4946078,60625.04727,115.7722645,7186.60585,10.9749563,10145.624,101.3863631,110.9795081,0.42880666,1.516334464,26.47702388,8.188402273,108.6881139,8432.015641,0.630450456,130.5193553,15.85877614
7424,11811,6.243804419,48899.75619,276.6179188,59725.75751,132.6030223,7408.831641,10.92470467,10543.95854,104.5526398,112.713563,0.368973173,1.443165309,24.16734398,7.727573967,117.6855339,8273.015346,0.54886275,144.8621416,15.86960864
7424,11812,7.52664064,39343.90096,355.3631657,72621.87067,148.7527668,6503.286019,8.331720487,8581.511481,78.55641637,127.0960176,0.408862165,1.61357242,26.60346621,8.259055583,147.2484851,9362.017366,0.397740067,149.0693589,13.77893665
7178,11813,6.315619089,33795.20014,2709.700109,53710.46903,114.8424715,10932.6618,19.97937948,8678.718142,79.51962374,104.3299111,0.469345939,0.811370761,31.98047231,4.746750543,126.7837958,8688.34285,0.725888427,145.3074385,14.44541157
7178,11814,6.353722371,30899.62798,3262.178354,58346.6041,134.9738039,9458.361729,15.98350359,8237.951347,73.14591344,108.6931508,0.417196391,1.079839027,38.09639596,4.715860626,116.3550465,9558.74626,0.791356212,109.2449665,12.6110736
7178,11815,6.944323251,35358.25581,2941.688526,61526.30579,137.0599524,9743.405661,13.10454722,9386.737202,76.92510265,118.3892392,0.43805621,0.825291338,30.21516846,5.170199819,116.9722582,10141.1689,0.615626894,108.8219463,11.53012443
7178,11816,6.725229376,37967.95938,2565.147806,59816.62182,119.2233832,12052.07274,14.3081243,10289.2122,88.25287964,115.8682563,0.469345939,0.894894221,23.98535423,8.667195813,112.3325289,9535.670878,0.596101414,128.7038957,13.87764029
7178,11817,6.420403116,36646.50878,3083.290782,59064.63256,135.1824188,11439.51144,15.68501647,9463.522368,90.11310231,112.2807035,0.375476752,0.932678644,31.95769419,6.902609317,124.3468738,9838.419891,0.987759569,128.0693654,14.71837853
7178,11818,6.106051034,43535.94177,2997.575528,58830.78815,132.8876555,10560.78329,15.47318691,9858.417506,99.71772566,111.2141338,0.406766481,0.983389317,28.58653329,8.02623004,120.6542452,9397.218586,0.658123526,119.9262265,14.2816314
7188,11819,6.599286162,37454.97789,816.853509,59203.25225,149.559348,7263.931313,11.7042458,7780.49287,74.85143348,113.9301974,0.896347556,1.194620812,36.2862612,7.582155579,105.3365315,9632.038824,0.616252315,121.704146,12.99609178
7188,11820,6.413970794,36308.65267,641.2906377,59134.09203,158.4897964,7848.986877,12.54998449,8027.409957,78.16287294,109.8575323,0.660943147,1.380183239,37.26474657,8.558950891,113.9817356,9303.765689,0.735937683,136.5046502,14.19924947
7188,11821,6.969916899,36098.34776,790.9615361,61449.91183,148.9434551,6242.917801,10.7710169,7601.295658,78.63593572,112.8859243,0.579457006,1.966961723,40.97750414,8.507712744,109.7764893,9858.294769,0.735937683,139.404749,13.89100246
7188,11822,7.02139339,37336.20465,780.9106436,61803.04816,164.4434287,6294.360838,9.069818382,8072.20926,79.89385265,111.4239419,0.534186927,2.048207975,33.89948847,9.418007483,124.1916826,9533.051848,0.898064669,135.6046195,14.06998459
7188,11823,6.825782723,39258.36975,995.6938453,61295.87314,132.1090466,8170.723842,10.64464215,8907.76835,90.50551092,114.139052,0.50702488,1.492523735,25.26686988,8.792247986,99.18513621,9463.356936,0.558531713,140.0047694,14.05009769
7188,11824,7.361138231,36684.58632,845.6952004,68974.75438,162.8010474,6724.215374,8.136589481,7660.680781,69.38970866,124.2685013,0.497970864,1.307964348,26.52884167,10.40134384,85.29804359,10335.04837,0.454125329,122.204163,12.79722274
7199,11825,6.697965926,57940.13777,1149.951182,62883.95405,120.2553189,11543.87472,12.75174994,10324.0043,121.2989582,118.0497129,0.538273428,0.547031376,20.3853472,10.0697382,94.27110478,9375.072922,0.43285793,114.0688454,9.758743088
7199,11826,7.517347248,49713.76136,1289.583058,72057.72748,123.2393219,10657.85275,13.37086387,9134.142529,102.5797977,129.260049,0.538273428,0.790443137,23.98672644,8.728234941,99.19266778,9936.362135,0.439992951,107.5853586,10.10726963
7199,11827,6.078666089,60530.2304,1265.17622,56776.19826,103.6443692,11958.6311,14.68897742,11366.49333,139.4171826,110.3486994,0.493417309,0.654545405,27.94439186,7.744324821,75.09245792,8473.345406,0.547018263,111.8401468,11.21435393
7199,11828,6.345441403,54771.86458,927.9020114,53112.90445,114.9835804,12075.91439,17.64474717,10845.24882,133.9086014,105.7670838,0.613033627,0.796463922,31.32429591,7.141283134,84.20728088,7784.753485,0.551774943,114.0688454,13.47977643
7199,11829,6.907575101,53058.80935,1305.23527,67090.13791,123.9355892,10503.25205,12.5919786,9921.449237,111.3634808,120.0968177,0.657889746,0.7878628,26.16296096,7.674498941,85.4100844,9371.215264,0.547018263,106.2684004,10.57880553
7199,11830,7.012379689,50597.63536,1126.074927,67518.42862,136.4684016,10030.92024,10.47500837,9748.360451,96.84085766,122.6313285,0.627985666,0.759479097,23.32230086,8.720829166,93.67522047,9613.283293,0.52323486,105.1540511,10.24052977
7186,11831,7.037764042,37991.16072,761.849576,64967.10087,142.5542194,9924.343771,14.25034247,8374.692933,82.42564813,118.2605838,0.448361031,1.141987313,34.20659672,6.165674691,133.9878104,10821.65926,0.583029476,277.3911377,13.25184344
7186,11832,7.373365693,37174.38112,794.9170895,66039.32831,139.1548495,9019.834319,11.39819969,8041.826781,76.32512579,122.8202617,0.433415664,1.257038273,31.5475542,6.721789739,105.5771691,10842.2626,0.698180828,232.1336447,12.14278358
7186,11833,7.264788688,40727.04036,701.0637056,64067.81333,141.0190201,10111.85217,13.13022821,8851.130476,83.62380169,117.7755116,0.433415664,1.062729984,28.20269529,7.24602558,144.6773,10552.83472,0.567271922,268.2186837,12.74944881
7186,11834,7.679355434,34624.43506,989.837114,67314.14251,140.4707346,9002.346488,12.31088538,7781.203557,71.06605481,137.4694399,0.926612798,1.266412796,29.03289408,7.123231599,107.7582339,10383.10244,0.738180771,247.2530744,10.95789057
7186,11835,8.074180906,37596.52621,800.9956765,74582.55989,148.1467311,8925.594344,10.56848543,8137.845863,68.770356,131.0664878,0.358688825,1.328625538,27.87783489,8.447989738,127.5014145,11600.66174,0.426666061,251.08333,10.55028738
7186,11836,7.462201424,42103.51794,771.3321718,69911.20585,133.8913091,9204.428084,10.44402829,8615.197874,75.12697223,126.991882,0.52308787,0.943417877,23.81106398,8.537723801,147.1764367,11267.08385,0.507878067,251.08333,12.16174187
6810,11837,7.897460486,44071.10038,1055.509366,71877.59661,119.5664816,7563.508623,13.63829276,7485.009068,90.58826777,131.2781498,0.628251619,1.280460214,36.21308328,6.449487225,139.6173068,10372.01924,0.456149447,130.136881,11.12497479
6810,11838,7.416396903,49897.59663,749.9778083,67625.59567,127.6413538,8940.916937,14.55287245,8793.66792,98.89701452,126.6880047,0.578390379,1.097537326,30.01740911,7.125439041,131.9232094,9658.017915,0.393104402,118.0889405,13.74643916
6810,11839,6.724868002,50707.01804,714.03767,63458.05841,121.7068092,10242.9447,14.3418156,10340.46155,105.4806864,121.9958564,0.438778908,1.059989997,23.22324125,7.314199377,99.42104103,9461.01755,0.537737154,121.0531163,11.66659966
6810,11840,6.454269737,52997.03399,573.7499839,60257.38184,117.0370035,10067.70938,16.05037107,9545.957335,124.6857922,115.1616403,0.368973173,1.381549178,29.46949235,6.898715733,89.11131008,9297.017245,0.60727213,122.9654879,10.25837501
6810,11841,5.963183996,56479.99884,560.5046295,55524.43478,114.5075255,9894.432002,15.77901226,10521.2275,130.0793808,108.2254211,0.349028677,1.224620596,26.79734445,7.406997754,103.0793327,8886.016483,0.574822474,133.961624,12.38154449
6810,11842,6.484336211,48755.93338,686.8200821,58722.13028,121.7068092,11160.23794,15.25639529,8494.917016,108.5814539,115.0596371,0.398889917,1.189961522,27.47170354,6.06247581,127.9233574,9028.016746,0.503433232,139.7943571,15.6096287
7201,11843,6.325144909,37392.53358,477.2520468,58465.95207,149.2639207,9802.868468,15.89684604,7420.239193,87.01925829,105.5904026,1.5331953,1.792771424,34.94162715,8.135631828,112.7262673,8266.524866,0.639746604,175.8706479,14.05233915
7201,11844,6.296567447,40202.34516,554.1171601,59464.39975,136.7470301,10030.3373,13.5570922,7461.124801,89.32985066,107.3356985,1.1994385,1.632684791,27.43623853,8.964511261,113.2370632,8363.44147,0.732779773,173.4382817,13.53916126
7201,11845,6.382299833,43916.7925,509.0469978,58966.63138,142.6925532,10191.73635,16.52270612,8912.065269,94.77344962,107.1417767,1.3350272,1.419898831,24.99898031,9.192324398,109.7253415,8463.127121,0.529485071,169.9483651,14.58735439
7201,11846,5.725018209,44952.37452,414.3996567,53747.34076,144.9873164,10766.54348,13.59560667,7776.243143,102.5668035,99.67578864,1.355887,1.626718829,25.23815051,8.60026766,106.4690177,7950.853639,0.762642272,167.621754,14.87124003
7201,11847,6.020318649,39653.6619,413.2524162,54773.92739,146.2390055,10550.4009,12.99863244,7978.676762,88.89906225,102.0998107,1.2724478,1.29461364,28.09680384,9.010846137,118.8026101,7842.860851,0.759196599,159.3728601,14.79480928
7201,11848,6.610919529,37284.64124,426.6915192,62763.44941,144.2571645,11050.64356,11.46768239,7992.637701,71.03113399,117.0317869,1.355887,1.335381044,22.69839078,11.37135061,104.2342857,8500.047732,0.573130261,160.9591859,12.10881439
7206,11849,6.990507495,43250.89409,871.805671,66331.99531,122.8706518,9268.465953,18.50903987,8273.285201,109.6215478,116.7497348,0.579457006,1.406262283,49.20775491,5.484662073,94.30509451,10553.22374,0.607763992,124.1042277,13.72196377
