,Model_Name,feature_represenation,variance_maintained,tree_num,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,Random_Forest,SNPs,-,3,331368,-0.17778834516561398,1.0333050188292023,0.7222825848659312,0.5259245647295309,0.5335453894869945,0.23896840923041848,0.07153196742444683,0.0778946817395131
1,Random_Forest,SNPs,-,5,331368,-0.08330661174572804,0.9925362735594829,0.79354989446451,0.45324256629082915,0.42904861049274273,0.22842306326532297,0.05188962159683671,0.05452334260162989
2,Random_Forest,SNPs,-,10,331368,0.07065112724407616,0.921495694179489,0.8418572444778998,0.3972120460857096,0.37832677406726617,0.23983041416856882,0.026267933735688868,0.03586795430702842
3,Random_Forest,SNPs,-,50,331368,0.1493713152948362,0.8857622148666093,0.8848852853195348,0.3389687960848338,0.2696994217989829,0.25406952182310744,0.014580469683227565,0.02318353334120525
