,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,-0.16696388218342273,1.1801007914821393,2,0.0015,0.1,10,0.05,0,0,100,0.6666666666666666,0.0016384,179
1,0.2939375413696155,1.4648931829631757,1,0.0015,0.1,10,0.05,0,6,100,0.6666666666666666,0.0016384,169
2,-0.008803072730833694,0.903365635805144,1,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,175
3,0.000983916253724404,0.9903681455750742,3,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,181
4,-0.3856762793713582,0.6896889005314117,2,0.0015,0.0,10,0.05,0,0,100,0.6666666666666666,0.0016384,189
5,-0.145556351621682,0.6922738912849238,3,0.0015,0.0,10,0.05,0,0,100,0.6666666666666666,0.0016384,176
6,0.18589127417382634,0.8606997596779659,1,0.0015,0.01,10,0.05,0,5,100,0.6666666666666666,0.0016384,182
7,-0.006796035537149692,0.9170142182171611,3,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,196
8,-0.2802118674990759,0.8025141728864481,1,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,180
9,-0.28215928693186343,0.7346182935389579,2,0.0015,0.1,10,0.05,0,0,100,0.6666666666666666,0.0016384,190
