,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,0.6282867340780347,0.7765057039554413,1,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,180
1,-0.04171393087891806,0.8621579286889423,3,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,183
2,0.5059098269540478,0.6323398431935335,1,0.0015,0.1,10,0.05,0,212,100,0.6666666666666666,0.0016384,187
3,0.7977817750209013,0.4655566691245463,1,0.0015,0.1,10,0.05,0,220,100,0.6666666666666666,0.0016384,183
4,0.6722319879783099,0.6024250428921357,1,0.0015,0.01,10,0.05,0,8,100,0.6666666666666666,0.0016384,178
5,-0.20512485137548353,0.6466134497057827,1,0.0015,0.01,10,0.05,0,11,100,0.6666666666666666,0.0016384,186
6,-0.5233352421211828,0.36053366440569207,1,0.0015,0.01,10,0.05,0,5,100,0.6666666666666666,0.0016384,185
7,0.5424176099460731,0.7935586040326538,2,0.0015,0.01,10,0.05,0,10,100,0.6666666666666666,0.0016384,177
8,0.15154698106190534,0.9854767447162114,1,0.0015,0.01,10,0.05,0,3,100,0.6666666666666666,0.0016384,190
9,0.5611732586260642,0.6014019572631083,1,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,185
