,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,0.0914014590450527,1.464865079926892,1,0.0015,0.01,10,0.05,0,7,100,0.6666666666666666,0.0016384,168
1,0.001676208262032075,1.148021530856682,1,0.0015,0.0,10,0.05,0,0,100,0.6666666666666666,0.0016384,172
2,0.27838644920254396,0.6453571235947063,1,0.0015,0.1,10,0.05,0,8,100,0.6666666666666666,0.0016384,163
3,0.1525974765533521,0.8507017901691951,1,0.0015,0.1,10,0.05,0,4,100,0.6666666666666666,0.0016384,168
4,0.024329290273019,0.7718115426657068,2,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,179
5,-0.07600847133519184,0.9727128128245214,2,0.0015,0.0,10,0.05,0,0,100,0.6666666666666666,0.0016384,170
6,0.5577138572614254,0.5131990434300782,1,0.0015,0.1,10,0.05,0,9,100,0.6666666666666666,0.0016384,175
7,-0.08900987837598273,0.910533608456177,1,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,173
8,-0.03306824072030956,0.8370341368849855,2,0.0015,0.01,10,0.05,0,0,100,0.6666666666666666,0.0016384,179
9,0.009988644496806365,0.7708940192081754,3,0.0015,0.0,10,0.05,0,2,100,0.6666666666666666,0.0016384,178
