,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,0.5064236911796514,0.5645889254639229,3,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,109
1,0.13975190528773573,0.682690547589302,3,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,114
2,0.2193665799423502,0.7302357015440366,2,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,120
3,0.19528259368120038,0.942416604649055,2,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,119
4,0.5514407744134173,0.7017097172769451,2,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,111
5,0.4994671829940933,0.8116112249138481,3,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,108
6,0.4879108544247439,0.6892018727494611,3,0.0015,0.01,10,0.05,0,19,100,0.6666666666666666,0.0016384,112
7,0.001391587486025192,0.9449198412924364,2,0.0015,0.01,10,0.005,0,0,100,0.6666666666666666,0.0016384,113
8,0.6429067984088314,0.7564682439732769,3,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,115
9,0.06803812696626921,0.8428138833699123,3,0.0015,0.01,10,0.05,0,220,100,0.6666666666666666,0.0016384,127
