,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,0.5830974489790579,0.6863772107454325,1,0.0015,0.1,10,0.05,0.0,46,100,0.6666666666666666,0.0016384,413
1,0.47991598971829963,0.7264160600704886,1,0.0015,0.01,10,0.05,0.0,220,100,0.6666666666666666,0.0016384,411
2,0.4222288345961689,0.717671756112557,1,0.0015,0.01,10,0.05,0.0,11,100,0.6666666666666666,0.0016384,414
3,0.5890705554913391,0.5918532428242069,1,0.0015,0.01,10,0.05,0.0,91,100,0.6666666666666666,0.0016384,419
4,0.6084877884280928,0.5796905014926402,1,0.0015,0.01,10,0.05,0.1,7,100,0.6666666666666666,0.0016384,419
5,0.41283566945566164,0.7309409384450458,1,0.0015,0.01,10,0.05,0.0,220,100,0.6666666666666666,0.0016384,417
6,0.6251746072861335,0.6915045038318017,1,0.0015,0.01,10,0.05,0.0,9,100,0.6666666666666666,0.0016384,420
7,0.42292950478004054,0.5689815671749368,1,0.0015,0.01,10,0.05,0.0,153,100,0.6666666666666666,0.0016384,418
8,0.5845214492154829,0.5576799440936733,1,0.0015,0.0,10,0.05,0.0,220,100,0.6666666666666666,0.0016384,417
9,0.57297590750064,0.8411949947280476,1,0.0015,0.0,10,0.05,0.0,7,100,0.6666666666666666,0.0016384,418
