,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,0.18700531232981943,1.291111594173484,2,0.0015,0.0,10,0.05,0,7,100,0.6666666666666666,0.0016384,156
1,0.6808117788108967,0.5580494252537399,2,0.0015,0.01,10,0.05,0,11,100,0.6666666666666666,0.0016384,169
2,0.17828345821025104,1.2520540479743438,2,0.0015,0.1,10,0.05,0,48,100,0.6666666666666666,0.0016384,173
3,0.4840727558062643,0.7325317775218043,2,0.0015,0.01,10,0.05,0,11,100,0.6666666666666666,0.0016384,167
4,0.3785148905222272,0.449098490417844,3,0.0015,0.1,10,0.05,0,30,100,0.6666666666666666,0.0016384,158
5,-0.12433474974504466,0.53441850424303,3,0.0015,0.0,10,0.05,0,1,100,0.6666666666666666,0.0016384,168
6,0.3681685852145008,0.8923934420097464,2,0.0015,0.0,10,0.05,0,89,100,0.6666666666666666,0.0016384,162
7,0.22935294189989963,0.6143077129324218,1,0.0015,0.0,10,0.05,0,220,100,0.6666666666666666,0.0016384,165
8,0.18078259185040402,0.6098001399932794,3,0.0015,0.01,10,0.05,0,4,100,0.6666666666666666,0.0016384,166
9,0.6275284177633902,0.5311462871655359,3,0.0015,0.1,10,0.05,0,37,100,0.6666666666666666,0.0016384,169
