,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,0.2292151682618343,0.6469727747502728,1,0.0015,0.0,10,0.05,0.0,225,100,0.6666666666666666,0.004096,472
1,0.8359825056802119,0.251517235019033,1,0.0015,0.01,10,0.05,0.0,107,100,0.6666666666666666,0.004096,480
2,0.7223462605889351,0.6455594759200557,1,0.0015,0.01,10,0.05,0.1,62,100,0.6666666666666666,0.004096,465
3,0.0941147074670623,0.46068043249519525,2,0.0015,0.01,10,0.05,0.0,5,100,0.6666666666666666,0.004096,461
4,0.0873207399410344,0.9906454385087509,1,0.0015,0.01,10,0.05,0.1,45,100,0.6666666666666666,0.004096,469
5,0.6662066647669895,0.3788386413635393,1,0.0015,0.01,10,0.05,0.1,47,100,0.6666666666666666,0.004096,474
6,0.2661131880989682,1.2921702398109594,1,0.0015,0.1,10,0.05,0.0,51,100,0.6666666666666666,0.004096,477
7,0.7530717014951371,0.5831015474628448,1,0.0015,0.01,10,0.05,0.1,49,100,0.6666666666666666,0.004096,482
8,0.7892920518081252,0.4974609789087819,1,0.0015,0.01,10,0.05,0.0,138,100,0.6666666666666666,0.004096,483
9,0.5829801714420296,0.6081070110639285,1,0.0015,0.0,10,0.05,0.1,20,100,0.6666666666666666,0.004096,456
