,r2s,RMSEs,hidden,lr,weight_decay,memory,tol,drop_out,epoch,brach_size,hidden_layer_size,feature_selection_alpha,features
0,0.47331782542109213,0.7151142996871115,1,0.0015,0.0,10,0.05,0,16,100,0.6666666666666666,0.03125,102
1,0.33006925429365896,1.0526253909992873,1,0.0015,0.01,10,0.05,0,90,100,0.6666666666666666,0.0625,53
2,0.1685453488542813,0.864269799791181,1,0.0015,0.1,10,0.05,0,46,100,0.6666666666666666,0.0625,67
3,0.4270675793897387,0.5178650850894018,3,0.0015,0.0,10,0.05,0,15,100,0.6666666666666666,0.03125,104
4,-0.15390828237625676,1.0570242066082285,1,0.0015,0.01,10,0.05,0,90,100,0.6666666666666666,0.0625,68
5,0.1727389893490795,0.8040529320385565,1,0.0015,0.0,10,0.05,0,58,100,0.6666666666666666,0.0625,60
6,0.2577187035462396,1.1512793790896776,1,0.0015,0.01,10,0.05,0,100,100,0.6666666666666666,0.0625,64
7,0.08977061245760598,0.709338164066178,1,0.0015,0.1,10,0.05,0,67,100,0.6666666666666666,0.0625,67
8,0.20477806116044006,0.9459716557174863,1,0.0015,0.1,10,0.05,0,22,100,0.6666666666666666,0.03125,107
9,-0.17492028054013953,0.7685014759409696,1,0.0015,0.01,10,0.05,0,20,100,0.6666666666666666,0.03125,101
