,test_index,y_pred,y_true
0,2,0.3417200967590351,0.24423403860309076
1,10,0.6249412867371931,0.08266210685328311
2,29,0.004844743916676043,-0.8862518299714833
3,30,0.25141555964327394,2.0630281907780548
4,55,-0.06721094914823804,-0.292662942705162
5,63,-0.05203927919651884,0.1156398602553433
6,70,-0.1804912703353204,0.773249153134007
7,72,-0.09820552047779267,0.35821882104041736
8,76,-0.0641572456689589,-0.262920247441102
9,77,0.026257431062206366,-0.09818157801950295
10,78,-0.15009041209540955,-0.28869365447824175
11,101,0.08667988160826133,-0.3502732050938183
12,104,0.0827787963963779,-0.2942734626033229
13,118,0.11864255954454829,1.5943767808271962
14,135,0.08604074420246517,2.104458358686556
15,165,-0.27533253236054417,-0.6872721419009592
16,181,-0.10714717679030696,-0.6652715819608368
17,182,0.6513031163388908,0.004512722484176123
18,188,0.7413544349517899,0.8870166863046285
19,208,0.029466361217336857,1.0206124772865315
20,209,0.027661302804896582,1.1549488429103716
21,218,0.6448609566121077,5.190469292314471
22,235,0.7005570618961459,1.1144815017373055
23,238,0.07314083452537674,-0.45306904724881725
24,248,0.761460482570052,0.1949864787350333
25,274,-0.3531572970298065,-0.4502845229229936
26,277,-0.33286649526684636,-0.4297298295558015
27,281,-0.1877951063246127,-0.3440956533248511
28,284,-0.17456854235574717,-0.4104327419071605
29,286,-0.0893013802857495,-0.42812206753254206
30,289,-0.21424818440958068,-0.5198126092745408
31,291,-0.24787259687871602,-0.5312098479431242
32,300,-0.28564554521085245,-0.3428715592306611
33,312,-0.3281788335830655,-0.6491171854031892
34,340,-0.13823732986428197,-0.3913854331320642
35,352,-0.12247354579049326,-0.5277519459448945
36,354,-0.12070962282894103,-0.5461676010085734
37,355,-0.08342186321452531,-0.5513186424374859
38,357,-0.08553927131506898,-0.5897907359495626
39,388,-0.4281135841288651,-0.4216117817382295
40,395,-0.28715830790541835,-0.5606683646831646
41,433,-0.2732737623070888,-0.10074877872137367
42,437,-0.22481138374398557,-0.10345539654892315
43,451,0.00048291274628140327,-0.48580041792863704
44,462,-0.262737985337887,-0.43155703521477984
45,465,0.08876022151988365,-0.1310861614814952
46,490,-0.18742616997798003,-0.4572237938677963
47,501,-0.15293703194194094,-0.46988120256071675
48,524,0.42620206824166024,1.6489423567716832
49,534,-0.20886644170684124,-0.5373366524158953
50,536,-0.27208146351710655,-0.4231014779230021
51,542,-0.2243811383960205,-0.516613600359394
52,552,-0.27524432193015497,-0.3797319816210652
53,555,-0.34803531441738556,-0.42186185267835374
54,556,-0.387767398720654,-0.16644582352136478
55,557,-0.1886461820438492,-0.49508003598575856
