accession_id,replicate_id,PC3sc75,aLRL0,LRL75,Branched125,Basal75,MRLpTRS75,Apical75,Branched75,aLRLpMRL0,noLRpMR125,MRL0,MRL75,MRVA125,aLRLpMRL75,PC1sc0,LRDpMR125,TRS125,Straight75,MRLpTRS0,aLRL125,LRLpMRL1225,Depth0,LRDpBZ0,PC1sc125,MRVA0,LRDpBZ125,aLRL75,PC2sc0,TRS75,PC1sc75,Depth125,MRL125,LRLpMRL0,noLRpMR0,Basal125,MRVA75,PC3sc0,PC2sc75,aLRLpMRL125,noLRpMR75,LRDpBZ75,Straight125,Depth75,MRVL75,Branched0,Basal0,LRDpMR0,Straight0,MRVL0,Apical125,MRLpTRS125,LRDpMR75,MRVL125,LRL125,Apical0,LRLpMRL75,PC3sc125,LRL0,PC2sc125
7490,20950,-0.42962284,0.147653944,1.9094435,0.439637,0.2091375,0.698829278,1.454175,1.8381975,0.03861763,3.0,3.779615,3.50151,-1.9469375,0.054325629,0.899610912,2.126165,1.46065725,0.898921,0.743478469,0.049702917,0.098731288,3.15240025,6.88993775,4.202377439,13.3009575,2.81610125,0.189043456,-1.217304566,5.4109535,0.374932986,1.18733825,1.32477,0.349762247,9.0,0.1887725,-4.2197075,0.534623819,-0.238116153,0.039500226,8.75,4.42548975,0.907961,3.13050975,3.1407075,1.314607,0.207278,2.387283,0.858228,3.2504225,0.6963605,0.913590616,2.3498105,1.198135,0.13588725,2.25773,0.504874375,-0.305800045,1.3288855,0.667737405
7492,20951,1.112401709,0.146847789,1.86384875,0.6963965,0.10259625,0.635452669,0.74084825,1.10383175,0.042601034,4.25,3.08682,1.94727625,-7.307825,0.171883599,2.242642957,2.78577,1.9901895,0.84697975,0.837071066,0.062741996,0.229473869,2.8066395,5.4889075,3.290687488,2.7036175,6.610446,0.230594805,-1.240615589,3.811125,1.430865974,1.41903025,1.696735,0.209782913,4.75,0.28533775,16.6233625,0.421225444,1.681462987,0.048081138,7.75,3.2594535,0.8531815,1.6147955,1.68803,0.95511175,0.22315275,1.477217,0.91386775,2.820535,0.71500075,0.842548571,3.06496275,1.4431585,0.2934545,1.9085555,0.682931633,-0.664592014,0.697527,1.478757406
7496,20952,-0.339734627,0.269325827,4.61354425,0.913971,0.1964375,0.53221428,1.8923975,2.860385,0.055138099,6.25,4.75824,4.94922,9.6575975,0.05785076,-1.243283832,3.0714285,2.607622,0.88326775,0.58496238,0.082234415,0.296543026,3.542111,7.18901375,2.873828529,24.28327525,7.03043425,0.288149534,-1.364018329,9.56276425,-2.664305874,1.765087,2.0482925,0.724972746,13.0,0.457014,-5.75653,1.281200421,-0.648992106,0.043688487,15.75,5.49195775,0.8769215,4.33696225,4.3684225,1.80181025,0.14804225,2.73282,0.8222335,3.9088475,0.6773075,0.802944381,3.16608225,1.79641,0.5593295,2.8083875,0.919331156,-0.600544532,3.50123575,1.132745337
7498,20953,-0.038510258,0.142603657,2.4803285,0.90698275,0.24024925,0.56836049,1.20342425,1.875249,0.033974894,7.25,4.22077,3.3189225,-1.23109525,0.078238995,0.755088629,4.41652475,2.91734725,0.85722775,0.771716621,0.170359301,0.769182881,3.797115,6.5625995,1.282710332,-7.15883425,8.17277275,0.189072211,-2.029013344,5.799251,-0.483800854,1.444109,1.68856,0.295931704,8.75,0.1893175,10.46387975,0.282772017,1.14526685,0.114054175,13.5,9.499287,0.889235,2.7523775,2.84152,1.34844275,0.28642725,2.0756555,0.91210325,3.8503925,0.59225975,0.59873877,4.1509475,1.4979325,1.22878725,2.5859,0.799791438,-0.105300662,1.247782,2.780249756
7502,20954,-1.486182318,0.101992393,1.86249525,0.7431585,0.1633725,0.693553254,1.2537375,2.3391,0.04354438,5.5,2.9785375,3.75621,6.68296725,0.030831146,1.311147818,3.3174385,2.07585925,0.86580575,0.778859966,0.084750768,0.256987351,2.485847,5.9907365,2.849929196,5.20961,7.77504225,0.118121207,0.321594645,5.61870525,-0.511550071,1.42518975,1.6513275,0.341220134,7.0,0.21494275,-4.9919915,-0.617329228,0.34081849,0.0519955,15.0,6.52415425,0.892334,3.22250225,3.2538725,1.35578725,0.08989625,3.25776875,0.844686,2.5226675,0.69322625,0.799114304,3.980337,1.4723325,0.42453175,1.532854,0.48380766,-0.44836561,0.71394675,1.465101677
7504,20955,0.370011562,0.172496308,10.86194,1.38272775,0.1033665,0.363073592,2.213245,3.709316,0.04534311,10.5,3.783935,6.0259275,1.57975775,0.073214548,0.290521306,4.3886785,4.1931615,0.8590315,0.697311328,0.172236304,0.733862551,3.34640375,7.062035,0.400243423,3.179515,7.63140525,0.439156848,-1.01787799,16.8878675,-6.366306511,1.958785,2.4038225,0.45683253,9.75,0.20201725,-1.8765345,0.416071067,-0.520845828,0.070502133,24.5,6.60106275,0.82833475,5.1020545,5.1738225,1.4152455,0.102822,2.61618925,0.887931,3.3593225,0.8190775,0.586513221,4.072805,1.99139,1.789339,2.2658675,1.808063894,-0.434353489,1.681839,2.23238009
7506,20956,-1.826414206,0.079175591,1.916657,1.19440325,0.15997175,0.733731988,1.8421075,3.17189325,0.01933304,9.0,3.8851225,5.1739725,-6.1261425,0.021316873,2.010053461,3.5738665,2.71850725,0.8975975,0.902137353,0.038975391,0.167344148,3.40981025,5.213228,2.415574016,8.353475,5.4721735,0.109999795,-2.45791,7.0906295,-1.514766967,1.94286125,2.2907075,0.110436891,5.5,0.232133,-8.4244075,0.346453116,-1.519226561,0.016138377,17.25,5.49882175,0.8672155,4.5813655,4.641365,1.10043075,0.16818175,1.4067835,0.88671125,3.44651,0.86417125,0.864714433,3.348011,1.9820625,0.42779975,2.61651,0.370740651,-1.328072275,0.43546575,0.797676726
7507,20957,-0.977032004,0.193598722,2.60296925,0.62632025,0.1982975,0.662144576,1.96832,2.6502125,0.055856117,4.5,3.8424025,4.81683,0.45784,0.033270836,2.049057268,2.55957,2.1931075,0.8870995,0.819529518,0.099504514,0.289403758,3.3778585,6.453077,3.335978157,13.26065,5.117938,0.16038264,-2.433318448,7.41979925,-1.420503779,1.501627,1.70222,0.236897683,4.5,0.352464,-6.99717,1.582664753,-1.140962909,0.059748522,15.75,5.81655625,0.894627,4.23852175,4.2719775,0.70329275,0.42090525,1.16862225,0.9016225,3.47,0.72343575,0.798395627,3.22403825,1.521995,0.4908875,2.7182045,0.530425055,-0.158512949,0.87119425,1.130151733
7508,20958,0.588335659,0.248912025,9.61417525,1.05752575,0.13457175,0.338883481,1.747985,2.98828825,0.059928745,7.5,4.1491625,4.870845,-5.15086425,0.092758805,-0.230380793,4.914193,2.85757025,0.88379475,0.634583912,0.178905411,0.879969681,3.138805,6.28179425,0.673970095,25.43104975,7.088528,0.452558956,-1.111981074,14.48502025,-5.344660161,1.20300675,1.528365,0.59439437,10.0,0.10599675,-8.14752,1.192729746,0.755034887,0.119059781,21.5,7.18965925,0.81238725,4.2511665,4.3042125,1.5715935,0.1261365,2.38648975,0.8411315,3.4889625,0.3648425,0.536248818,4.42080225,1.23316,1.32920525,2.4514325,1.969636058,-0.604712379,2.48912025,3.889909789
7300,20959,0.903384186,0.165927588,7.34360575,1.0200605,0.207597,0.442679196,1.930594,2.994994,0.033354023,5.5,4.918885,5.133185,-1.30776,0.136846181,-0.313415101,2.61775525,2.70984725,0.8477555,0.703138462,0.109560447,0.294600013,3.2520625,7.05486725,2.753016218,33.94487425,5.908448,0.366394623,-1.964976959,12.47679075,-4.198916018,1.62154575,2.0867925,0.427402624,12.75,0.4384145,0.5219775,0.854970829,0.081239721,0.052222818,24.75,10.66891325,0.829049,4.187073,4.3494625,1.80979775,0.15756725,2.592827,0.807079,3.964325,0.6283175,0.782835366,4.15428275,1.73188,0.62305475,2.95152,1.310471511,-0.720614986,2.11557675,1.528627371
7307,20960,0.159756628,0.266177186,8.25258225,1.3742005,0.2011535,0.332945971,1.066915,2.8656065,0.077446652,11.25,4.000115,4.133675,-11.081897,0.118756377,-0.791756486,4.94487825,4.04171925,0.87637775,0.582589739,0.156454003,0.745864318,3.5591405,6.332769,0.354948362,1.897233,8.294511,0.371991153,-0.257890885,12.38625725,-4.684659236,1.9840405,2.32332,0.79056208,10.75,0.2891895,0.585965,0.365150276,1.980054785,0.067787237,22.5,8.19754075,0.87693775,3.57139875,3.6515175,1.74153975,0.22818775,3.11074225,0.883735,3.5677925,0.65993,0.576038251,5.39938175,2.038025,1.71839925,2.0303875,2.007221632,-0.90194663,2.86140475,2.496378005
7306,20961,-0.556298784,0.166768074,2.75841025,1.01044575,0.127677,0.609316703,1.7321675,2.278698,0.046694516,6.25,3.422345,4.1385425,-2.6863175,0.049525352,1.493973906,3.3764165,2.189704,0.90680075,0.762616146,0.056923994,0.194424715,2.91733725,6.8263485,2.582751674,15.17779975,6.05050975,0.205727046,-1.286244428,6.89695275,-1.17921407,1.61599225,1.8283525,0.319685982,6.75,0.15865675,-6.5869325,0.912362515,-0.380365216,0.031074797,13.25,5.81067875,0.8892145,3.714621,3.7528125,1.03144575,0.191722,1.94176325,0.888022,3.0354425,0.65925,0.841403642,3.20730675,1.6257925,0.3613515,2.19917725,0.664198441,-1.308747457,1.1256845,1.373820964
7310,20962,-0.605969849,0.110105345,2.764669,1.23160275,0.276264,0.669105504,2.1812325,2.5779035,0.028093996,6.75,3.737605,5.0354,1.322483,0.033217206,1.564899361,2.67782425,3.40008325,0.85492225,0.830741139,0.179548321,0.463974284,3.3940595,6.615666,1.589526823,-0.41194425,6.0431885,0.169143175,-1.886794624,7.800069,-1.33669605,2.07937675,2.4804,0.209580971,7.25,0.154937,1.18385975,0.325974387,-1.439768261,0.098489381,15.25,5.870861,0.85978525,4.3052965,4.306945,1.10492025,0.21920725,1.92306525,0.90876125,3.3976075,1.09386025,0.740998903,3.00598975,2.1190075,0.91968325,2.4134775,0.538792323,0.08476205,0.79826375,0.945178291
6953,20963,0.44951954,0.342046102,6.30255975,1.80444075,0.12187175,0.511975429,1.80770925,2.738684,0.067928667,12.5,4.689495,4.668265,-4.88711475,0.103385135,-1.670486701,4.3285665,4.39536525,0.83627825,0.558673289,0.125319464,0.534530879,3.73357225,6.21509925,0.134504266,5.73471025,6.803389,0.361809746,-0.858213591,10.97082475,-2.938712751,2.36486425,2.83444,0.867320595,12.25,0.12504675,-17.4224225,1.142143932,0.068295588,0.044223367,17.5,4.72372125,0.86995,3.75500075,3.895785,1.9663685,0.1274515,2.59636975,0.81201175,3.8042775,0.9049525,0.658731103,3.19270425,2.4616,1.56092525,2.595675,1.145651967,-1.321461766,4.19006475,1.490017727
7316,20964,-0.506003307,0.274482606,6.2163635,1.057297,0.15570725,0.483917334,2.024935,3.33581275,0.076539899,6.25,3.5148725,5.516455,0.424615,0.051893623,0.348177206,2.848913,3.7128485,0.887851,0.633221927,0.240143475,0.623899269,2.94583725,6.07464875,1.488246308,15.65345,6.45478025,0.287876532,-0.440751373,11.7328185,-4.085366841,2.0541505,2.3644625,0.629455664,8.25,0.314683,-2.683489,1.054028625,-0.887082166,0.109146562,21.25,6.3634825,0.873722,4.889477,4.8984175,1.34761475,0.24669275,2.31403275,0.87384375,3.071475,0.9924825,0.666070151,3.843522,2.062955,1.348386,1.920565,1.116576294,0.416778031,2.2644815,1.371395289
7320,20965,0.330580104,0.206096933,5.2838265,0.43337925,0.2091375,0.419056171,1.418925,2.062895,0.088657913,3.25,2.4931525,3.6909575,-3.446985,0.080275828,2.31894385,2.7092995,1.36418225,0.874451,0.76508014,0.049359967,0.188918879,2.26690975,6.25581075,3.653372999,-4.38185,6.1209705,0.29380221,-0.197597803,8.974784,-2.623042764,1.0318355,1.14365925,0.31218595,3.75,0.130852,3.6398,1.065563386,1.367815136,0.041689805,17.75,8.61902425,0.9064945,3.19395525,3.2180525,0.701301,0.1906325,1.523559,0.9116105,2.274345,0.36230625,0.85491388,4.82217875,1.03489825,0.220523,1.601219,1.437248221,-0.966871595,0.7728635,1.807367924
7514,20966,0.99002027,0.129568882,2.982786,1.12868875,0.0856315,0.540462281,1.2850175,2.08143625,0.021888756,7.5,3.4922875,3.45208525,0.2845475,0.255335719,2.686079518,3.26716425,2.965293,0.84239375,0.886127363,0.100072738,0.303737983,2.99050225,2.87045325,2.127237214,9.9790375,6.61790975,0.349386496,-1.705097871,6.43487125,-1.020046945,1.9747635,2.2644975,0.145422396,4.25,0.31173375,-26.369547,0.03958082,1.519178774,0.044335859,12.25,4.31797475,0.87817125,2.6746965,2.895763,0.695307,0.296628,1.125175,0.8835455,3.0802425,0.824075,0.771845725,3.050226,1.989125,0.7007955,1.79193,0.855860093,-0.79498621,0.55066775,1.113592967
7472,20967,-0.701585978,0.333274587,7.75006275,1.29668175,0.13085225,0.427172319,2.0882525,3.39735525,0.111555805,10.5,4.30006,5.61646,-10.2515775,0.045910194,-1.876034781,5.11004525,3.7064445,0.8872635,0.519264744,0.174537808,0.885611476,3.54931125,5.895933,0.204905323,9.739695,8.46358175,0.257269665,0.009129299,13.36652275,-5.324770241,1.53299525,1.92663125,1.194320669,11.5,0.09942125,-5.18834,1.010715203,-0.443805983,0.146328753,30.0,8.75245,0.85198725,4.95928675,4.9833075,1.97679025,0.10545225,3.126511,0.84308475,3.66,0.53052825,0.536555134,5.3048075,1.611887,1.77981325,2.2178175,1.369367343,-0.354479229,3.83265775,3.400134752
7330,20968,-0.973824333,0.188004813,4.05971675,1.09149025,0.1623765,0.563440749,1.6376325,3.179556,0.047675086,7.75,4.0814125,4.979565,0.67600775,0.043124121,0.878500248,4.1988985,2.723036,0.86212,0.73027652,0.08652044,0.358800636,3.326854,6.899113,2.172409134,16.60140025,5.263716,0.208125083,-1.596054354,9.03928175,-2.717378079,1.4880075,1.8863535,0.369556367,8.0,0.1747575,10.046355,0.982060103,-0.456701915,0.049439329,19.5,6.16498575,0.85487675,4.2002265,4.2973325,1.2978645,0.325523,1.95314975,0.8519995,3.476235,0.62010575,0.754328316,3.942105,1.5524475,0.8366825,2.458025,0.83974359,-0.697025049,1.5040385,1.718748381
7340,20969,0.128391729,0.1532124,5.54333625,0.74765025,0.21997775,0.509316038,2.166895,2.71356725,0.044172915,5.0,3.370075,5.10044,-12.49769975,0.056127406,1.282169639,2.23244125,2.77129975,0.8558335,0.753246081,0.111007583,0.241002555,3.0702065,7.35679975,2.92070191,2.668125,7.26102475,0.286551382,-1.194243099,10.64377625,-3.068388407,1.87597825,2.22653,0.334681683,7.5,0.3707435,4.543715,0.696114065,-0.725530665,0.049098057,18.25,6.65589375,0.872881,4.33378375,4.3650275,1.01720525,0.14037725,2.203623,0.91264725,3.0749075,1.10813625,0.814975517,3.5760395,1.9435125,0.54476975,2.2124925,1.085295083,-0.065444219,1.149093,0.614998879
7333,20970,0.562486382,0.133251963,6.86488875,1.1790765,0.120012,0.40490376,1.89212,2.651248,0.036065874,10.0,3.9336675,4.66338,3.50300775,0.074780382,1.375934749,4.81754075,3.75334125,0.863018,0.815876987,0.167174173,0.791824747,3.5463455,6.2584755,0.578946315,-7.9818675,8.631026,0.349955578,-2.071419782,11.52826875,-3.855188607,1.65693775,2.1000775,0.230985584,6.75,0.2233785,13.20378025,0.512862581,0.282939644,0.079883593,19.75,7.45678325,0.8175175,3.91441225,4.03005,1.08750925,0.22841325,1.709947,0.910567,3.5822825,0.6976225,0.560921607,4.25796375,1.7219625,1.65326375,2.617745,1.470733512,-0.282288781,0.89945075,2.777345646
7344,20971,-1.141827321,0.205012605,4.37261925,1.42627475,0.15221325,0.552109626,1.875625,3.30510925,0.04262717,7.75,4.619695,5.3329475,-5.29644,0.035901357,-0.211801657,2.72117,3.6016465,0.8895755,0.712922331,0.106108489,0.281157684,4.22905025,5.5941245,1.529133174,3.0628925,5.2671185,0.191753893,-2.332990301,9.70556675,-3.304202213,2.485961,2.800885,0.419995799,9.5,0.14749775,2.92791725,0.496193655,-0.926050796,0.038425323,22.75,6.9150425,0.893025,4.73071825,4.7425775,1.68290325,0.15734175,2.05096025,0.91911325,4.24572,1.2271125,0.788335791,4.27343375,2.49869,0.8007615,2.77945,0.819128943,-0.829019973,1.94761975,0.218786111
7331,20972,3.163801902,0.279391467,1.5861925,0.123506,0.1557075,0.466789725,0.77055025,0.368245,0.111810143,1.5,2.02823,1.29450275,0.2181275,0.352380805,2.391504499,2.5511725,1.0019145,0.76809525,0.708817194,0.228570125,0.64565237,1.65669075,5.72153575,3.272119026,16.4578275,5.04700275,0.390544041,0.902092068,2.88069525,0.672819628,0.53633125,0.6319025,0.49760271,3.75,0.07719625,-2.74102875,1.200835453,4.694155002,0.415964252,6.0,12.697313,0.87013975,0.9075175,0.9526655,0.52032675,0.1128915,1.68446425,0.8660865,1.747605,0.233222,0.65419701,5.4339155,0.546618,0.370012,1.00948425,1.506623425,2.400126852,1.047718,3.582410134
7337,20973,1.867057585,0.369893467,7.3444535,1.00550125,0.13983225,0.392210889,1.96397775,2.520995,0.08889691,9.5,4.179855,4.624805,2.712388,0.152314134,-1.624384234,5.426209,5.482445,0.86415175,0.506268614,0.405768729,2.185421899,3.72731225,6.903251,-1.454354435,7.0725575,9.83840275,0.534376665,-0.750137128,11.9692585,-3.749419387,1.49188975,1.762585,0.990354373,11.25,0.11103175,4.35894475,1.618838613,0.207913454,0.24565693,14.75,6.451192,0.86661075,4.07959775,4.114225,1.6226165,0.089126,2.67396625,0.90148325,3.7662675,0.646052,0.326044756,3.0037165,1.53122,3.71986,2.4681125,1.5540937,1.957682461,4.1613015,4.43733848
7343,20974,0.054572704,0.275802514,6.646173,0.8731475,0.13643175,0.434861512,1.7799575,3.15025075,0.067503626,5.25,4.07713,5.06664,-0.3429625,0.073713799,-0.265731774,2.71447425,2.72498925,0.87397375,0.61870183,0.15488346,0.439866759,3.282203,6.79527075,2.084079323,19.70104925,5.81832025,0.373263276,-1.212088237,11.712813,-3.965204544,1.47601375,1.9202825,0.622403105,9.25,0.1115765,-0.0291675,1.558054706,-0.132206657,0.08674651,17.75,5.8810325,0.78741125,4.40684375,4.4269775,1.3591865,0.075881,2.258786,0.85566525,3.4874925,0.9355585,0.713989515,3.5079875,1.5245225,0.80470675,2.6420625,1.313967872,0.21013324,2.55117325,1.760708194
7346,20975,0.867850225,0.201680069,2.011851,0.6382515,0.662751,0.803318411,1.73774175,0.63648725,0.041950489,4.5,3.9043025,3.8408775,3.3754475,0.072864543,0.61344925,2.41067925,2.215785,0.91805625,0.767511655,0.109564566,0.24585729,3.4285855,4.8811305,2.888421911,12.76361775,3.3268735,0.290267611,-1.510285151,5.8527285,1.914857854,1.53978175,1.7561025,0.357638894,7.25,0.05683125,-1.2406335,0.089021185,-1.694885418,0.059499695,5.0,1.76751375,0.88087775,3.51468375,3.52546,1.73532225,0.08168625,1.825257,0.90643,3.53772,0.69966975,0.821150344,1.12417625,1.5499275,0.4596825,2.087294,0.452690378,-0.469656754,1.4621805,1.057143218
7353,20976,-1.089523763,0.195466262,4.48947075,0.9141965,0.144097,0.533040152,1.72422,3.189158,0.041900871,5.5,4.6432775,5.057475,-2.757755,0.042929946,-0.391293921,3.0450575,2.10539075,0.86673375,0.696764057,0.054692717,0.169211224,3.882479,5.80163375,3.216694795,16.35385975,8.176897,0.217431716,-2.027521789,9.54694575,-3.122797204,1.4951875,1.8198275,0.443593006,10.5,0.366798,-8.1470625,0.597513286,-0.286067681,0.033953181,20.75,6.5136585,0.844898,4.29234225,4.3828775,1.8110715,0.069531,2.26494325,0.87392975,4.05619,0.538833,0.859323879,4.09844275,1.52413,0.28556325,2.762675,0.884958482,-1.061338605,2.05239575,1.621001184
7354,20977,0.304845361,0.177636625,8.95904925,1.35097825,0.096791,0.388227629,2.089605,3.0720215,0.084860059,8.75,3.02083225,5.2584175,6.2967525,0.072696217,1.506148828,4.58163125,3.1166425,0.89209575,0.72712705,0.141767378,0.627433043,2.1665515,5.024151,0.760157508,32.17457475,6.49536275,0.383829799,-0.486717915,14.21746675,-5.218782692,1.679486,1.9231925,0.426138494,8.0,0.10840175,-5.9199425,1.180421679,-0.111674178,0.075242476,23.0,7.4351685,0.878639,4.638534,4.6906475,1.1211565,0.0830015,2.48767375,0.85891275,2.5644985,0.4638125,0.616870751,4.373128,1.6910525,1.19345,1.81667425,1.69521532,-1.131522178,1.421093,2.651875256
7355,20978,-1.178362416,0.114100278,2.64798125,0.30320425,0.36484475,0.69015391,2.2673525,2.77448775,0.023495834,4.5,4.04658,5.406685,-13.79525275,0.022239545,1.329127398,4.989851,1.90889875,0.89105675,0.815941827,0.2254011,1.059359986,3.3491405,7.82055175,1.743213101,15.00937775,14.76914075,0.121703053,-2.009908958,8.05466625,-1.771701622,0.79019225,0.931069,0.240063808,9.0,0.154937,-8.5878475,0.621873852,-1.831431833,0.240501498,20.5,7.2806585,0.8766485,4.74007925,4.818505,1.153995,0.27186725,2.141643,0.8614325,3.4935825,0.47292775,0.532628921,3.7078465,0.81455575,0.97782975,2.62071775,0.470905843,1.78975189,1.0269025,4.186100147
7372,20979,1.473774122,0.250354763,9.36366825,1.117437,0.1052265,0.330989247,1.4727155,3.2368955,0.055424568,8.5,4.56465,4.8148375,-3.16866,0.175391539,-0.404311964,4.2450715,8.67588675,0.83306975,0.658488186,0.78734174,3.171318415,3.99062525,6.1653565,-3.140190924,12.5586725,7.788012,0.566058164,-2.092848817,14.17850575,-5.335312046,1.7651785,2.0719125,0.521745927,9.5,0.11420675,3.5094275,1.130525004,1.343856256,0.383738192,19.0,6.717502,0.8526925,4.00029925,4.0458725,1.5517725,0.1620575,2.08292625,0.8988105,4.103485,0.84026875,0.239984887,3.889435,1.7773475,6.60397425,2.85082,2.176065155,4.212029451,2.37837025,4.887369186
7373,20980,-0.923868198,0.146660654,5.347727,0.2857885,0.13960675,0.549553877,2.3675225,3.80253575,0.036773131,3.25,4.0491975,6.309665,7.80681,0.038779095,1.7192352,2.59932075,2.940514,0.903875,0.814949001,0.302318143,1.096087436,3.14540375,6.03453525,1.708182589,23.092075,8.22172,0.246725531,-2.081650307,11.657392,-4.191298307,1.3139745,1.560565,0.23341116,6.5,0.05814625,-0.411485,0.991535072,-2.174316678,0.245412343,21.75,5.7251635,0.870721,5.69593825,5.70196,1.07448975,0.41083525,1.62371425,0.84531425,3.4205175,0.57683775,0.579751486,3.45323225,1.359365,1.379949,2.5638725,0.840017108,2.258639049,0.95329425,2.633386233
7351,20981,-1.568004666,0.117347636,2.65277425,0.7351765,0.2850185,0.653433368,1.2778575,3.1164165,0.025877607,6.25,4.6976975,4.6792925,-3.2075725,0.032457204,1.381456416,4.3213285,2.29266275,0.8531455,0.880998554,0.134089342,0.548730016,4.25127975,4.24326475,2.305715204,-3.81935125,8.67125075,0.147955221,-3.280212213,7.33206675,-1.553664567,1.285776,1.48247,0.135598269,5.5,0.38475875,11.53559,0.295945315,-0.331501379,0.089356056,17.25,5.62061825,0.87407925,3.8763075,4.0063125,1.33561,0.3538725,1.172114,0.9083915,4.26653,0.36253475,0.657170317,3.74414025,1.295695,0.81019275,3.008215,0.585573927,-0.505699228,0.645412,2.950385306
7378,20982,0.20101752,0.241806667,2.14946775,0.587997,0.0830015,0.377792746,0.380943,0.787198,0.182175654,6.75,1.30431,1.2511425,1.43431,0.164696296,-0.293845696,5.997297,1.770157,0.79241825,0.386621327,0.090211787,0.561547757,1.13645725,14.3099405,1.909894082,8.791285,11.43144475,0.200005032,4.476580629,3.40061025,-0.819346221,0.96829425,1.13921,1.670614178,9.0,0.12450225,-13.23682025,1.391007359,5.792398426,0.07990728,10.75,13.7784245,0.85634875,0.96164175,0.99031,0.636073,0.09384175,6.99272225,0.885638,1.1544925,0.42671075,0.653567127,8.57670575,0.974819,0.630947,0.57439525,1.718146426,-0.453103534,2.17626,3.466618026
7379,20983,-0.802594517,0.10700375,2.337656,0.633575,0.2133085,0.696020506,2.201785,2.302014,0.029791756,4.25,3.4156225,4.7171075,-18.6713395,0.027335208,2.324444975,2.3269185,2.01897275,0.88762825,0.871152136,0.046914163,0.108188879,2.70695,14.6522475,3.641149462,25.5781255,6.7649285,0.130407652,-1.664105318,7.0547635,-1.060110006,1.32616775,1.82571,0.151175005,5.0,0.29082375,-9.23323,1.348164005,-1.30282684,0.026331393,16.5,7.0624285,0.776321,4.127297,4.189475,0.811374,0.2258765,1.43551975,0.8836135,3.01892,0.90131125,0.903499652,3.42704925,1.4214825,0.19326275,2.378372,0.47607942,-0.576142524,0.53501875,1.260829457
7382,20984,-0.188559208,0.272235277,6.6700165,1.26489575,0.176298,0.437550568,1.55282,3.1739795,0.053782068,8.5,5.0434825,4.9030975,-4.0693425,0.069598353,-1.102256807,4.729222,3.18004875,0.89456725,0.630988888,0.16184877,0.763691177,4.0788175,5.88062475,0.672744749,23.13285,6.8475755,0.340080324,-2.234747151,11.573114,-3.954633544,1.51746025,1.79978,0.619307394,11.75,0.14278175,8.689045,1.059778773,0.001745426,0.089709367,19.25,6.04477775,0.8610685,4.32735575,4.3863275,1.9499075,0.2377125,2.284634,0.8835755,4.45199,0.3921025,0.581402638,3.92962875,1.5405825,1.38026875,2.8558625,1.365472144,-1.011480382,3.1987645,3.193614351
7384,20985,-0.78497149,0.195172351,8.701852,1.85511075,0.170493,0.439477819,2.2621825,4.127857,0.04471489,12.0,3.808985,6.5605325,-10.45452725,0.040276232,0.568748403,3.3284855,4.61434375,0.82332625,0.709351259,0.120193056,0.31857616,2.9584365,6.38987025,0.596208226,17.63041025,5.94764075,0.264970382,-0.972027457,15.2623845,-6.07041431,2.80317475,3.4767675,0.449728359,9.25,0.17902175,6.700865,0.806969922,-1.092385877,0.035756464,32.25,7.77311475,0.831629,5.349731,5.4063625,1.37632375,0.1197865,2.33936725,0.8221465,3.1291675,1.442635,0.766672475,4.8942685,2.888485,1.13757625,2.31287475,1.313319694,-1.053077223,1.80534425,0.22189498
7394,20986,0.783699992,0.425225379,6.83209225,1.13562,0.2220635,0.389803586,1.6035825,2.5063265,0.144061209,8.25,2.90425,4.3319725,3.1245775,0.106814723,-0.458188414,4.88884075,3.32409125,0.88569325,0.496498884,0.196425472,0.985234015,2.32345775,5.4555445,0.544987138,-6.600582,7.13348775,0.419747093,1.563794441,11.16406475,-3.629918691,1.36514525,1.6382125,1.039533755,7.25,0.18296725,2.05431025,1.522718503,0.814406922,0.123502186,16.75,6.72613625,0.842729,3.72376175,3.8530275,1.34748325,0.11103175,2.502098,0.82537975,2.4221325,0.31962525,0.527751145,3.944447,1.376395,1.68587875,1.445735,1.691484928,-0.46326045,3.082884,3.672869346
7390,20987,-1.313332266,0.1504845,0.51484075,0.4336045,0.341756,0.904501201,2.292485,2.2215515,0.039123928,2.75,3.16015075,4.8557925,7.60765,0.00834998,2.110385301,1.08199,2.72540225,0.899861,0.789927309,0.058434167,0.071112037,2.7716615,5.03221175,3.58403801,4.7829825,5.4695205,0.04018795,-0.484892673,5.37063325,0.570889782,2.1174565,2.562255,0.284022911,7.5,0.1491315,-2.98712,0.126117702,-2.506065848,0.027096362,12.5,5.62188525,0.8465185,4.29874625,4.37,1.0802925,0.26016325,2.6021495,0.86894425,2.79172825,1.257364,0.936816587,2.57858375,2.17009,0.16314725,1.819695,0.106764916,0.107048097,1.12863375,-0.580312154
7391,20988,-0.943740949,0.1109785,1.86957625,0.4547405,0.1697225,0.716112832,1.951225,2.1464375,0.025940049,3.25,3.8602525,4.267385,-10.242125,0.027458007,2.004827262,1.6844655,2.043655,0.88537775,0.863789326,0.045562525,0.075230492,3.279044,5.5575385,4.116479339,19.22827525,9.4718035,0.117434518,-2.369813515,6.13696125,-0.524263307,1.56820625,1.8987875,0.165579812,6.0,0.38815925,-10.28820275,0.583002804,-0.809455703,0.024150388,14.75,6.788715,0.84113925,3.6762985,3.77875,1.07294925,0.33264325,1.5295445,0.9005965,3.4762825,1.05588775,0.930484825,3.4521525,1.599085,0.1448675,2.45466,0.436764269,0.044005113,0.665871,0.454882233
