accession_id,replicate_id,PC3sc75,aLRL0,LRL75,Branched125,Basal75,MRLpTRS75,Apical75,Branched75,aLRLpMRL0,noLRpMR125,MRL0,MRL75,MRVA125,aLRLpMRL75,PC1sc0,LRDpMR125,TRS125,Straight75,MRLpTRS0,aLRL125,LRLpMRL1225,Depth0,LRDpBZ0,PC1sc125,MRVA0,LRDpBZ125,aLRL75,PC2sc0,TRS75,PC1sc75,Depth125,MRL125,LRLpMRL0,noLRpMR0,Basal125,MRVA75,PC3sc0,PC2sc75,aLRLpMRL125,noLRpMR75,LRDpBZ75,Straight125,Depth75,MRVL75,Branched0,Basal0,LRDpMR0,Straight0,MRVL0,Apical125,MRLpTRS125,LRDpMR75,MRVL125,LRL125,Apical0,LRLpMRL75,PC3sc125,LRL0,PC2sc125
7011,20876,-0.412591492,0.177250051,4.88477325,1.2422575,0.0970165,0.496161534,2.00063,2.6625935,0.049401036,10.0,3.52746,4.76024,-11.70021275,0.048891445,0.599938167,4.74085,2.95830475,0.89709525,0.680444616,0.078743715,0.372975685,2.59565125,7.639,1.429383822,28.109125,8.104389,0.231651957,-0.60795644,9.64501325,-3.151762784,1.84412325,2.1745075,0.479024564,9.75,0.2250125,-5.1965795,0.977272056,-0.293429419,0.037153786,21.0,7.988761,0.88120425,4.2385445,4.263065,1.2860285,0.0912115,2.740078,0.83638825,2.943275,0.7072375,0.732489351,4.4152665,1.9182225,0.78379725,2.15022,1.021620221,-1.429734498,1.728188,1.927637057
7008,20877,-1.592082044,0.105431132,3.1071965,1.245526,0.11289175,0.643630162,1.9851125,3.48779575,0.028674328,8.0,3.8267125,5.5858,-0.2281075,0.024938929,0.763543903,4.18092125,2.60720875,0.88449675,0.792111319,0.066542747,0.326333023,3.4256525,5.71133325,1.785683089,7.1163625,6.42949225,0.138968172,-1.07393295,8.6929965,-2.808880455,1.78427875,2.017445,0.26355862,9.5,0.1433265,3.15492275,-0.819069275,-1.517521018,0.03573732,22.5,6.45807925,0.8880365,4.924376,4.94415,1.94143225,0.24669275,2.483928,0.90862875,3.474285,0.6285925,0.781615347,4.0230905,1.795265,0.58976375,1.6385875,0.556164298,-1.545144005,1.00159575,1.706406744
7035,20878,-1.062307967,0.241341378,5.00519775,1.10841725,0.17289725,0.535847914,1.9949025,3.27058275,0.050187473,5.25,4.7366875,5.4383825,-16.81865,0.039415969,-0.795943647,1.98057975,3.127217,0.8863965,0.645350314,0.112929811,0.194468841,4.095671,6.56648625,2.420749634,4.55678425,4.6456055,0.213443045,-1.864348821,10.44358025,-3.590978713,2.18067425,2.626485,0.565617303,11.25,0.24646725,-11.2430875,0.858618918,-0.814804092,0.044626154,23.0,7.1508515,0.8661925,4.71780025,4.81346,1.7250275,0.1684075,2.35789325,0.87067,4.1211325,1.2716005,0.843584463,4.2626995,2.28033,0.500732,2.8432525,0.925038565,-0.546570763,2.7150905,0.173921463
7026,20879,-0.521233814,0.205601811,6.96910475,1.32676,0.162602,0.364929414,1.194425,2.647978,0.105439733,8.5,3.0039525,4.005005,6.4486875,0.088470697,0.358883837,3.85071425,3.4471625,0.8696245,0.595898997,0.147590866,0.565451537,2.70501425,8.582851,1.100400063,-1.997805,6.3871885,0.288747158,0.73723736,10.97410975,-4.536663993,1.9524985,2.1891225,0.843181523,9.25,0.2363975,-9.68859225,0.681472479,2.310382238,0.067461237,25.5,9.64749525,0.902685,3.48591225,3.5324775,1.08587225,0.32475275,3.425595,0.9009385,2.7158075,0.625965,0.643199784,6.6473405,1.9732675,1.25804,1.5933275,1.998940232,-0.783172413,1.90181675,1.830175276
7004,20880,-1.158188909,0.19278852,3.3911785,1.72380625,0.141918,0.649709318,2.2397325,3.481767,0.039473422,10.25,4.6049075,5.8634175,-0.15435525,0.028143763,1.023453918,3.90642925,4.72165825,0.89000225,0.803253776,0.190855947,0.785051562,4.2131975,4.8413255,0.041098339,2.017555,6.0596705,0.166284827,-2.919456491,9.254596,-2.737119879,2.130007,2.6594575,0.253586328,6.25,0.17520875,9.520135,0.66903188,-2.161110944,0.074183988,19.5,5.53944075,0.8216625,5.13057825,5.2219475,1.32740175,0.44970575,1.3498205,0.917404,4.221965,0.7604425,0.590131509,3.3002215,2.1937225,2.06220075,2.8278,0.568075364,-0.711571999,1.20492825,2.122847527
7031,20881,-1.423944801,0.141957103,8.377588,1.11435525,0.13348225,0.492433646,2.1239875,4.75669275,0.027798823,4.0,5.06159,7.0141625,-14.13767525,0.037102076,0.372453643,1.4028165,3.0740525,0.873483,0.787768739,0.034641,0.074200061,4.180952,5.7904515,2.987273147,15.02896,2.812706,0.261779712,-2.884133693,15.3917505,-6.268843275,1.99556975,2.86251,0.272030359,9.75,0.21471725,-0.888,0.437101315,-1.882804843,0.012152433,30.25,6.33787,0.777328,6.11503275,6.1238925,1.69295575,0.38815925,1.91996275,0.86159175,4.36052,0.8096475,0.935513939,4.30600975,2.2256975,0.2115425,2.980475,1.184835147,-1.522241947,1.38408175,0.40290628
7062,20882,-0.296787999,0.282201898,10.67579675,2.4170675,0.13248625,0.382793983,1.6458775,4.26203125,0.085657625,13.75,4.711585,6.040395,-18.12485,0.066067935,-1.757705426,3.84579675,5.84012925,0.829199,0.557064466,0.143155943,0.62235102,4.000118,6.22543025,-0.63118497,13.92725,5.6562625,0.407518788,-0.995225317,16.71619175,-6.394641947,2.752038,3.636555,0.916964783,12.25,0.1773875,10.0501625,0.814788304,-0.107848001,0.040226656,26.0,6.1054215,0.79543725,4.917863,5.00067,1.98560375,0.13248625,3.0262005,0.869932,4.1146425,1.0421,0.654418424,4.31761475,2.904565,2.20357425,2.593495,1.725477108,-1.602884914,3.45697325,1.294397911
7069,20883,0.44378476,0.237901448,2.98959025,0.28764725,0.21340225,0.679075999,2.59977,2.29788025,0.049886493,1.75,4.7046,5.1110525,6.7277925,0.060013939,0.368324981,0.85402475,2.35294475,0.88768975,0.744981022,0.206476083,0.180467784,3.87334425,4.95376875,3.503659259,8.244555,10.96420125,0.308370215,-2.258918683,8.10064275,-1.104417598,1.74296575,1.976715,0.362812223,7.25,0.1401515,0.3570025,1.009871476,-2.136058477,0.103569413,9.25,4.0786195,0.89269125,4.4638525,4.5346675,1.519744,0.2627935,1.53794675,0.834608,3.9226025,1.54891625,0.854497798,1.7983405,1.7583275,0.37622975,2.9220625,0.576013308,2.085085885,1.7247855,-0.240160692
7071,20884,-0.51871772,0.173049308,3.1998535,0.7860685,0.26564925,0.573676932,1.4357475,2.07440825,0.048301041,4.75,3.5154525,3.775805,7.918545,0.051885826,1.565068411,2.575218,2.482299,0.83674725,0.77433954,0.134951111,0.360950894,2.94569125,6.296296,2.681144658,18.853375,6.019492,0.196812141,-1.418554901,6.9756585,-1.160466448,1.590452,1.8122575,0.310086535,6.5,0.257533,-6.254159,0.908047879,0.783825011,0.073990956,15.75,7.5147435,0.893934,3.1494825,3.17498,1.0784345,0.260708,1.844302,0.8891385,3.123945,0.768656,0.754204216,4.12133825,1.6185325,0.6700415,2.17631,0.828577335,0.005210608,1.1248205,1.225116106
6727,20885,-0.451746248,0.204241603,7.04027125,1.413744,0.2033325,0.450541938,1.5040125,2.9974025,0.038158047,8.75,5.138335,4.7047475,2.24275,0.061033805,-1.391041475,2.95978425,3.9983215,0.8430245,0.647789716,0.150760501,0.409467616,4.2097715,7.01608975,1.073628374,0.4924425,5.75257825,0.29354282,-1.81790974,11.74501875,-3.953916914,2.38118,2.8140775,0.570754818,14.5,0.098106,-5.039935,0.361399069,0.743633949,0.056730538,22.25,7.43603375,0.85510325,3.93692225,3.9581,2.0744875,0.1207825,2.81498475,0.837333,4.30234,1.3022275,0.7239302,4.67720525,2.3941675,1.184244,2.943065,1.448595489,-0.280608576,2.96150325,0.554542874
6729,20886,0.461120201,0.2581024,5.251664,1.113171,0.1430075,0.430130373,1.37628125,2.04115875,0.055428394,9.5,4.596815,3.5604475,-3.7680375,0.108789881,-0.62424617,4.4689365,3.2985595,0.86395225,0.652328734,0.121613595,0.562543379,4.048063,6.0586665,1.335555047,-4.3339055,8.55815125,0.283497232,-1.747354588,8.8121115,-2.5138381,1.73032225,2.0829775,0.562367107,10.0,0.28120525,-8.6262025,0.791843436,1.66019043,0.057795909,18.0,9.6167005,0.8321215,3.00331825,3.07068325,1.674413,0.175302,2.174597,0.88494125,4.0684375,0.68860125,0.656598336,4.795305,1.7375575,1.215582,2.7471,1.377204497,-0.652607957,2.581024,2.316761646
6730,20887,-1.014472999,0.116541222,1.89873525,1.824355,0.3262935,0.769235283,1.39850625,1.998754,0.031637992,18.0,3.28631,3.72355375,-6.697865,0.037718935,2.279455078,6.48853475,5.375411,0.8448925,0.826633945,0.135766112,0.926388243,2.48152025,8.0607435,-1.112801852,25.3627,10.00771,0.091330591,-1.209355449,5.622289,0.494864108,2.530329,2.932,0.23309225,6.75,0.1443225,-22.34654325,0.903689564,-0.213817363,0.052650133,14.0,4.88074425,0.86838875,3.11862925,3.1999595,0.8459825,0.33704,2.02972375,0.8453095,2.77401,0.9633225,0.578357024,3.33719575,2.552925,2.443411,2.1032875,0.393035367,-1.310690408,0.78665325,2.271565771
7075,20888,-1.163836916,0.1517722,4.6673485,1.10360575,0.464172,0.529062227,1.4444975,3.0410805,0.03807323,7.25,3.645535,4.94975,5.7601225,0.041095999,1.672232829,3.26609025,3.466663,0.849513,0.775258016,0.134601974,0.614766931,2.6050245,6.245217,1.429163251,29.4169995,4.8723365,0.203625431,-1.14142891,9.6170985,-2.836012535,1.8287145,2.0652975,0.307428938,7.5,0.12373175,-7.21823525,0.761926353,0.04896145,0.05996753,22.25,7.28709175,0.89318825,4.1431975,4.202915,1.185968,0.3844395,2.056829,0.82285,2.9978575,0.4111575,0.684352377,4.4911415,1.8414875,1.4013655,2.0751275,0.939840754,-0.976642261,1.1382915,1.880628501
7078,20889,-1.487435959,0.28919225,2.14212025,1.26720225,0.26991375,0.742340876,1.9954625,3.16505375,0.059499495,5.0,4.8241575,5.43043,1.33085025,0.023621462,-1.977285076,1.98967325,2.75207925,0.9061255,0.549860544,0.051075052,0.115177239,4.09549075,6.7106735,3.16880937,-11.195745,4.68954675,0.131657346,-1.012269811,7.57255025,-1.371130696,2.09193675,2.454905,0.836577503,14.0,0.52712775,-2.840285,0.55160642,-2.157815336,0.020185822,14.75,4.59786975,0.87456825,4.8894325,4.9148575,2.106745,0.1570225,2.90613475,0.8660355,4.17869,0.660575,0.901833266,2.679861,2.151785,0.29717425,2.56039,0.375230906,-1.398437997,4.0486915,0.40289967
7080,20890,-0.286884912,0.203525241,7.9709095,1.33038625,0.15756725,0.338335497,0.86839,3.00707525,0.05711927,11.0,3.415185,4.0330325,-6.13676,0.09935118,1.211690006,4.54980675,4.816217,0.8957965,0.717840308,0.212137961,0.998303002,2.9621805,7.5801075,-0.240025123,-6.2498425,8.17491225,0.400886044,-0.793910209,12.003942,-4.59396877,2.03494125,2.361515,0.422468517,7.25,0.11420675,-7.22711025,0.950874956,2.106607972,0.088778545,20.0,6.8558785,0.87481575,3.574917,3.61271,0.96390625,0.27385925,2.099537,0.87329275,2.98384,0.916922,0.520487156,4.9618715,2.0698225,2.454702,2.1774195,1.974966384,-0.02900111,1.475558,2.340966278
6744,20891,-0.989754323,0.156938577,1.711559,0.658205,0.1385175,0.713591933,1.8191075,2.2133425,0.05449388,5.25,3.2055275,4.1709675,1.8240975,0.029901593,1.690566178,3.382819,1.7943325,0.89212075,0.759038573,0.04097567,0.149933221,2.4147945,5.90531075,3.435640532,25.9077755,8.04297975,0.124235233,-0.559230645,5.8825265,-0.491834585,1.3364975,1.564285,0.326110252,6.5,0.28107325,-4.2011225,0.532670754,-0.75516145,0.026609326,14.25,6.46097425,0.866651,3.708348,3.72263,1.0731745,0.244833,2.18959475,0.85263675,2.7542175,0.62500675,0.874642688,3.4174815,1.357045,0.2300475,1.88752,0.41158538,-0.826382048,1.02010075,1.470055306
7092,20892,-0.259625762,0.129833485,3.1701495,0.879046,0.159427,0.578022565,1.4773025,2.140353,0.031639591,6.75,3.7136725,3.7770825,7.8174775,0.060621759,1.465010239,3.78805975,2.56475475,0.88699075,0.794016513,0.086737632,0.424026401,3.24770575,7.595891,2.038436994,12.37400975,5.7321025,0.211939213,-1.652927792,6.947232,-1.184211043,1.5682015,1.8065825,0.274088255,8.25,0.1274515,9.20873,0.553467315,0.223138553,0.047625417,15.0,6.57929825,0.88563475,3.29544925,3.354055,1.1209295,0.31917325,2.16317175,0.89635525,3.330985,0.377,0.732677341,3.730113,1.601795,0.75817225,2.27356975,0.792175274,-1.200291907,1.07112625,2.029269457
7094,20893,-0.355209995,0.142824776,2.39516325,0.967534,0.1039115,0.666175741,2.07880625,2.28159475,0.030360203,6.75,4.513815,4.4643125,-1.129065,0.063868781,-0.236115212,2.51057675,2.64194925,0.867172,0.731608724,0.035261204,0.117107618,3.9813715,7.295211,2.690340525,4.624235,5.201873,0.162847246,-1.96713822,6.85947575,-1.082138566,1.98116325,2.32627,0.379920215,12.25,0.074566,-15.30102725,0.226300609,-0.745364377,0.013071261,16.0,7.844463,0.8583545,3.815686,3.9576525,1.67867925,0.07325075,2.7060865,0.8872115,4.007125,0.9776975,0.898968349,3.30447725,1.9877975,0.31567925,2.761885,0.524197318,-1.161762348,1.7496035,0.412070672
7460,20894,-0.663601969,0.341853267,8.601661,1.3183235,0.12472775,0.383556255,1.445855,3.66490225,0.06117932,8.5,5.1724875,5.235485,-2.411456,0.072565651,-1.813489157,4.67392925,2.77430325,0.87221425,0.603249474,0.105765053,0.493243637,4.66084775,5.53012125,1.081944627,0.62613,6.490925,0.367228096,-2.27755154,13.837146,-5.384286583,1.56196075,1.858245,0.722457579,11.25,0.0893515,-15.82777775,1.029719877,0.709473477,0.058563693,23.5,6.424041,0.854925,4.36188075,4.56538,2.031011,0.0830015,2.16333575,0.905638,4.680715,0.45057,0.673186233,4.53480575,1.58113,0.91605825,3.058475,1.697436458,-1.533183931,3.84584925,2.720275233
7100,20895,0.038563672,0.211200241,7.877124,1.25890075,0.25063825,0.433396679,1.9110725,3.60518175,0.035222616,8.5,5.99824,5.7668925,8.73186,0.066577246,-1.608752281,4.369725,3.6878095,0.89068825,0.681455041,0.19138863,0.901004298,4.9299115,6.062524,0.483574294,20.91067525,6.73985975,0.384132468,-3.506939355,13.6440165,-4.749593314,1.405695,1.9383375,0.47502971,13.5,0.10336675,12.48485,0.738947155,-0.986293466,0.102601098,20.25,5.57596825,0.78626325,4.95891175,5.137915,2.24606775,0.16523225,2.24959725,0.8801175,5.2807475,0.57607,0.563106936,3.511344,1.519235,1.749472,3.58694,1.358488383,-0.290030367,2.85120325,3.159597313
7098,20896,0.745091697,0.219152,7.32615,1.45348175,0.10731225,0.489580733,1.9761165,2.73193625,0.054118689,7.25,3.9889975,4.815365,-12.74126,0.098781271,1.356763086,2.43745025,3.68069075,0.86355175,0.768086747,0.090060461,0.236918431,3.5368995,5.105161,1.80788425,2.1902005,4.80810925,0.358172066,-1.95226539,12.141515,-3.617627559,2.54917,2.9779025,0.311751722,5.75,0.28556325,-12.274115,0.966292764,-0.083714547,0.030489089,19.25,9.5166115,0.88109725,4.1365835,4.210295,1.10011175,0.41478075,1.421383,0.8906885,3.5501625,1.2388575,0.818374742,3.49718025,2.624855,0.70278825,2.474105,1.29373268,-1.047889769,1.260124,0.049431886
7102,20897,-0.253947295,0.357016769,9.22015675,1.28676025,0.17235275,0.374036247,1.759555,3.48375725,0.067332981,9.75,5.34335,5.415665,-1.37395,0.065713605,-2.360775684,4.53501675,3.85354425,0.88208,0.538259098,0.174261804,0.803747961,4.86405925,6.58505125,0.285848275,-4.02469,7.6203615,0.355835321,-2.234317813,14.63582175,-5.620850232,1.933459,2.1813625,0.866818229,13.0,0.0988765,-4.225445,1.31728585,0.116788936,0.093880896,25.75,7.41320325,0.893618,4.75291575,4.7756575,1.95952525,0.21471725,2.426172,0.91312575,4.8795375,0.79572575,0.564540653,4.76351625,1.9487075,1.67218175,3.1691075,1.70275477,-0.368952418,4.641218,2.308886361
7105,20898,0.07476775,0.240465512,9.79571175,1.31668875,0.10336675,0.369891951,1.649465,3.63937325,0.053664107,9.5,4.5858225,5.392205,-3.1331325,0.087571696,-0.650592507,4.33103375,3.96911075,0.86968625,0.654668807,0.197478248,0.849921639,3.9907085,5.8303985,0.236124815,11.59912,7.24834075,0.472424981,-1.873489201,15.18791675,-5.605890859,1.917587,2.20132,0.537452461,10.25,0.12482125,-14.31127,0.844502563,0.371238868,0.102400103,20.25,5.5501495,0.876571,4.51752325,4.70472,1.75818575,0.10336675,2.25602725,0.88932025,4.0775925,0.75981,0.552368009,3.73634825,1.9361225,1.76779075,2.72427,1.755061903,-0.258825391,2.4647715,2.430242602
7110,20899,-0.637309616,0.235259964,5.22248925,1.54052,0.1842825,0.514192708,2.0820375,3.12994,0.055498816,10.75,4.123985,5.39626,-2.6498125,0.045516578,0.725927698,3.9053325,5.119287,0.884136,0.721674003,0.216098271,0.854511997,3.33926325,5.73508475,-0.199175644,20.13302525,7.092196,0.24579171,-1.914655688,10.61874925,-3.551931092,2.33351775,2.7551575,0.394200374,7.0,0.1652325,-4.7346275,1.375480819,-0.910859294,0.078541843,21.5,6.8921115,0.85398175,4.74974525,4.7708225,1.2132305,0.189317,1.68882925,0.86600525,3.57284,1.049405,0.547003865,3.99211375,2.3537725,2.3641295,2.7214375,0.968384761,-0.107472859,1.64681975,1.750261171
7123,20900,0.046084564,0.274052273,8.19723575,0.96413575,0.1147515,0.398264161,1.9265,3.292396,0.060956679,6.25,4.46046,5.3336475,-14.6951125,0.065224669,-0.921022542,2.840098,2.673868,0.87165075,0.606242668,0.089322628,0.330707572,3.8636875,6.78104875,2.198136996,8.77757725,4.8147145,0.34754992,-1.546071186,13.53088325,-4.993235521,1.61230025,1.9494,0.665702516,11.0,0.09515675,7.688943,1.178014515,-0.164981989,0.041174649,23.5,7.1291235,0.86917225,4.57816275,4.6474275,1.61168625,0.09307125,2.4365555,0.885614,3.94986,0.580235,0.774139984,4.3936685,1.701775,0.724468,2.7557025,1.530443456,-1.252947908,3.014575,1.659655252
7126,20901,0.394158915,0.313980854,4.27483225,0.416415,0.12581725,0.488318267,1.81047,2.08632275,0.067346275,3.25,4.5838575,4.02261,7.9131,0.087668122,-0.923810031,2.3765165,1.610051,0.743876,0.610142279,0.064503896,0.162568535,3.695276,5.390813,3.948843938,13.5793375,8.0695455,0.348473361,-1.297069756,8.29744225,-1.755438216,1.19987975,1.3834975,0.671410821,10.25,0.251183,-35.61739975,1.120149406,1.546453011,0.046399424,12.5,5.98208575,0.88730975,2.36270075,2.9907225,1.87647075,0.15997175,2.1643405,0.8384055,3.8316875,0.7158995,0.869254203,3.103321,1.2279155,0.2265535,2.547415,1.069484541,0.110777472,3.21830375,1.049642224
7128,20902,1.466296707,0.354773652,21.20439925,1.53308025,0.0983315,0.240464818,1.6789025,4.2995485,0.059947437,11.5,5.6517125,6.0767825,9.5308475,0.120407174,-1.730907306,5.53941625,4.822473,0.88125325,0.60794841,0.235891198,1.303917208,4.5040805,5.5391905,-0.801392892,23.88034975,7.7095635,0.727723005,-2.851950041,27.28118175,-10.33156719,1.742796,2.1152725,0.728509269,11.5,0.15811225,-6.31428,1.46699075,0.870449748,0.120364101,29.0,6.74328025,0.84704975,5.30530825,5.3558875,2.07394225,0.32248025,2.0373435,0.883308,4.99138,0.42408,0.446623361,4.78980325,1.782505,2.7072005,3.25529,3.517748596,-0.366923964,4.079897,3.637811216
