accession_id,replicate_id,FT Diameter Field,At2 CFU2,Leaf serr 16,Seed bank 133-91,Na23,Leaf serr 10,Emco5,Leaf roll 16,Leaf roll 10,Bs,2W,Rosette Erect 22,Leaf serr 22,Width 16,Storage 28 days,LY ,avrRpm1,Width 10,Chlorosis 22,Storage 7 days,As2 CFU2,Co59,FW ,Cu65,Anthocyanin 22,Width 22,Storage 56 days,YEL ,FLC,FT16,FT10,FT Duration GH,Se82,LDV,Noco2,8W GH LN,0W,MT GH,After Vern Growth,Aphid number,LN22,Bs CFU2,avrRpt2,Hypocotyl length,Germ 22,Leaf roll 22,Silique 16,8W,FT GH,DSDS50,Ca43,LC Duration GH,At1 CFU2,B11,Chlorosis 10,RP GH,Chlorosis 16,LFS GH,Germ 10,Germ 16,Anthocyanin 16,Anthocyanin 10,0W GH FT,Ni60,P31,Emwa1,As75,Germ in dark,FRI,As CFU2,Trichome avg C,Vern Growth,Mo98,Hiks1,Bacterial titer,Zn66,Trichome avg JA,LES,SD,Emoy*,K39,0W GH LN,At2,At1,LN10,FT Field,LN16,avrB,LD,Seedling Growth,S34,Cd114,DW ,Seed Dormancy,Mn55,Silique 22,avrPphB,Fe56,8W GH FT,4W,Li7,FT22,As2,SDV,Mg25,Secondary Dormancy,As
6043,573,,,,,389.43199999999996,,,,,,,,,,,,,,,,,1.2953299999999999,,0.992542,,,,,,,,,7.620010000000001,,,,,,,,,,,,,,,,,,24198.8,,,71.1552,,,,,,,,,,3.73757,10083.6,,0.19480799999999998,,,,,,2.2719099999999997,,,71.6353,,,,,31362.8,,,,,,,,,,12277.1,3.8315099999999997,,,108.039,,,63.4751,,,5.03345,,,,11362.6,,
6043,574,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,1.49,,,,,,,37.9,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,1.7791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,125.0,,,,,,,
6042,575,,3.3539999999999996,,,,,,,,5.5,,,,,,,,,,,4.7139999999999995,,,,,,,,,,,,,,,,,,,,,6.187,,,,,,,,,,,5.325,,,,,,,,,,,,,,,,,4.391,,,,,,,,,,,,,0.16699999999999998,1.3330000000000002,,,,,,,,,,,,,,,,,,,0.0,,,,0.33299999999999996
6042,576,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,0.052000000000000005,,,,,,,16.1,27.3,,,,,,,,,,,16.6,,,,,,,,,,,,,,,23.0,,,,,,0.425,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,26.4,,,,,,,,
6042,577,29.1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1135,,,,,,16.9943,,,,,,,,,,,24.4555,,,62.6891,,,,38.2066,,45.6661,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.963,,,,,,,,,,,,,,,,,,,,,
6040,578,,,0.0,,,0.5,,0.0,0.0,,,1.0,0.5,6.2,,,,1.8,1.0,,,,,,0.0,9.7,,,,92.0,71.0,,,43.2,,,,,,,74.0,,,,2.0,0.0,,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,200.0,,,,,,35.0,,37.0,,200.0,,,,,,,,,,,,,87.0,,78.0,,,
6043,579,,4.103,,,,,,,,1.5,,,,,,,,,,,3.835,,,,,,,,,,,,,,,,,,,38.3,,4.848,1.0,,,,,,,,,,5.117,,,,,,,,,,,,,,,,,4.5889999999999995,43.0,,,,10.9,,42.5,,,,,,0.5,1.167,,,,,,,,,,,,,0.0,,,,,,0.667,,,,0.667
6043,580,27.0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.46900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.25900000000001,,,,,,,,,,,,,,,,,,,,,
6043,581,,,,,,,,,,,,,,,,1.0,,,,,,,0.2332,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0234,,,,,,,,,,,,,,
6042,582,,,1.0,,,0.5,,0.0,0.0,,,0.0,1.0,8.5,,,,2.0,1.0,,,,,,0.0,9.0,,,,35.0,56.0,,,28.0,,,,,,,9.0,,,,2.0,0.0,,,,,,,,,1.0,,1.0,,5.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,83.3403,,,,,,17.0,,13.0,,29.1667,,,,,,,,,,,,,29.0,,53.6667,,,
6985,583,,,,,890.307,,,,,,,,,,,,,,,,,1.29449,,0.8287909999999999,,,,,,,,,7.0313,,,,,,,,,,,,,,,,,,26121.0,,,67.14699999999999,,,,,,,,,,2.7033,8381.77,,0.291317,,,,,,0.362084,,,67.0787,,,,,34778.7,,,,,,,,,,10937.3,4.76828,,,102.022,,,58.9264,,,7.31474,,,,13120.2,,
6985,584,,,,0.0,,,,,,,,,,,73.25,,,,,16.34,,,,,,,100.0,,,,,,,,,,,,0.074019,,,,,,,,,,,21.6954,,,,,,,,,,,,,,,,,,43.9062,,,,0.00171944,,,,,,,,,,,,,,,,,,0.009048299999999999,,,,,,,,,,,,,,,,0.8141970000000001,
5837,585,,,,0.0,,,,,,,,,,,15.0,,,,,2.75,,,,,,,81.3899,,,,,,,,,,,,0.0599347,,,,,,,,,,,41.2545,,,,,,,,,,,,,,,,,,4.16667,,,,0.00198257,,,,,,,,,,,,,,,,,,0.00676544,,,,,,,,,,,,,,,,1.47791,
6928,586,,,,,,,,,,,,,,,,0.0,,,,,,,0.5096,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0334,,,,,,,,,,,,,,
5837,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,588,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,0.335,,,,,,,10.4,31.6,,,,,,,,,,,18.2,,,,,,,,,,,,,,,23.4,,,,,,1.1361,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,25.1,20.0,,,,,,,
6901,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.473,,,,,,,20.0,,,,,,,,,,,,31.8,,,,,,,,,,,,,,,200.0,,,,,,3.1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,78.0,,,,,,,
6901,590,,2.6719999999999997,,,,,,,,6.667000000000001,,,,,,,0.0,,,,3.611,,,,,,,,,,,,,,,,,,,20.0,,4.773,1.0,,,,,,,,,,2.026,,,,,,,,,,,,,,,,,2.262,52.5,,,,12.6,,83.0,,,,,,3.5,2.333,,,,0.0,,,,,,,,,0.0,,,,,,0.667,,,,1.8330000000000002
6901,591,19.7076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.40200000000002,,,,,,,,,,,,,,,,,,,,,
5837,592,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6901,593,,,,,,,,,,,,,,,,1.0,,,,,,,0.2804,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0234,,,,,,,,,,,,,,
6901,594,,,,0.0,,,,,,,,,,,98.75,,,,,69.0335,,,,,,,100.0,,,,,,,,,,,,0.0568184,,,,,,,,,,,6.4175699999999996,,,,,,,,,,,,,,,,,,37.0913,,,,0.0008997339999999999,,,,,,,,,,,,,,,,,,0.00928937,,,,,,,,,,,,,,,,1.24959,
6900,595,,,,,,,,,,,,,,,,1.0,,,,,,,0.2327,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0202,,,,,,,,,,,,,,
6901,596,,,,,900.8580000000001,,,,,,,,,,,,,,,,,2.17599,,1.11268,,,,,,,,,6.90808,,,,,,,,,,,,,,,,,,23095.4,,,67.1482,,,,,,,,,,3.2793,8412.12,,0.21755,,,,,,1.4030200000000002,,,89.5432,,,,,38770.5,,,,,,,,,,10813.5,4.31325,,,129.019,,,66.1153,,,5.44745,,,,10988.5,,
6900,597,,3.634,,,,,,,,6.5,,,,,,,0.0,,,,5.065,,,,,,,,,,,,,,,,,,,10.0,,4.67,1.0,,,,,,,,,,3.998,,,,,,,,,,,,,,,,,6.167999999999999,62.5,,,,14.6,,58.5,,,,,,1.6669999999999998,3.0,,,,0.0,,,,,,,,,0.0,,,,,,4.5,,,,4.833
8213,598,29.8788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3999,,,,,,16.8958,,,,,,,,,,,24.4698,,,57.4318,,,,32.3076,,40.6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.735,,,,,,,,,,,,,,,,,,,,,
5837,599,,,,,,,,,,,,,,,,0.0,,,,,,,1.575,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0925,,,,,,,,,,,,,,
5837,600,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,0.813,,,,,,,15.8,44.7,,,,,,,,,,,20.2,,,,,,,,,,,,,,,34.1,,,,,,2.4135,,,,,,,,,,,,,21.6,,,,,,,,,,,,,,,,,27.6,23.5,,,,,,,
6983,601,,4.83,,,,,,,,7.667000000000001,,,,,,,0.0,,,,4.579,,,,,,,,,,,,,,,,,,,57.5,,4.103,0.0,,,,,,,,,,4.961,,,,,,,,,,,,,,,,,4.895,25.0,,,,12.2,,26.0,,,,,,0.833,1.167,,,,0.0,,,,,,,,,1.0,,,,,,0.33299999999999996,,,,0.5
6983,602,34.3784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8533,,,,,,1.6851200000000002,,,,,,,,,,,92.9183,,,133.784,,,,36.0298,,111.97200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.72299999999998,,,,,,,,,,,,,,,,,,,,,
6982,603,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982,604,,,,,383.315,,,,,,,,,,,,,,,,,1.48046,,1.00235,,,,,,,,,6.45644,,,,,,,,,,,,,,,,,,27502.1,,,86.2444,,,,,,,,,,4.1208599999999995,7901.58,,0.167937,,,,,,2.61674,,,54.2452,,,,,31174.1,,,,,,,,,,11282.6,2.5777799999999997,,,87.9086,,,65.31,,,7.680680000000001,,,,14053.7,,
6982,605,,,0.5,,,0.75,,0.0,1.0,,,1.0,0.5,8.7,,,,3.7,1.0,,,,,,0.0,12.0,,,,34.0,49.0,,,27.8333,,,,,,,16.0,,,,3.0,1.0,1.5,,,,,,,,0.0,,1.0,,7.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,80.1667,,,,,,16.0,,12.0,,28.8333,,,,,65.0,,1.0,,,,,,29.0,,43.8333,,,
6982,606,,,,-15.2954,,,,,,,,,,,0.25,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.09973480000000001,,,,,,,,,,,125.694,,,,,,,,,,,,,,,,,,,,,,0.00233671,,,,,,,,,,,,,,,,,,0.006847800000000001,,,,,,,,,,,,,,,,,
6982,607,,4.981,,,,,,,,6.2,,,,,,,,,,,5.1370000000000005,,,,,,,,,,,,,,,,,,,11.0,,4.664,1.0,,,,,,,,,,5.247999999999999,,,,,,,,,,,,,,,,,5.078,17.3,,,,15.8,,26.5,,,,,,0.667,0.833,,,,0.0,,,,,,,,,1.0,,,,,,0.33299999999999996,,,,1.8330000000000002
6982,608,,,,,,,,,,,,,,,,0.0,,,,,,,0.5879,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0376,,,,,,,,,,,,,,
6983,609,,,,0.0,,,,,,,,,,,58.2794,,,,,0.0,,,,,,,100.0,,,,,,,,,,,,0.101877,,,,,,,,,,,26.4935,,,,,,,,,,,,,,,,,,97.6562,,,,0.00346754,,,,,,,,,,,,,,,,,,0.00944042,,,,,,,,,,,,,,,,0.0,
6983,610,,,,,516.62,,,,,,,,,,,,,,,,,1.14389,,1.0249,,,,,,,,,6.741160000000001,,,,,,,,,,,,,,,,,,27402.7,,,89.6565,,,,,,,,,,4.08471,8012.48,,0.154916,,,,,,2.1726799999999997,,,77.4302,,,,,37172.0,,,,,,,,,,10290.2,2.86735,,,82.6609,,,61.4866,,,8.10169,,,,14047.7,,
6970,611,,,,,,,,,,,26.4,,,,,,,,,,,,,,,,,,3.633,,,,,,,10.6,77.0,,,,,,,,,,,18.8,,,,,,,,,,,,,,,44.3,,,,,,1.2371,,,,,,,,,,,,,33.6,,,,,,,,,,,,,,,,,25.9,21.3,,,,,,,
6970,612,,4.507,,,,,,,,5.167000000000001,,,,,,,1.0,,,,2.905,,,,,,,,,,,,,,,,,,,34.8,,4.744,0.0,,,,,,,,,,4.817,,,,,,,,,,,,,,,,,3.4130000000000003,28.8,,,,11.5,,48.7,,,,,,1.3330000000000002,2.333,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,3.0
6969,613,,,,0.0,,,,,,,,,,,79.304,,,,,29.25,,,,,,,100.0,,,,,,,,,,,,0.0720201,,,,,,,,,,,18.1081,,,,,,,,,,,,,,,,,,82.0588,,,,0.000998095,,,,,,,,,,,,,,,,,,0.00839784,,,,,,,,,,,,,,,,0.334821,
6969,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6970,615,,,,,2352.5,,,,,,,,,,,,,,,,,1.96705,,0.775569,,,,,,,,,7.016780000000001,,,,,,,,,,,,,,,,,,26907.3,,,89.6705,,,,,,,,,,4.01483,7202.17,,0.20758200000000002,,,,,,2.0929900000000004,,,75.4031,,,,,31155.4,,,,,,,,,,11235.0,4.089169999999999,,,101.255,,,57.7494,,,6.54306,,,,13111.2,,
6970,616,40.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0358,,,,,,14.5083,,,,,,,,,,,37.7428,,,73.3895,,,,35.5925,,58.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.865,,,,,,,,,,,,,,,,,,,,,
6970,617,,,,,,,,,,,,,,,,0.0,,,,,,,0.8229,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0534,,,,,,,,,,,,,,
6970,618,,,,-15.2478,,,,,,,,,,,0.5,,,,,1.71e-17,,,,,,,13.2778,,,,,,,,,,,,0.14139300000000002,,,,,,,,,,,72.068,,,,,,,,,,,,,,,,,,39.1317,,,,0.00776955,,,,,,,,,,,,,,,,,,0.00800336,,,,,,,,,,,,,,,,-0.00595238,
6970,619,,,0.5,,,0.75,,1.0,1.0,,,1.0,0.5,11.5,,,,6.0,0.0,,,,,,1.0,12.0,,,,45.0,48.0,,,19.8333,,,,,,,55.0,,,,2.0,0.0,1.7,,,,,,,,0.0,,0.0,,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,69.1667,,,,,,16.0,,40.0,,43.2083,,,,,129.0,,1.3,,,,,,44.0,,32.3333,,,
6970,620,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6915,621,,,0.5,,,1.0,,0.0,0.0,,,1.0,0.5,8.5,,,,5.0,1.0,,,,,,0.0,10.5,,,,48.0,53.0,,,30.1667,,,,,,,34.0,,,,2.0,1.0,1.4,,,,,,,,0.0,,1.0,,5.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,101.031,,,,,,20.0,,30.0,,41.2014,,,,,13.0,,1.0,,,,,,46.0,,55.6667,,,
6915,622,,,,,,,,,,,,,,,,0.0,,,,,,,0.4683,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0355,,,,,,,,,,,,,,
7275,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,
7275,624,,,,0.0,,,,,,,,,,,94.75,,,,,51.1225,,,,,,,95.25,,,,,,,,,,,,0.103317,,,,,,,,,,,10.7497,,,,,,,,,,,,,,,,,,25.2259,,,,0.00440452,,,,,,,,,,,,,,,,,,0.00869452,,,,,,,,,,,,,,,,0.80237,
7094,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,,,,,
6915,626,,,,0.0,,,,,,,,,,,44.25,,,,,7.25,,,,,,,98.913,,,,,,,,,,,,0.09083739999999998,,,,,,,,,,,31.2414,,,,,,,,,,,,,,,,,,58.0065,,,,0.00269385,,,,,,,,,,,,,,,,,,0.00799193,,,,,,,,,,,,,,,,0.683034,
6915,627,,4.388,,,,,,,,4.667,,,,,,,1.0,,,,5.093,,,,,,,,,,,,,,,,,,,14.0,,4.953,0.0,,,,,,,,,,5.082,,,,,,,,,,,,,,,,,4.401,14.0,,,,10.2,,23.8,,,,,,1.167,1.0,,,,1.0,,,,,,,,,0.0,,,,,,2.0,,,,0.33299999999999996
6915,628,29.6225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3189,,,,,,15.6479,,,,,,,,,,,37.1818,,,75.8766,,,,38.3679,,59.5483,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.26,,,,,,,,,,,,,,,,,,,,,
6915,629,,,,,575.404,,,,,,,,,,,,,,,,,1.37729,,1.2541,,,,,,,,,6.46834,,,,,,,,,,,,,,,,,,27517.0,,,77.9073,,,,,,,,,,2.70355,8306.73,,0.130999,,,,,,2.60491,,,69.0322,,,,,28055.8,,,,,,,,,,10427.4,4.22232,,,96.0096,,,58.8155,,,8.08121,,,,13640.8,,
6916,630,,,,,904.067,,,,,,,,,,,,,,,,,1.32304,,0.9202540000000001,,,,,,,,,6.98014,,,,,,,,,,,,,,,,,,26843.3,,,86.7946,,,,,,,,,,3.10332,9429.25,,0.24836399999999997,,,,,,2.2193099999999997,,,64.8759,,,,,33886.5,,,,,,,,,,12079.9,2.58245,,,111.14200000000001,,,58.1783,,,6.54445,,,,13502.1,,
7282,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,,
7296,632,26.3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1248,,,,,,16.2587,,,,,,,,,,,27.5158,,,66.0655,,,,38.5019,,49.5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.993,,,,,,,,,,,,,,,,,,,,,
8245,633,47.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9856,,,,,,16.7447,,,,,,,,,,,27.2739,,,64.3989,,,,37.010999999999996,,47.4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.899,,,,,,,,,,,,,,,,,,,,,
8247,634,30.4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.63400000000001,,,,,,,,,,,,,,,,,,,,,
8243,635,,,,,,,,,,,36.2,,,,,,,,,,,,,,,,,,3.5980000000000003,,,,,,,,87.4,,,,,,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,,,
8245,636,,5.547999999999999,,,,,,,,8.167,,,,,,,,,,,4.163,,,,,,,,,,,,,,,,,,,,,3.779,,,,,,,,,,,5.303999999999999,,,,,,,,,,,,,,,,,4.44,,,,,,,,,,,,,0.33299999999999996,1.167,,,,,,,,,,,,,,,,,,,0.33299999999999996,,,,2.5
8245,637,,,1.0,,,0.75,,0.0,1.0,,,0.0,1.0,7.4,,,,2.2,0.0,,,,,,0.0,11.5,,,,47.0,46.0,,,25.0,,,,,,,38.0,,,,2.0,0.0,,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,83.0,,,,,,18.0,,30.0,,34.25,,,,,,,,,,,,,47.0,,33.6667,,,
8245,638,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,0.36200000000000004,,,,,,,15.6,43.0,,,,,,,,,,,18.4,,,,,,,,,,,,,,,29.0,,,,,,0.76,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,25.6,21.0,,,,,,,
8242,639,,4.999,,,,,,,,3.5,,,,,,,,,,,6.03,,,,,,,,,,,,,,,,,,,,,4.5889999999999995,,,,,,,,,,,3.877,,,,,,,,,,,,,,,,,5.007,,,,,,,,,,,,,2.667,0.667,,,,,,,,,,,,,,,,,,,3.833,,,,1.167
8243,640,,3.815,,,,,,,,6.332999999999999,,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,2.623,,,,,,,,,,,5.468,,,,,,,,,,,,,,,,,4.851,,,,,,,,,,,,,0.16699999999999998,2.833,,,,,,,,,,,,,,,,,,,1.3330000000000002,,,,1.167
8243,641,38.5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6035,,,,,,12.145,,,,,,,,,,,66.8893,,,103.919,,,,37.451,,92.7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.749,,,,,,,,,,,,,,,,,,,,,
8243,642,,,1.0,,,1.0,,0.0,1.0,,,1.0,1.5,7.2,,,,3.2,1.0,,,,,,0.0,10.6,,,,69.0,66.0,,,28.5,,,,,,,39.0,,,,2.0,0.0,,,,,,,,,1.0,,1.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,200.0,,,,,,62.0,,58.0,,93.0417,,,,,,,,,,,,,51.0,,,,,
6933,643,,,0.0,,,0.0,,0.0,1.0,,,1.0,0.0,9.2,,,,5.0,0.0,,,,,,0.0,12.0,,,,52.0,56.0,,,22.0,,,,,,,65.0,,,,2.0,1.0,1.7,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,76.0,,,,,,19.0,,42.0,,46.0347,,,,,129.0,,1.1,,,,,,55.0,,37.6667,,,
6933,644,27.6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0244,,,,,,13.7587,,,,,,,,,,,43.3479,,,78.8485,,,,35.1251,,64.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.696,,,,,,,,,,,,,,,,,,,,,
6933,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6933,646,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6932,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6933,648,,,,,1168.21,,,,,,,,,,,,,,,,,1.88752,,0.692453,,,,,,,,,5.35802,,,,,,,,,,,,,,,,,,26287.3,,,90.5571,,,,,,,,,,2.73913,8637.58,,0.18340599999999999,,,,,,0.772302,,,63.4587,,,,,28851.9,,,,,,,,,,8418.91,3.5735300000000003,,,106.18299999999999,,,63.9762,,,7.4718800000000005,,,,12748.8,,
6932,649,,,,,,,,,,,,,,,,0.0,,,,,,,0.5183,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0357,,,,,,,,,,,,,,
6932,650,22.9508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0586,,,,,,17.4254,,,,,,,,,,,25.5313,,,62.7358,,,,37.3787,,45.2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.905,,,,,,,,,,,,,,,,,,,,,
6933,651,,5.244,,,,,,,,2.167,,,,,,,,,,,4.487,,,,,,,,,,,,,,,,,,,27.5,,4.409,,,,,,,,,,,6.497000000000001,,,,,,,,,,,,,,,,,3.097,44.3,,,,16.0,,56.3,,,,,,1.3330000000000002,1.167,,,,,,,,,,,,,,,,,,,0.16699999999999998,,,,1.3330000000000002
6933,652,,,,,,,,,,,27.4,,,,,,,,,,,,,,,,,,2.597,,,,,,,8.8,68.8,,,,,,,,,,,15.6,,,,,,,,,,,,,,,49.8,,,,,,1.3012,,,,,,,,,,,,,37.8,,,,,,,,,,,,,,,,,25.0,20.7,,,,,,,
8239,653,,5.077,,,,,,,,10.0,,,,,,,,,,,3.7230000000000003,,,,,,,,,,,,,,,,,,,,,5.39,,,,,,,,,,,4.47,,,,,,,,,,,,,,,,,3.2119999999999997,,,,,,,,,,,,,1.167,1.8330000000000002,,,,,,,,,,,,,,,,,,,1.3330000000000002,,,,1.6669999999999998
6009,654,,,0.0,,,0.0,,0.0,0.0,,,1.0,0.0,7.8,,,,2.4,1.0,,,,,,1.0,7.7,,,,151.0,98.0,,,47.0,,,,,,,178.0,,,,4.0,0.0,1.4,,,,,,,,1.0,,1.0,,5.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,79.0,,200.0,,,,,2.0,,0.9,,,,,,250.0,,74.6667,,,
6009,655,,4.406000000000001,,,,,,,,1.5,,,,,,,1.0,,,,5.144,,,,,,,,,,,,,,,,,,,27.3,,5.556,1.0,,,,,,,,,,3.9360000000000004,,,,,,,,,,,,,,,,,5.091,69.0,,,,9.2,,46.5,,,,,,4.6,1.0,,,,1.0,,,,,,,,,0.0,,,,,,0.25,,,,2.5
6009,656,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6909,657,,,,,,,,,,,,,,,,0.0,,,,,,,0.45,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0362,,,,,,,,,,,,,,
7520,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
