,r2s,RMSEs,r2s_train,RMSEs_train,lambda_pen,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train,alpha,lasso_selection__estimator__alpha
0,0.04750623338765381,0.9336535728442955,0.9721873224750835,0.16734759071101854,8192.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
1,-0.15689755391716553,0.802826144922568,0.990935638594566,0.09728559728571134,4096.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
2,0.23343600739241943,0.7286799843741097,0.9193174958344719,0.28826825199904266,16384.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
3,0.09204083495297233,1.2007453039609246,0.9182141709600724,0.2752820603399567,16384.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
4,-0.06917387088247584,0.6571412788720944,0.9911318551785205,0.09716971282225843,4096.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
5,-0.05727053172240093,1.7491681408598014,0.9972980341513652,0.04562959173481038,2048.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
6,-0.06721607057925438,0.8983387176946518,0.9723786457148881,0.16831597493313616,8192.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
7,0.02698401004196871,0.8943617004190608,0.9720438656116225,0.1687893941610543,8192.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
8,-0.04493364201798222,0.6892521498998437,0.9720381725977894,0.17213735787287757,8192.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
9,-0.052962361923311496,0.7502743543152437,0.991198793052713,0.09603883744080294,4096.0,Ridge,SNPs,-,305506,-0.004848694526757613,0.9304441348162593,0.9696743994171092,0.1576264369300669,0.2144462446471649,0.6428079628749545,0.0560026334777038,0.15334059470714023,,
0,-0.03145643675030363,0.9715835152571053,-2.220446049250313e-16,1.0034553760383893,1.0,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
1,-0.13309563434796146,0.7945245830112888,0.0,1.0218330447992745,1.0,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
2,-0.05459093605011622,0.8546821813476968,0.0,1.0148623243514923,1.0,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
3,0.15882083872680108,1.155744914262171,0.9104016280486178,0.2881303050956499,0.03125,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
4,0.13996699432792337,0.5893755828540335,0.29253938382734634,0.8678919593467093,0.125,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
5,-0.0765603066770717,1.7650526976134548,-2.220446049250313e-16,0.8778223927487461,1.0,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
6,-0.01664382514012508,0.8767955828206778,0.9999999030665935,0.00031531134027930894,3.0517578125e-05,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
7,0.01916663531568563,0.8979472395624,0.9234369895972381,0.27932904414826165,0.03125,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
8,0.20554928549632911,0.6009900108270918,0.9283172065715813,0.2756130759139428,0.03125,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
9,0.0158271229331588,0.7253529371952115,0.9999996349046529,0.0006185558617723253,6.103515625e-05,Lasso,SNPs,-,305506,0.02269837378343199,0.9232049244751132,0.505469474601603,0.5629871389644517,0.21703419266607543,0.6674172293851481,0.9408735660003619,0.8448691995830822,,
