,r2s,RMSEs,r2s_train,RMSEs_train,lambda_pen,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train,alpha,lasso_selection__estimator__alpha
0,0.5027392457066568,0.6312552455030501,0.9999999999921618,2.8296379554464233e-06,0.00390625,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
1,0.9006182686123017,0.3140690183657935,0.9999999999990808,9.590972498899247e-07,0.015625,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
2,0.7243502725029761,0.5623781128183528,0.9999999999994873,7.057028906339897e-07,0.001953125,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
3,0.6589504211592099,0.47993840621024525,0.9999999999990635,9.848865737822677e-07,0.001953125,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
4,0.8259186148310379,0.3779890473812231,0.9999999999992194,8.921787516748163e-07,0.001953125,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
5,0.7727618509386869,0.4698673791671393,0.9901424061937991,0.09933664665528537,8192.0,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
6,0.6688673544680903,0.6023466141636877,0.9999999999848358,3.872135094670484e-06,0.25,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
7,0.8213689284322971,0.4663373063503972,0.9999999999992633,8.479184917497826e-07,0.0078125,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
8,0.7383775378025501,0.507401205677036,0.9999999999991719,9.103686635295868e-07,0.03125,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
9,0.7011627189241317,0.5806141853336559,0.9999999999991988,8.871481651040285e-07,0.00390625,Ridge,SNPs,-,358874,0.7315115213377938,0.4992196520970581,0.9990142406165282,0.009934953572912185,0.2165199983962174,0.19604546125432373,0.006109799938603274,0.061568603874718734,,
0,-0.25794811356795466,1.0040244106578136,0.9999999996018069,2.016840555942976e-05,9.5367431640625e-07,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
1,0.5612887286693,0.6598742995910072,0.9999999996474009,1.8785064608727775e-05,9.5367431640625e-07,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
2,0.6412402444446503,0.6415809880324352,0.9849525016817088,0.1209028785764693,0.0078125,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
3,0.4418045203694686,0.6140021668076139,0.8708749514023553,0.36570505420660365,0.03125,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
4,0.061869888327260814,0.8774746668653366,0.9999999996277218,1.9484068813022275e-05,9.5367431640625e-07,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
5,0.6433944342470173,0.5886114851668214,0.9989235947100154,0.032825545175061234,0.001953125,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
6,0.5681206890605421,0.6879021612950202,0.9497337290878414,0.22293545026001346,0.015625,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
7,0.7777923219388281,0.520117167441435,0.9476415142901353,0.22603634804478345,0.015625,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
8,0.21743779444738054,0.877553121342468,0.9999999995764384,2.0589106789228623e-05,9.5367431640625e-07,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
9,0.3757992767078716,0.8391360665547369,0.999999999609595,1.958315736316411e-05,9.5367431640625e-07,Lasso,SNPs,-,358874,0.4030799784644365,0.7310276533754688,0.9752126289235019,0.09685038860660647,0.618854786055897,0.30818708769592146,0.08270496939519559,0.25839963447116343,,
0,0.4373006807401909,0.671507863386454,0.9147994848011284,0.29501613537853805,4.789461986805098,ElasticNet,SNPs,-,358874,0.68282720373647,0.5462757595863571,0.8825127365630402,0.33806083481373483,0.22217188838899488,0.18459491076171883,0.07779744591551795,0.1138963669604211,0.01,
1,0.8521445729551808,0.3830808592038954,0.8945991504556003,0.3247836372737221,0.6087986487783038,ElasticNet,SNPs,-,358874,0.68282720373647,0.5462757595863571,0.8825127365630402,0.33806083481373483,0.22217188838899488,0.18459491076171883,0.07779744591551795,0.1138963669604211,0.1,
2,0.6600560169039874,0.6245300008900023,0.8750922165724625,0.3483367055869935,6.020493535893447,ElasticNet,SNPs,-,358874,0.68282720373647,0.5462757595863571,0.8825127365630402,0.33806083481373483,0.22217188838899488,0.18459491076171883,0.07779744591551795,0.1138963669604211,0.01,
