,r2s,RMSEs,r2s_train,RMSEs_train,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.025790746110238016,1.1868132745198834,0.8808571573803703,0.3349726199523528,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
1,0.1915043249712851,0.8359956143985604,0.8769866392941099,0.35337355035975776,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
2,0.2084792101276154,0.8342017994741965,0.8758296990100763,0.3543551822489597,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
3,0.06208196474144878,0.8024476090057812,0.8808397478817457,0.3511199701710617,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
4,0.09080569078807788,0.8062129533631741,0.8805514474919807,0.350590282826978,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
5,0.0988487285584938,0.9920515681487972,0.8813879123709931,0.34260682661360053,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
6,0.03334396162080233,0.8496043411858791,0.8809165723894172,0.3489308692367566,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
7,-0.003908305738731022,0.9163348195621701,0.8826600964571854,0.3453736924348955,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
8,0.13794975587968017,1.2146968419157058,0.8795663717552975,0.3325784788739707,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
9,0.23803065633117126,0.7912909118424478,0.8788101136901068,0.3513702653027124,Random_Forest,SNPs,-,323224,0.10829267333900817,0.9229649733416596,0.8798405757721283,0.34652717380210457,0.16296228531923282,0.31049367233382785,0.00410134981816044,0.014894853110585525
