,r2s,RMSEs,r2s_train,RMSEs_train,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,-3.13020516509928,0.8533017996087604,0.7983306493400615,0.4697198432702914,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
1,-7.403761311311035,1.033181474650133,0.7706853900605523,0.5011049113028073,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
2,-0.3069264350226213,1.4080539200627114,0.7808055253907775,0.4541047990835229,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
3,-0.030785399146482595,2.3562315733918107,0.8354978725327536,0.2744547608300345,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
4,-0.25181947772338087,1.1769255516220036,0.8000091945080294,0.4435339764469891,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
5,-1.6541257665597024,0.8799984256751223,0.784823307450438,0.4815351752731606,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
6,-12.524880050769811,1.0535749747561527,0.7919947395226864,0.47692764732118337,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
7,-1.8515033951687836,0.8865372536286722,0.8032986720476198,0.46052214168175765,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
8,-6.495810719454472,1.145504688988771,0.7776924650960788,0.4919494085781852,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
9,-4.049098899775042,1.022092855212144,0.7948768060805602,0.4712618173474497,Random_Forest,SNPs,-,305506,-3.769891662003061,1.181540251759628,0.7938014622029558,0.45251144811353816,7.8475960864033665,0.8721526833554946,0.03539844127114051,0.12711388556975356
