,r2s,RMSEs,r2s_train,RMSEs_train,lambda_pen,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train,alpha,lasso_selection__estimator__alpha
0,-0.03660992817830233,1.0833310076602225,0.9999999999990646,9.597397234700606e-07,0.015625,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
1,0.0633749305415795,0.7501635631383433,0.8173633042240551,0.436792959843809,32768.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
2,0.003263283019186103,1.0065913542504517,0.6522069435874123,0.5891937597646801,65536.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
3,-0.11055390163426426,1.0583596709284127,0.8138770668389236,0.4267946278872331,32768.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
4,-0.29928597383494204,0.6722705663163435,0.8180135589829776,0.4399695099847579,32768.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
5,0.03933212168813072,0.9643846048402939,0.6502094454962278,0.5922640571240195,65536.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
6,0.06901078208010425,1.3656256791908172,0.6462313900338219,0.5602338973163976,65536.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
7,0.0340853721016926,1.0823558623683405,0.650468946605229,0.5840634098651581,65536.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
8,-0.05986591691965004,0.9387194398907385,0.8202675944985055,0.42776041858671177,32768.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
9,0.11419388639300354,0.7177875724643855,0.9215209501267668,0.2860250792235239,16384.0,Ridge,SNPs,-,323224,-0.018305534474346196,0.963958932104835,0.7790159200392984,0.43430986793360143,0.23365792287299042,0.40923959238814084,0.24608879133794326,0.35663366102909916,,
0,-0.11388342213360181,1.1229834661642077,0.8533051935321267,0.3800660231046128,0.03125,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
1,-0.08575958913688275,0.8076810876520422,0.5389996265313435,0.6939564996962883,0.0625,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
2,0.07039170154789431,0.9721045221975647,0.5250420722700291,0.6885337855817018,0.0625,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
3,-0.19206786653983987,1.0965134220717767,0.01907276524273782,0.9797999129266236,0.125,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
4,-0.22886915800183205,0.6537994401413477,0.027196281893199226,1.0172218394293264,0.125,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
5,-0.011171974510344018,0.9894096598744602,0.03648658719699971,0.9829699031995114,0.125,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
6,0.08796053998552011,1.3516559589209596,0.4720610036808801,0.6843867710464637,0.0625,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
7,0.0008644534478672306,1.1008113717958383,0.022825596078496546,0.9765695036013653,0.125,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
8,-0.017016993042562767,0.9195481040661969,0.5348146559838325,0.6881774131200689,0.0625,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
9,-0.05757958466643487,0.7843016478762209,0.5361951096571096,0.695336309234292,0.0625,Lasso,SNPs,-,323224,-0.05471318930502165,0.9798808680760615,0.35659988920667546,0.7787017960940255,0.20251495710588113,0.3946840775680503,0.592344553574468,0.40086760481746364,,
0,0.04890205077866383,1.0376863753248757,0.4996309074170149,0.70193502812315,11.570902399165814,ElasticNet,SNPs,-,323224,-0.0320641159041853,0.9734648563377655,0.1766198334989777,0.8994662148741396,0.15466672736507378,0.4293191672907106,0.39971161274528483,0.2211465349811807,0.01,
