,r2s,RMSEs,r2s_train,RMSEs_train,lambda_pen,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train,alpha
0,-0.02387664570815673,1.05408455364,0.5809005549895137,0.6442532626927845,85222.69299239293,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
1,0.11039995464636665,0.758774348812287,0.46147607917023814,0.7478656753411993,127834.03948858939,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
2,0.04450328548214466,0.9501683826407326,0.46616640518799,0.7328485991069295,127834.03948858939,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
3,-0.011751850236559225,0.8521860999586095,0.46329615237049615,0.7425260089017193,127834.03948858939,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
4,-0.0001328049991482505,0.7879335870515253,0.5776112944898024,0.6633040191948845,85222.69299239293,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
5,0.005691754048016473,1.0242596301766527,0.46062374007587226,0.7294747652315319,127834.03948858939,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
6,0.05795625228064849,1.034220635191567,0.5788641024616951,0.6440106833933453,85222.69299239293,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
7,-0.009532633072498076,1.2727609327220781,0.6910637101420432,0.5357270572183906,56815.128661595285,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
8,-0.060304919773053856,1.0461321365301601,0.5796949036638432,0.6456053129196379,85222.69299239293,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
9,-0.011558917715164707,0.9637659348107258,0.46224628801156964,0.7337176037126777,127834.03948858939,Ridge,SNPs,-,323224,0.010139347495259543,0.9744286241534338,0.5321943230563064,0.68193329877131,0.09490514572957168,0.2947101817497493,0.15765739322334044,0.13301981455074327,
0,-0.040616105421781734,1.0626662858311262,0.26346551529899176,0.8540722799133735,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
1,0.06257938271737706,0.7789014153138584,0.2655262281097809,0.8733920757207951,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
2,0.09123915362565627,0.9266394372441789,0.25285048488087947,0.8669919617610207,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
3,-0.0018844712481171921,0.848020332346744,0.26257919281611897,0.8703661854958619,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
4,0.05852975810210148,0.7644763874086153,0.27378233507442495,0.869740882631517,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
5,-0.06465027128269796,1.0598710260759583,0.006227669087537024,0.9901655438572832,0.13168724279835392,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
6,0.045659303300265575,1.040948838819819,0.26366582272573214,0.851568170524089,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
7,-0.02080446012538628,1.2798466459672466,2.220446049250313e-16,0.9638492592222598,2.25,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
8,-0.04802700421878381,1.0400575999990609,0.25440992797233575,0.8598740169352387,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
9,-0.103522709769718,1.0066224633446224,0.26556363366394553,0.8574608836672113,0.0877914951989026,Lasso,SNPs,-,323224,-0.002149742432108459,0.980805043235123,0.21080708096297468,0.885748125972865,0.1256614952389339,0.30525569958307175,0.2148730536184641,0.09611186633869906,
